0, 52, 2805 MHz, 90.19 W, 0x0000000000000000
1, 52, 2790 MHz, 88.42 W, 0x0000000000000000
0, 51, 2520 MHz, 73.06 W, 0x0000000000000000
1, 49, 2520 MHz, 70.38 W, 0x0000000000000000
0, 50, 2520 MHz, 72.08 W, 0x0000000000000000
1, 49, 2520 MHz, 69.50 W, 0x0000000000000000
0, 49, 2520 MHz, 71.06 W, 0x0000000000000000
1, 48, 2520 MHz, 68.92 W, 0x0000000000000000
0, 49, 2520 MHz, 70.03 W, 0x0000000000000000
1, 47, 2520 MHz, 68.31 W, 0x0000000000000000
0, 48, 2520 MHz, 67.73 W, 0x0000000000000000
1, 47, 2520 MHz, 67.17 W, 0x0000000000000000
0, 48, 2520 MHz, 66.15 W, 0x0000000000000000
1, 46, 2520 MHz, 66.34 W, 0x0000000000000000
0, 46, 2520 MHz, 54.33 W, 0x0000000000000001
1, 45, 510 MHz, 65.99 W, 0x0000000000000001
0, 46, 240 MHz, 25.73 W, 0x0000000000000001
1, 44, 210 MHz, 23.79 W, 0x0000000000000001
0, 45, 210 MHz, 23.65 W, 0x0000000000000001
1, 44, 210 MHz, 19.55 W, 0x0000000000000001
0, 54, 2820 MHz, 330.33 W, 0x0000000000000000
1, 55, 2805 MHz, 312.51 W, 0x0000000000000000
0, 57, 2805 MHz, 332.14 W, 0x0000000000000000
1, 57, 2790 MHz, 314.43 W, 0x0000000000000000
0, 58, 2805 MHz, 338.58 W, 0x0000000000000000
1, 54, 2790 MHz, 318.00 W, 0x0000000000000000
0, 58, 2805 MHz, 333.49 W, 0x0000000000000000
1, 57, 2790 MHz, 312.22 W, 0x0000000000000000
0, 57, 2805 MHz, 334.47 W, 0x0000000000000000
1, 56, 2790 MHz, 310.50 W, 0x0000000000000000
0, 60, 2805 MHz, 334.76 W, 0x0000000000000000
1, 57, 2790 MHz, 312.14 W, 0x0000000000000000
0, 59, 2805 MHz, 337.11 W, 0x0000000000000000
1, 55, 2790 MHz, 313.78 W, 0x0000000000000000
0, 59, 2805 MHz, 335.23 W, 0x0000000000000000
1, 59, 2790 MHz, 313.79 W, 0x0000000000000000
0, 61, 2805 MHz, 332.31 W, 0x0000000000000000
1, 58, 2790 MHz, 311.30 W, 0x0000000000000000
0, 59, 2805 MHz, 340.72 W, 0x0000000000000000
1, 57, 2790 MHz, 317.32 W, 0x0000000000000000
0, 62, 2805 MHz, 333.86 W, 0x0000000000000000
1, 59, 2790 MHz, 311.93 W, 0x0000000000000000
0, 63, 2805 MHz, 334.99 W, 0x0000000000000000
1, 58, 2790 MHz, 314.93 W, 0x0000000000000000
0, 62, 2805 MHz, 337.83 W, 0x0000000000000000
1, 60, 2790 MHz, 316.64 W, 0x0000000000000000
0, 60, 2805 MHz, 337.01 W, 0x0000000000000000
1, 60, 2790 MHz, 314.31 W, 0x0000000000000000
0, 62, 2805 MHz, 335.72 W, 0x0000000000000000
1, 62, 2790 MHz, 317.62 W, 0x0000000000000000
0, 60, 2805 MHz, 340.54 W, 0x0000000000000000
1, 59, 2790 MHz, 315.45 W, 0x0000000000000000
0, 60, 2805 MHz, 327.74 W, 0x0000000000000000
1, 62, 2790 MHz, 311.52 W, 0x0000000000000000
0, 61, 2805 MHz, 338.35 W, 0x0000000000000000
1, 59, 2790 MHz, 317.16 W, 0x0000000000000000
0, 60, 2805 MHz, 341.76 W, 0x0000000000000000
1, 61, 2790 MHz, 320.10 W, 0x0000000000000000
0, 63, 2805 MHz, 341.76 W, 0x0000000000000000
1, 61, 2790 MHz, 319.39 W, 0x0000000000000000
0, 61, 2805 MHz, 342.35 W, 0x0000000000000000
1, 61, 2790 MHz, 319.65 W, 0x0000000000000000
0, 63, 2805 MHz, 346.44 W, 0x0000000000000000
1, 61, 2790 MHz, 333.65 W, 0x0000000000000000
0, 63, 2805 MHz, 342.06 W, 0x0000000000000000
1, 61, 2790 MHz, 321.59 W, 0x0000000000000000
0, 56, 2805 MHz, 298.53 W, 0x0000000000000000
1, 53, 2790 MHz, 233.02 W, 0x0000000000000000
0, 64, 2805 MHz, 341.26 W, 0x0000000000000000
1, 61, 2790 MHz, 320.44 W, 0x0000000000000000
0, 63, 2805 MHz, 340.98 W, 0x0000000000000000
1, 61, 2790 MHz, 319.61 W, 0x0000000000000000
0, 61, 2805 MHz, 341.45 W, 0x0000000000000000
1, 61, 2790 MHz, 320.22 W, 0x0000000000000000
0, 60, 2805 MHz, 344.19 W, 0x0000000000000000
1, 59, 2790 MHz, 321.79 W, 0x0000000000000000
0, 61, 2805 MHz, 344.72 W, 0x0000000000000000
1, 62, 2790 MHz, 321.73 W, 0x0000000000000000
0, 64, 2805 MHz, 342.86 W, 0x0000000000000000
1, 61, 2790 MHz, 320.45 W, 0x0000000000000000
0, 61, 2805 MHz, 342.78 W, 0x0000000000000000
1, 60, 2790 MHz, 321.44 W, 0x0000000000000000
0, 60, 2805 MHz, 343.40 W, 0x0000000000000000
1, 60, 2790 MHz, 321.71 W, 0x0000000000000000
0, 60, 2805 MHz, 342.87 W, 0x0000000000000000
1, 61, 2790 MHz, 321.59 W, 0x0000000000000000
