0, 50, 2520 MHz, 66.16 W, 0x0000000000000000
1, 47, 2805 MHz, 84.78 W, 0x0000000000000000
0, 49, 2520 MHz, 64.93 W, 0x0000000000000000
1, 45, 2520 MHz, 72.69 W, 0x0000000000000000
0, 49, 2520 MHz, 64.54 W, 0x0000000000000000
1, 45, 2520 MHz, 66.74 W, 0x0000000000000000
0, 48, 2520 MHz, 64.41 W, 0x0000000000000000
1, 44, 2520 MHz, 66.70 W, 0x0000000000000000
0, 48, 2520 MHz, 64.28 W, 0x0000000000000000
1, 44, 2520 MHz, 66.11 W, 0x0000000000000000
0, 47, 2520 MHz, 64.08 W, 0x0000000000000000
1, 43, 2520 MHz, 65.89 W, 0x0000000000000000
0, 47, 2520 MHz, 63.95 W, 0x0000000000000001
1, 43, 2520 MHz, 65.66 W, 0x0000000000000000
0, 45, 345 MHz, 28.29 W, 0x0000000000000001
1, 43, 2520 MHz, 65.72 W, 0x0000000000000001
0, 45, 210 MHz, 23.37 W, 0x0000000000000001
1, 41, 285 MHz, 36.99 W, 0x0000000000000001
0, 56, 2805 MHz, 458.28 W, 0x0000000000000000
1, 41, 210 MHz, 18.57 W, 0x0000000000000001
0, 49, 2820 MHz, 233.61 W, 0x0000000000000000
1, 57, 2535 MHz, 166.46 W, 0x0000000000000004
0, 47, 2520 MHz, 89.77 W, 0x0000000000000000
1, 52, 2790 MHz, 379.98 W, 0x0000000000000000
0, 56, 2805 MHz, 427.09 W, 0x0000000000000000
1, 43, 2520 MHz, 79.99 W, 0x0000000000000000
0, 49, 2820 MHz, 141.01 W, 0x0000000000000000
1, 53, 2790 MHz, 415.04 W, 0x0000000000000000
0, 59, 2460 MHz, 91.62 W, 0x0000000000000004
1, 48, 2790 MHz, 363.68 W, 0x0000000000000000
0, 57, 2805 MHz, 407.53 W, 0x0000000000000000
1, 44, 2520 MHz, 80.01 W, 0x0000000000000000
0, 50, 2820 MHz, 135.99 W, 0x0000000000000000
1, 54, 2790 MHz, 412.92 W, 0x0000000000000000
0, 62, 2505 MHz, 220.20 W, 0x0000000000000004
1, 46, 2805 MHz, 214.78 W, 0x0000000000000000
0, 58, 2805 MHz, 408.89 W, 0x0000000000000000
1, 44, 2520 MHz, 79.45 W, 0x0000000000000000
0, 50, 2520 MHz, 93.68 W, 0x0000000000000000
1, 55, 2790 MHz, 381.72 W, 0x0000000000000000
0, 58, 2805 MHz, 450.07 W, 0x0000000000000000
1, 46, 2805 MHz, 120.25 W, 0x0000000000000000
0, 52, 2820 MHz, 330.38 W, 0x0000000000000000
1, 58, 2490 MHz, 108.55 W, 0x0000000000000004
0, 50, 2520 MHz, 89.34 W, 0x0000000000000000
1, 55, 2790 MHz, 382.84 W, 0x0000000000000000
0, 59, 2805 MHz, 417.07 W, 0x0000000000000000
1, 47, 2805 MHz, 137.00 W, 0x0000000000000000
0, 52, 2820 MHz, 179.24 W, 0x0000000000000000
1, 62, 2535 MHz, 223.49 W, 0x0000000000000004
0, 50, 2520 MHz, 91.90 W, 0x0000000000000000
1, 48, 2805 MHz, 310.57 W, 0x0000000000000000
0, 59, 2805 MHz, 411.16 W, 0x0000000000000000
1, 46, 2520 MHz, 81.76 W, 0x0000000000000000
0, 52, 2805 MHz, 134.20 W, 0x0000000000000000
1, 56, 2790 MHz, 437.92 W, 0x0000000000000000
0, 64, 2460 MHz, 166.35 W, 0x0000000000000004
1, 48, 2805 MHz, 161.51 W, 0x0000000000000000
0, 60, 2805 MHz, 411.58 W, 0x0000000000000000
1, 46, 2520 MHz, 80.58 W, 0x0000000000000000
0, 52, 2805 MHz, 94.37 W, 0x0000000000000000
1, 56, 2790 MHz, 392.95 W, 0x0000000000000000
0, 59, 2805 MHz, 246.88 W, 0x0000000000000004
1, 48, 2805 MHz, 152.15 W, 0x0000000000000000
0, 53, 2805 MHz, 280.43 W, 0x0000000000000000
1, 62, 2520 MHz, 163.99 W, 0x0000000000000004
0, 51, 2520 MHz, 90.86 W, 0x0000000000000000
1, 57, 2790 MHz, 385.24 W, 0x0000000000000000
0, 60, 2805 MHz, 436.14 W, 0x0000000000000000
1, 48, 2805 MHz, 136.28 W, 0x0000000000000000
0, 53, 2805 MHz, 127.99 W, 0x0000000000000000
1, 58, 2610 MHz, 238.09 W, 0x0000000000000004
0, 51, 2520 MHz, 80.66 W, 0x0000000000000000
1, 57, 2790 MHz, 385.23 W, 0x0000000000000000
0, 60, 2805 MHz, 409.99 W, 0x0000000000000000
1, 48, 2520 MHz, 82.49 W, 0x0000000000000000
0, 53, 2805 MHz, 147.78 W, 0x0000000000000000
1, 57, 2790 MHz, 424.18 W, 0x0000000000000000
0, 64, 2460 MHz, 192.77 W, 0x0000000000000004
1, 49, 2790 MHz, 255.06 W, 0x0000000000000000
0, 61, 2805 MHz, 413.92 W, 0x0000000000000000
1, 48, 2520 MHz, 82.40 W, 0x0000000000000000
0, 53, 2805 MHz, 137.57 W, 0x0000000000000000
1, 57, 2790 MHz, 383.88 W, 0x0000000000000000
0, 60, 2805 MHz, 427.94 W, 0x0000000000000000
1, 49, 2790 MHz, 113.35 W, 0x0000000000000000
0, 55, 2805 MHz, 390.82 W, 0x0000000000000000
1, 48, 2490 MHz, 75.01 W, 0x0000000000000000
0, 52, 2520 MHz, 92.83 W, 0x0000000000000000
1, 57, 2790 MHz, 385.39 W, 0x0000000000000000
0, 60, 2805 MHz, 429.58 W, 0x0000000000000000
1, 50, 2790 MHz, 128.35 W, 0x0000000000000000
0, 53, 2805 MHz, 228.28 W, 0x0000000000000000
1, 63, 2520 MHz, 198.79 W, 0x0000000000000004
0, 52, 2520 MHz, 90.99 W, 0x0000000000000000
1, 58, 2790 MHz, 386.48 W, 0x0000000000000000
0, 60, 2805 MHz, 414.27 W, 0x0000000000000000
1, 49, 2520 MHz, 81.89 W, 0x0000000000000000
0, 53, 2805 MHz, 136.33 W, 0x0000000000000000
1, 58, 2790 MHz, 425.42 W, 0x0000000000000000
0, 64, 2445 MHz, 116.53 W, 0x0000000000000004
1, 52, 2790 MHz, 357.85 W, 0x0000000000000000
0, 61, 2805 MHz, 414.13 W, 0x0000000000000000
1, 49, 2520 MHz, 83.19 W, 0x0000000000000000
0, 53, 2805 MHz, 152.72 W, 0x0000000000000000
1, 58, 2790 MHz, 412.43 W, 0x0000000000000000
