0, 54, 2805 MHz, 108.53 W, 0x0000000000000000
1, 51, 2790 MHz, 90.29 W, 0x0000000000000000
0, 52, 2520 MHz, 86.12 W, 0x0000000000000000
1, 49, 2520 MHz, 76.18 W, 0x0000000000000000
0, 51, 2520 MHz, 78.16 W, 0x0000000000000000
1, 48, 2520 MHz, 70.53 W, 0x0000000000000000
0, 50, 2520 MHz, 77.06 W, 0x0000000000000000
1, 47, 2520 MHz, 69.32 W, 0x0000000000000000
0, 49, 2520 MHz, 74.22 W, 0x0000000000000000
1, 46, 2520 MHz, 67.31 W, 0x0000000000000000
0, 48, 2520 MHz, 70.85 W, 0x0000000000000000
1, 46, 2520 MHz, 65.72 W, 0x0000000000000000
0, 47, 2520 MHz, 68.57 W, 0x0000000000000000
1, 45, 2520 MHz, 64.93 W, 0x0000000000000000
0, 47, 2520 MHz, 65.64 W, 0x0000000000000000
1, 45, 2520 MHz, 64.32 W, 0x0000000000000000
0, 45, 315 MHz, 45.53 W, 0x0000000000000001
1, 43, 255 MHz, 30.64 W, 0x0000000000000001
0, 54, 2805 MHz, 172.16 W, 0x0000000000000000
1, 58, 2760 MHz, 132.16 W, 0x0000000000000004
0, 55, 2805 MHz, 422.35 W, 0x0000000000000000
1, 53, 2790 MHz, 407.76 W, 0x0000000000000000
0, 62, 2445 MHz, 444.41 W, 0x0000000000000004
1, 59, 2490 MHz, 435.64 W, 0x0000000000000004
0, 58, 2805 MHz, 426.61 W, 0x0000000000000000
1, 56, 2790 MHz, 400.53 W, 0x0000000000000000
0, 63, 2805 MHz, 416.01 W, 0x0000000000000000
1, 62, 2490 MHz, 408.52 W, 0x0000000000000004
0, 59, 2805 MHz, 418.23 W, 0x0000000000000000
1, 57, 2490 MHz, 406.97 W, 0x0000000000000004
0, 60, 2805 MHz, 432.07 W, 0x0000000000000000
1, 58, 2790 MHz, 425.82 W, 0x0000000000000000
0, 61, 2805 MHz, 435.17 W, 0x0000000000000000
1, 64, 2475 MHz, 433.72 W, 0x0000000000000004
0, 62, 2805 MHz, 441.29 W, 0x0000000000000000
1, 60, 2640 MHz, 429.16 W, 0x0000000000000000
0, 66, 2415 MHz, 445.23 W, 0x0000000000000004
1, 65, 2475 MHz, 419.12 W, 0x0000000000000004
0, 66, 2805 MHz, 441.24 W, 0x0000000000000000
1, 60, 2775 MHz, 433.31 W, 0x0000000000000000
0, 61, 2805 MHz, 442.24 W, 0x0000000000000000
1, 61, 2775 MHz, 418.94 W, 0x0000000000000000
0, 67, 2385 MHz, 434.70 W, 0x0000000000000004
1, 65, 2460 MHz, 407.28 W, 0x0000000000000004
0, 62, 2415 MHz, 438.11 W, 0x0000000000000004
1, 63, 2445 MHz, 438.71 W, 0x0000000000000004
0, 65, 2400 MHz, 440.62 W, 0x0000000000000004
1, 63, 2445 MHz, 417.15 W, 0x0000000000000004
0, 66, 2415 MHz, 440.99 W, 0x0000000000000000
1, 66, 2475 MHz, 433.32 W, 0x0000000000000004
0, 66, 2415 MHz, 451.12 W, 0x0000000000000004
1, 61, 2460 MHz, 426.18 W, 0x0000000000000000
0, 63, 2805 MHz, 434.37 W, 0x0000000000000000
1, 60, 2775 MHz, 392.15 W, 0x0000000000000000
