0, 56, 2805 MHz, 232.10 W, 0x0000000000000000
1, 53, 2790 MHz, 249.64 W, 0x0000000000000000
0, 53, 2520 MHz, 94.22 W, 0x0000000000000000
1, 51, 2520 MHz, 79.03 W, 0x0000000000000000
0, 52, 2520 MHz, 73.83 W, 0x0000000000000000
1, 50, 2520 MHz, 69.83 W, 0x0000000000000000
0, 51, 2520 MHz, 72.56 W, 0x0000000000000000
1, 49, 2520 MHz, 69.62 W, 0x0000000000000000
0, 50, 2520 MHz, 71.56 W, 0x0000000000000000
1, 48, 2520 MHz, 69.01 W, 0x0000000000000000
0, 49, 2520 MHz, 70.43 W, 0x0000000000000000
1, 48, 2520 MHz, 67.98 W, 0x0000000000000000
0, 49, 2520 MHz, 69.35 W, 0x0000000000000000
1, 47, 2520 MHz, 67.31 W, 0x0000000000000000
0, 48, 2520 MHz, 67.77 W, 0x0000000000000000
1, 47, 2520 MHz, 67.27 W, 0x0000000000000000
0, 47, 480 MHz, 63.10 W, 0x0000000000000001
1, 45, 420 MHz, 55.98 W, 0x0000000000000001
0, 56, 2820 MHz, 145.61 W, 0x0000000000000000
1, 55, 2790 MHz, 172.88 W, 0x0000000000000000
0, 57, 2805 MHz, 335.88 W, 0x0000000000000000
1, 56, 2790 MHz, 318.46 W, 0x0000000000000000
0, 58, 2805 MHz, 334.87 W, 0x0000000000000000
1, 58, 2790 MHz, 315.90 W, 0x0000000000000000
0, 60, 2805 MHz, 336.92 W, 0x0000000000000000
1, 57, 2790 MHz, 332.74 W, 0x0000000000000000
0, 59, 2805 MHz, 356.97 W, 0x0000000000000000
1, 58, 2790 MHz, 321.97 W, 0x0000000000000000
0, 60, 2805 MHz, 355.84 W, 0x0000000000000000
1, 58, 2790 MHz, 321.54 W, 0x0000000000000000
0, 60, 2805 MHz, 353.89 W, 0x0000000000000000
1, 58, 2790 MHz, 340.91 W, 0x0000000000000000
0, 61, 2805 MHz, 367.08 W, 0x0000000000000000
1, 59, 2790 MHz, 339.95 W, 0x0000000000000000
0, 61, 2805 MHz, 366.17 W, 0x0000000000000000
1, 59, 2790 MHz, 338.87 W, 0x0000000000000000
0, 61, 2805 MHz, 364.05 W, 0x0000000000000000
1, 60, 2790 MHz, 348.62 W, 0x0000000000000000
0, 62, 2805 MHz, 377.02 W, 0x0000000000000000
1, 60, 2790 MHz, 347.50 W, 0x0000000000000000
0, 62, 2805 MHz, 376.22 W, 0x0000000000000000
1, 60, 2790 MHz, 346.44 W, 0x0000000000000000
0, 62, 2805 MHz, 368.57 W, 0x0000000000000000
1, 60, 2790 MHz, 353.88 W, 0x0000000000000000
0, 59, 2805 MHz, 367.55 W, 0x0000000000000000
1, 61, 2790 MHz, 357.36 W, 0x0000000000000000
0, 62, 2805 MHz, 378.46 W, 0x0000000000000000
1, 61, 2790 MHz, 356.07 W, 0x0000000000000000
0, 62, 2805 MHz, 378.61 W, 0x0000000000000000
1, 62, 2790 MHz, 338.08 W, 0x0000000000000000
0, 64, 2805 MHz, 356.96 W, 0x0000000000000000
1, 61, 2790 MHz, 343.64 W, 0x0000000000000000
0, 63, 2805 MHz, 359.26 W, 0x0000000000000000
1, 58, 2790 MHz, 360.06 W, 0x0000000000000000
0, 62, 2805 MHz, 364.62 W, 0x0000000000000000
1, 61, 2790 MHz, 360.46 W, 0x0000000000000000
0, 60, 2805 MHz, 381.06 W, 0x0000000000000000
1, 63, 2790 MHz, 342.79 W, 0x0000000000000000
0, 65, 2805 MHz, 353.30 W, 0x0000000000000000
1, 62, 2790 MHz, 338.08 W, 0x0000000000000000
0, 64, 2805 MHz, 359.52 W, 0x0000000000000000
1, 62, 2790 MHz, 336.94 W, 0x0000000000000000
0, 64, 2805 MHz, 361.36 W, 0x0000000000000000
1, 63, 2790 MHz, 327.17 W, 0x0000000000000000
0, 64, 2805 MHz, 350.18 W, 0x0000000000000000
1, 63, 2790 MHz, 329.08 W, 0x0000000000000000
0, 65, 2805 MHz, 357.15 W, 0x0000000000000000
1, 62, 2790 MHz, 335.38 W, 0x0000000000000000
0, 65, 2805 MHz, 354.55 W, 0x0000000000000000
1, 64, 2790 MHz, 322.71 W, 0x0000000000000000
0, 64, 2805 MHz, 343.22 W, 0x0000000000000000
1, 63, 2790 MHz, 321.68 W, 0x0000000000000000
0, 65, 2805 MHz, 350.16 W, 0x0000000000000000
1, 64, 2790 MHz, 329.00 W, 0x0000000000000000
0, 65, 2805 MHz, 348.76 W, 0x0000000000000000
1, 61, 2790 MHz, 322.07 W, 0x0000000000000000
0, 63, 2805 MHz, 361.36 W, 0x0000000000000000
1, 62, 2790 MHz, 321.70 W, 0x0000000000000000
0, 63, 2805 MHz, 343.88 W, 0x0000000000000000
1, 62, 2790 MHz, 319.25 W, 0x0000000000000000
