0, 29, 210 MHz, 13.57 W, 0x0000000000000001
1, 27, 210 MHz, 14.31 W, 0x0000000000000001
0, 29, 210 MHz, 13.36 W, 0x0000000000000001
1, 27, 210 MHz, 14.32 W, 0x0000000000000001
0, 29, 210 MHz, 13.38 W, 0x0000000000000001
1, 27, 210 MHz, 14.64 W, 0x0000000000000001
0, 29, 210 MHz, 13.59 W, 0x0000000000000001
1, 27, 210 MHz, 14.40 W, 0x0000000000000001
0, 29, 210 MHz, 13.58 W, 0x0000000000000001
1, 27, 210 MHz, 14.70 W, 0x0000000000000001
0, 29, 210 MHz, 13.42 W, 0x0000000000000001
1, 27, 210 MHz, 14.96 W, 0x0000000000000001
0, 29, 210 MHz, 13.48 W, 0x0000000000000001
1, 27, 210 MHz, 14.73 W, 0x0000000000000001
0, 29, 210 MHz, 13.51 W, 0x0000000000000001
1, 27, 210 MHz, 15.22 W, 0x0000000000000001
0, 29, 210 MHz, 13.42 W, 0x0000000000000001
1, 27, 210 MHz, 15.23 W, 0x0000000000000001
0, 30, 2520 MHz, 71.25 W, 0x0000000000000000
1, 38, 2820 MHz, 342.79 W, 0x0000000000000000
0, 30, 2520 MHz, 63.28 W, 0x0000000000000000
1, 40, 2820 MHz, 375.90 W, 0x0000000000000000
0, 31, 2520 MHz, 72.02 W, 0x0000000000000000
1, 41, 2805 MHz, 370.22 W, 0x0000000000000000
0, 31, 2520 MHz, 80.39 W, 0x0000000000000000
1, 42, 2820 MHz, 325.42 W, 0x0000000000000000
0, 31, 2520 MHz, 80.31 W, 0x0000000000000000
1, 43, 2820 MHz, 375.10 W, 0x0000000000000000
0, 31, 2520 MHz, 80.29 W, 0x0000000000000000
1, 44, 2820 MHz, 325.33 W, 0x0000000000000000
0, 31, 2520 MHz, 80.82 W, 0x0000000000000000
1, 45, 2820 MHz, 324.52 W, 0x0000000000000000
0, 31, 2520 MHz, 72.39 W, 0x0000000000000000
1, 46, 2820 MHz, 339.23 W, 0x0000000000000000
0, 31, 2520 MHz, 79.71 W, 0x0000000000000000
1, 46, 2805 MHz, 326.21 W, 0x0000000000000000
0, 32, 2520 MHz, 72.00 W, 0x0000000000000000
1, 47, 2805 MHz, 327.34 W, 0x0000000000000000
0, 32, 2520 MHz, 73.41 W, 0x0000000000000000
1, 48, 2805 MHz, 327.61 W, 0x0000000000000000
0, 32, 2520 MHz, 72.35 W, 0x0000000000000000
1, 49, 2805 MHz, 328.77 W, 0x0000000000000000
0, 32, 2520 MHz, 73.38 W, 0x0000000000000000
1, 49, 2805 MHz, 328.60 W, 0x0000000000000000
0, 32, 2520 MHz, 74.67 W, 0x0000000000000000
1, 50, 2805 MHz, 330.67 W, 0x0000000000000000
0, 32, 2520 MHz, 72.82 W, 0x0000000000000000
1, 51, 2805 MHz, 331.09 W, 0x0000000000000000
0, 32, 2520 MHz, 75.23 W, 0x0000000000000000
1, 51, 2805 MHz, 330.80 W, 0x0000000000000000
0, 33, 2520 MHz, 76.51 W, 0x0000000000000000
1, 47, 2805 MHz, 349.83 W, 0x0000000000000000
0, 35, 2520 MHz, 78.58 W, 0x0000000000000004
1, 52, 2805 MHz, 331.93 W, 0x0000000000000000
0, 33, 2520 MHz, 75.93 W, 0x0000000000000000
1, 50, 2805 MHz, 337.60 W, 0x0000000000000000
0, 34, 2520 MHz, 79.37 W, 0x0000000000000000
1, 54, 2805 MHz, 383.62 W, 0x0000000000000000
0, 33, 2520 MHz, 62.10 W, 0x0000000000000000
1, 53, 2805 MHz, 333.65 W, 0x0000000000000000
0, 34, 2520 MHz, 77.49 W, 0x0000000000000000
1, 52, 2805 MHz, 384.42 W, 0x0000000000000000
0, 33, 2520 MHz, 62.13 W, 0x0000000000000000
1, 56, 2790 MHz, 386.20 W, 0x0000000000000000
0, 33, 2520 MHz, 80.98 W, 0x0000000000000000
1, 51, 2790 MHz, 370.98 W, 0x0000000000000000
0, 39, 2475 MHz, 63.23 W, 0x0000000000000000
1, 57, 2790 MHz, 386.95 W, 0x0000000000000000
0, 33, 2520 MHz, 80.10 W, 0x0000000000000000
1, 58, 2790 MHz, 387.49 W, 0x0000000000000000
0, 33, 2520 MHz, 80.85 W, 0x0000000000000000
1, 58, 2790 MHz, 388.59 W, 0x0000000000000000
0, 33, 2520 MHz, 71.90 W, 0x0000000000000000
1, 59, 2790 MHz, 389.38 W, 0x0000000000000000
0, 34, 2520 MHz, 79.94 W, 0x0000000000000000
1, 59, 2790 MHz, 390.03 W, 0x0000000000000000
0, 34, 2520 MHz, 80.84 W, 0x0000000000000000
1, 60, 2790 MHz, 390.97 W, 0x0000000000000000
0, 34, 2520 MHz, 80.65 W, 0x0000000000000000
1, 60, 2790 MHz, 391.59 W, 0x0000000000000000
0, 34, 2520 MHz, 70.14 W, 0x0000000000000000
1, 60, 2790 MHz, 392.39 W, 0x0000000000000000
0, 34, 2520 MHz, 79.82 W, 0x0000000000000000
1, 61, 2790 MHz, 380.96 W, 0x0000000000000000
