# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:38:23+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=float round=13
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:38:24.091, 4, 16, 2835 MHz, 10501 MHz, P0, 82.68 W
1, 2026/09/15 09:38:24.097, 4, 16, 2820 MHz, 10501 MHz, P0, 80.18 W
0, 2026/09/15 09:38:24.302, 4, 16, 2835 MHz, 10501 MHz, P0, 81.99 W
1, 2026/09/15 09:38:24.302, 2, 16, 2820 MHz, 10501 MHz, P5, 78.80 W
0, 2026/09/15 09:38:24.502, 4, 16, 2835 MHz, 10501 MHz, P0, 81.99 W
1, 2026/09/15 09:38:24.503, 2, 16, 2820 MHz, 10501 MHz, P5, 78.80 W
0, 2026/09/15 09:38:24.703, 4, 16, 2835 MHz, 10501 MHz, P0, 81.99 W
1, 2026/09/15 09:38:24.703, 2, 16, 2820 MHz, 10501 MHz, P5, 78.80 W
0, 2026/09/15 09:38:24.904, 4, 16, 2520 MHz, 10501 MHz, P0, 72.19 W
1, 2026/09/15 09:38:24.904, 2, 16, 720 MHz, 810 MHz, P5, 50.78 W
0, 2026/09/15 09:38:25.104, 4, 16, 2520 MHz, 10501 MHz, P0, 72.19 W
1, 2026/09/15 09:38:25.104, 2, 16, 720 MHz, 810 MHz, P5, 50.78 W
0, 2026/09/15 09:38:25.305, 4, 16, 2520 MHz, 10251 MHz, P2, 65.12 W
1, 2026/09/15 09:38:25.305, 4, 16, 2520 MHz, 10251 MHz, P2, 39.87 W
0, 2026/09/15 09:38:25.505, 4, 16, 2520 MHz, 10251 MHz, P2, 65.12 W
1, 2026/09/15 09:38:25.505, 4, 16, 2520 MHz, 10251 MHz, P2, 39.87 W
0, 2026/09/15 09:38:25.706, 4, 16, 2520 MHz, 10251 MHz, P2, 65.12 W
1, 2026/09/15 09:38:25.706, 4, 16, 2520 MHz, 10251 MHz, P2, 39.87 W
