# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm --format=csv -lms 500" date=2026-09-15T02:37:46+00:00 gpu="RTX 4090 x2" driver=610.57.04 tool_sha=717b683182 nccl=libnccl.so.2.28.9 exp=EXP-020 arm=shm0_p2pDEF_protoDEF knobs="NCCL_SHM_DISABLE=0"
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz]
0, 2026/09/15 02:37:46.320, 2, 16, 2805 MHz
1, 2026/09/15 02:37:46.325, 4, 16, 2790 MHz
0, 2026/09/15 02:37:46.828, 2, 16, 2805 MHz
1, 2026/09/15 02:37:46.828, 2, 16, 2790 MHz
0, 2026/09/15 02:37:47.329, 2, 16, 645 MHz
1, 2026/09/15 02:37:47.345, 2, 16, 690 MHz
0, 2026/09/15 02:37:47.845, 4, 16, 2520 MHz
1, 2026/09/15 02:37:47.845, 2, 16, 480 MHz
0, 2026/09/15 02:37:48.346, 4, 16, 2520 MHz
1, 2026/09/15 02:37:48.346, 4, 16, 2520 MHz
0, 2026/09/15 02:37:48.846, 4, 16, 2805 MHz
1, 2026/09/15 02:37:48.846, 4, 16, 2790 MHz
0, 2026/09/15 02:37:49.346, 4, 16, 2805 MHz
1, 2026/09/15 02:37:49.347, 4, 16, 2790 MHz
0, 2026/09/15 02:37:49.847, 4, 16, 2805 MHz
1, 2026/09/15 02:37:49.847, 4, 16, 2790 MHz
0, 2026/09/15 02:37:50.347, 4, 16, 2805 MHz
1, 2026/09/15 02:37:50.347, 4, 16, 2790 MHz
0, 2026/09/15 02:37:50.848, 4, 16, 2805 MHz
1, 2026/09/15 02:37:50.848, 4, 16, 2790 MHz
0, 2026/09/15 02:37:51.348, 4, 16, 2805 MHz
1, 2026/09/15 02:37:51.348, 4, 16, 2790 MHz
0, 2026/09/15 02:37:51.849, 4, 16, 2805 MHz
1, 2026/09/15 02:37:51.849, 4, 16, 2790 MHz
0, 2026/09/15 02:37:52.349, 4, 16, 2805 MHz
1, 2026/09/15 02:37:52.349, 4, 16, 2790 MHz
0, 2026/09/15 02:37:52.849, 4, 16, 2805 MHz
1, 2026/09/15 02:37:52.850, 4, 16, 2790 MHz
0, 2026/09/15 02:37:53.350, 4, 16, 2805 MHz
1, 2026/09/15 02:37:53.350, 4, 16, 2790 MHz
0, 2026/09/15 02:37:53.850, 4, 16, 2805 MHz
1, 2026/09/15 02:37:53.850, 4, 16, 2790 MHz
0, 2026/09/15 02:37:54.351, 4, 16, 2805 MHz
1, 2026/09/15 02:37:54.351, 4, 16, 2790 MHz
0, 2026/09/15 02:37:54.851, 4, 16, 2805 MHz
1, 2026/09/15 02:37:54.851, 4, 16, 2790 MHz
0, 2026/09/15 02:37:55.351, 4, 16, 2805 MHz
1, 2026/09/15 02:37:55.352, 4, 16, 2790 MHz
0, 2026/09/15 02:37:55.852, 4, 16, 2805 MHz
1, 2026/09/15 02:37:55.852, 4, 16, 2790 MHz
