# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T02:53:25+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixA dtype=half round=3
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 02:53:25.830, 4, 16, 2835 MHz, 10501 MHz, P0, 93.12 W
1, 2026/09/15 02:53:25.838, 4, 16, 2820 MHz, 10501 MHz, P0, 89.28 W
0, 2026/09/15 02:53:26.044, 4, 16, 2835 MHz, 10501 MHz, P0, 93.12 W
1, 2026/09/15 02:53:26.045, 4, 16, 2820 MHz, 10501 MHz, P0, 79.24 W
0, 2026/09/15 02:53:26.245, 4, 16, 2835 MHz, 10501 MHz, P0, 86.06 W
1, 2026/09/15 02:53:26.245, 4, 16, 2820 MHz, 10501 MHz, P0, 79.24 W
0, 2026/09/15 02:53:26.445, 4, 16, 2835 MHz, 10501 MHz, P0, 86.06 W
1, 2026/09/15 02:53:26.448, 4, 16, 2820 MHz, 10501 MHz, P0, 79.24 W
0, 2026/09/15 02:53:26.648, 4, 16, 2520 MHz, 10501 MHz, P0, 82.07 W
1, 2026/09/15 02:53:26.648, 2, 16, 735 MHz, 810 MHz, P5, 78.56 W
0, 2026/09/15 02:53:26.859, 4, 16, 2520 MHz, 10501 MHz, P0, 82.07 W
1, 2026/09/15 02:53:26.859, 2, 16, 735 MHz, 810 MHz, P5, 78.56 W
0, 2026/09/15 02:53:27.059, 4, 16, 2520 MHz, 10501 MHz, P0, 82.07 W
1, 2026/09/15 02:53:27.059, 4, 16, 2520 MHz, 10251 MHz, P2, 65.55 W
0, 2026/09/15 02:53:27.259, 4, 16, 2520 MHz, 10251 MHz, P2, 73.77 W
1, 2026/09/15 02:53:27.260, 4, 16, 2520 MHz, 10251 MHz, P2, 65.55 W
0, 2026/09/15 02:53:27.460, 4, 16, 2520 MHz, 10251 MHz, P2, 73.77 W
1, 2026/09/15 02:53:27.460, 4, 16, 2520 MHz, 10251 MHz, P2, 65.55 W
0, 2026/09/15 02:53:27.660, 4, 16, 2835 MHz, 10251 MHz, P2, 68.91 W
1, 2026/09/15 02:53:27.660, 4, 16, 2820 MHz, 10251 MHz, P2, 65.04 W
0, 2026/09/15 02:53:27.861, 4, 16, 2835 MHz, 10251 MHz, P2, 68.91 W
1, 2026/09/15 02:53:27.861, 4, 16, 2820 MHz, 10251 MHz, P2, 65.04 W
0, 2026/09/15 02:53:28.061, 4, 16, 2835 MHz, 10251 MHz, P2, 68.91 W
1, 2026/09/15 02:53:28.061, 4, 16, 2820 MHz, 10251 MHz, P2, 79.80 W
0, 2026/09/15 02:53:28.261, 4, 16, 2835 MHz, 10251 MHz, P2, 88.63 W
1, 2026/09/15 02:53:28.262, 4, 16, 2820 MHz, 10251 MHz, P2, 79.80 W
0, 2026/09/15 02:53:28.462, 4, 16, 2835 MHz, 10251 MHz, P2, 88.63 W
1, 2026/09/15 02:53:28.462, 4, 16, 2820 MHz, 10251 MHz, P2, 79.80 W
0, 2026/09/15 02:53:28.662, 4, 16, 2835 MHz, 10251 MHz, P2, 107.83 W
1, 2026/09/15 02:53:28.662, 4, 16, 2820 MHz, 10251 MHz, P2, 97.74 W
0, 2026/09/15 02:53:28.863, 4, 16, 2835 MHz, 10251 MHz, P2, 107.83 W
1, 2026/09/15 02:53:28.863, 4, 16, 2820 MHz, 10251 MHz, P2, 97.74 W
0, 2026/09/15 02:53:29.063, 4, 16, 2835 MHz, 10251 MHz, P2, 107.83 W
1, 2026/09/15 02:53:29.063, 4, 16, 2820 MHz, 10251 MHz, P2, 103.45 W
0, 2026/09/15 02:53:29.263, 4, 16, 2835 MHz, 10251 MHz, P2, 111.88 W
1, 2026/09/15 02:53:29.263, 4, 16, 2820 MHz, 10251 MHz, P2, 103.45 W
0, 2026/09/15 02:53:29.464, 4, 16, 2835 MHz, 10251 MHz, P2, 111.88 W
1, 2026/09/15 02:53:29.464, 4, 16, 2820 MHz, 10251 MHz, P2, 103.45 W
