# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:44:46+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=half round=50
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:44:46.934, 4, 16, 2835 MHz, 10501 MHz, P0, 87.79 W
1, 2026/09/15 09:44:46.941, 4, 16, 2820 MHz, 10501 MHz, P0, 80.67 W
0, 2026/09/15 09:44:47.145, 4, 16, 2835 MHz, 10501 MHz, P0, 87.79 W
1, 2026/09/15 09:44:47.146, 4, 16, 2820 MHz, 10501 MHz, P0, 80.67 W
0, 2026/09/15 09:44:47.346, 4, 16, 2835 MHz, 10501 MHz, P0, 87.55 W
1, 2026/09/15 09:44:47.346, 2, 16, 2820 MHz, 10501 MHz, P5, 79.28 W
0, 2026/09/15 09:44:47.546, 4, 16, 2835 MHz, 10501 MHz, P0, 87.55 W
1, 2026/09/15 09:44:47.558, 2, 16, 2820 MHz, 10501 MHz, P5, 79.28 W
0, 2026/09/15 09:44:47.758, 4, 16, 2835 MHz, 10501 MHz, P0, 87.55 W
1, 2026/09/15 09:44:47.758, 2, 16, 2820 MHz, 10501 MHz, P5, 79.28 W
0, 2026/09/15 09:44:47.959, 4, 16, 2520 MHz, 10251 MHz, P2, 75.37 W
1, 2026/09/15 09:44:47.959, 4, 16, 2520 MHz, 10501 MHz, P0, 56.97 W
0, 2026/09/15 09:44:48.159, 4, 16, 2520 MHz, 10251 MHz, P2, 75.37 W
1, 2026/09/15 09:44:48.159, 4, 16, 2520 MHz, 10501 MHz, P0, 56.97 W
0, 2026/09/15 09:44:48.359, 4, 16, 2520 MHz, 10251 MHz, P2, 69.21 W
1, 2026/09/15 09:44:48.359, 4, 16, 2520 MHz, 10251 MHz, P2, 52.83 W
0, 2026/09/15 09:44:48.560, 4, 16, 2520 MHz, 10251 MHz, P2, 69.21 W
1, 2026/09/15 09:44:48.560, 4, 16, 2520 MHz, 10251 MHz, P2, 52.83 W
