# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:36:40+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=float round=5
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:36:40.464, 4, 16, 2835 MHz, 10501 MHz, P0, 84.39 W
1, 2026/09/15 09:36:40.471, 4, 16, 2820 MHz, 10501 MHz, P0, 84.71 W
0, 2026/09/15 09:36:40.677, 4, 16, 2835 MHz, 10501 MHz, P0, 84.39 W
1, 2026/09/15 09:36:40.677, 4, 16, 2820 MHz, 10501 MHz, P0, 84.71 W
0, 2026/09/15 09:36:40.877, 4, 16, 2835 MHz, 10501 MHz, P0, 82.31 W
1, 2026/09/15 09:36:40.877, 4, 16, 2820 MHz, 10501 MHz, P0, 78.80 W
0, 2026/09/15 09:36:41.078, 4, 16, 2835 MHz, 10501 MHz, P0, 82.31 W
1, 2026/09/15 09:36:41.078, 4, 16, 2820 MHz, 10501 MHz, P0, 78.80 W
0, 2026/09/15 09:36:41.279, 4, 16, 2520 MHz, 10251 MHz, P2, 76.14 W
1, 2026/09/15 09:36:41.279, 4, 16, 2520 MHz, 10501 MHz, P0, 74.11 W
0, 2026/09/15 09:36:41.479, 4, 16, 2520 MHz, 10251 MHz, P2, 76.14 W
1, 2026/09/15 09:36:41.480, 4, 16, 2520 MHz, 10501 MHz, P0, 74.11 W
0, 2026/09/15 09:36:41.680, 4, 16, 2520 MHz, 10251 MHz, P2, 76.14 W
1, 2026/09/15 09:36:41.680, 4, 16, 2520 MHz, 10501 MHz, P0, 74.11 W
0, 2026/09/15 09:36:41.880, 4, 16, 2520 MHz, 10251 MHz, P2, 68.27 W
1, 2026/09/15 09:36:41.880, 4, 16, 2520 MHz, 10251 MHz, P2, 67.09 W
0, 2026/09/15 09:36:42.081, 4, 16, 2520 MHz, 10251 MHz, P2, 68.27 W
1, 2026/09/15 09:36:42.081, 4, 16, 2520 MHz, 10251 MHz, P2, 67.09 W
0, 2026/09/15 09:36:42.281, 4, 16, 2835 MHz, 10251 MHz, P2, 73.13 W
1, 2026/09/15 09:36:42.281, 4, 16, 2820 MHz, 10251 MHz, P2, 67.71 W
0, 2026/09/15 09:36:42.481, 4, 16, 2835 MHz, 10251 MHz, P2, 73.13 W
1, 2026/09/15 09:36:42.481, 4, 16, 2820 MHz, 10251 MHz, P2, 67.71 W
0, 2026/09/15 09:36:42.682, 4, 16, 2835 MHz, 10251 MHz, P2, 73.13 W
1, 2026/09/15 09:36:42.682, 4, 16, 2820 MHz, 10251 MHz, P2, 67.71 W
0, 2026/09/15 09:36:42.882, 4, 16, 2835 MHz, 10251 MHz, P2, 92.42 W
1, 2026/09/15 09:36:42.882, 4, 16, 2820 MHz, 10251 MHz, P2, 86.50 W
0, 2026/09/15 09:36:43.083, 4, 16, 2835 MHz, 10251 MHz, P2, 92.42 W
1, 2026/09/15 09:36:43.083, 4, 16, 2820 MHz, 10251 MHz, P2, 86.50 W
0, 2026/09/15 09:36:43.283, 4, 16, 2835 MHz, 10251 MHz, P2, 106.62 W
1, 2026/09/15 09:36:43.284, 4, 16, 2820 MHz, 10251 MHz, P2, 100.00 W
0, 2026/09/15 09:36:43.484, 4, 16, 2835 MHz, 10251 MHz, P2, 106.62 W
1, 2026/09/15 09:36:43.484, 4, 16, 2820 MHz, 10251 MHz, P2, 100.00 W
0, 2026/09/15 09:36:43.684, 4, 16, 2835 MHz, 10251 MHz, P2, 106.62 W
