# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:44:12+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=float round=47
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:44:12.306, 4, 16, 2835 MHz, 10501 MHz, P0, 92.91 W
1, 2026/09/15 09:44:12.312, 4, 16, 2820 MHz, 10501 MHz, P0, 80.15 W
0, 2026/09/15 09:44:12.517, 4, 16, 2835 MHz, 10501 MHz, P0, 87.26 W
1, 2026/09/15 09:44:12.517, 4, 16, 2820 MHz, 10501 MHz, P0, 80.15 W
0, 2026/09/15 09:44:12.717, 4, 16, 2835 MHz, 10501 MHz, P0, 87.26 W
1, 2026/09/15 09:44:12.718, 4, 16, 2820 MHz, 10501 MHz, P0, 80.15 W
0, 2026/09/15 09:44:12.918, 2, 16, 765 MHz, 810 MHz, P5, 80.89 W
1, 2026/09/15 09:44:12.918, 4, 16, 2820 MHz, 10501 MHz, P0, 79.01 W
0, 2026/09/15 09:44:13.118, 2, 16, 765 MHz, 810 MHz, P5, 80.89 W
1, 2026/09/15 09:44:13.119, 4, 16, 2820 MHz, 10501 MHz, P0, 79.01 W
0, 2026/09/15 09:44:13.319, 2, 16, 765 MHz, 810 MHz, P5, 80.89 W
1, 2026/09/15 09:44:13.319, 4, 16, 2520 MHz, 10251 MHz, P2, 71.32 W
0, 2026/09/15 09:44:13.520, 4, 16, 2520 MHz, 10251 MHz, P2, 68.64 W
1, 2026/09/15 09:44:13.520, 4, 16, 2520 MHz, 10251 MHz, P2, 71.32 W
0, 2026/09/15 09:44:13.720, 4, 16, 2520 MHz, 10251 MHz, P2, 68.64 W
1, 2026/09/15 09:44:13.720, 4, 16, 2520 MHz, 10251 MHz, P2, 71.32 W
0, 2026/09/15 09:44:13.921, 4, 16, 2520 MHz, 10251 MHz, P2, 66.54 W
1, 2026/09/15 09:44:13.921, 4, 16, 2520 MHz, 10251 MHz, P2, 67.91 W
0, 2026/09/15 09:44:14.121, 4, 16, 2520 MHz, 10251 MHz, P2, 66.54 W
1, 2026/09/15 09:44:14.121, 4, 16, 2520 MHz, 10251 MHz, P2, 67.91 W
0, 2026/09/15 09:44:14.321, 4, 16, 2520 MHz, 10251 MHz, P2, 66.54 W
1, 2026/09/15 09:44:14.321, 4, 16, 2820 MHz, 10251 MHz, P2, 72.06 W
0, 2026/09/15 09:44:14.522, 4, 16, 2835 MHz, 10251 MHz, P2, 77.34 W
1, 2026/09/15 09:44:14.522, 4, 16, 2820 MHz, 10251 MHz, P2, 72.06 W
0, 2026/09/15 09:44:14.722, 4, 16, 2835 MHz, 10251 MHz, P2, 77.34 W
1, 2026/09/15 09:44:14.722, 4, 16, 2820 MHz, 10251 MHz, P2, 72.06 W
0, 2026/09/15 09:44:14.922, 4, 16, 2835 MHz, 10251 MHz, P2, 97.60 W
1, 2026/09/15 09:44:14.923, 4, 16, 2820 MHz, 10251 MHz, P2, 88.54 W
0, 2026/09/15 09:44:15.123, 4, 16, 2835 MHz, 10251 MHz, P2, 97.60 W
1, 2026/09/15 09:44:15.123, 4, 16, 2820 MHz, 10251 MHz, P2, 88.54 W
0, 2026/09/15 09:44:15.323, 4, 16, 2835 MHz, 10251 MHz, P2, 97.60 W
1, 2026/09/15 09:44:15.323, 4, 16, 2820 MHz, 10251 MHz, P2, 102.41 W
0, 2026/09/15 09:44:15.524, 4, 16, 2835 MHz, 10251 MHz, P2, 110.80 W
1, 2026/09/15 09:44:15.524, 4, 16, 2820 MHz, 10251 MHz, P2, 102.41 W
0, 2026/09/15 09:44:15.724, 4, 16, 2835 MHz, 10251 MHz, P2, 110.80 W
1, 2026/09/15 09:44:15.724, 4, 16, 2820 MHz, 10251 MHz, P2, 102.41 W
0, 2026/09/15 09:44:15.924, 4, 16, 2835 MHz, 10251 MHz, P2, 112.98 W
1, 2026/09/15 09:44:15.925, 4, 16, 2820 MHz, 10251 MHz, P2, 104.61 W
0, 2026/09/15 09:44:16.125, 4, 16, 2835 MHz, 10251 MHz, P2, 112.98 W
1, 2026/09/15 09:44:16.125, 4, 16, 2820 MHz, 10251 MHz, P2, 104.61 W
0, 2026/09/15 09:44:16.325, 4, 16, 2835 MHz, 10251 MHz, P2, 112.98 W
1, 2026/09/15 09:44:16.325, 4, 16, 2820 MHz, 10251 MHz, P2, 105.39 W
0, 2026/09/15 09:44:16.526, 4, 16, 2835 MHz, 10251 MHz, P2, 113.85 W
1, 2026/09/15 09:44:16.526, 4, 16, 2820 MHz, 10251 MHz, P2, 105.39 W
0, 2026/09/15 09:44:16.726, 4, 16, 2835 MHz, 10251 MHz, P2, 113.85 W
1, 2026/09/15 09:44:16.726, 4, 16, 2820 MHz, 10251 MHz, P2, 105.39 W
0, 2026/09/15 09:44:16.926, 4, 16, 2835 MHz, 10251 MHz, P2, 114.40 W
