# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:38:11+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=half round=12
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:38:11.938, 4, 16, 2835 MHz, 10501 MHz, P0, 83.18 W
1, 2026/09/15 09:38:11.945, 4, 16, 2820 MHz, 10501 MHz, P0, 80.15 W
0, 2026/09/15 09:38:12.151, 4, 16, 2835 MHz, 10501 MHz, P0, 83.18 W
1, 2026/09/15 09:38:12.151, 4, 16, 2820 MHz, 10501 MHz, P0, 80.15 W
0, 2026/09/15 09:38:12.351, 4, 16, 2835 MHz, 10501 MHz, P0, 82.65 W
1, 2026/09/15 09:38:12.351, 4, 16, 2820 MHz, 10501 MHz, P0, 78.71 W
0, 2026/09/15 09:38:12.551, 4, 16, 2835 MHz, 10501 MHz, P0, 82.65 W
1, 2026/09/15 09:38:12.567, 4, 16, 2820 MHz, 10501 MHz, P0, 78.71 W
0, 2026/09/15 09:38:12.767, 4, 16, 2835 MHz, 10501 MHz, P0, 82.65 W
1, 2026/09/15 09:38:12.768, 4, 16, 2520 MHz, 10501 MHz, P0, 61.63 W
0, 2026/09/15 09:38:12.968, 4, 16, 2520 MHz, 10251 MHz, P2, 76.15 W
1, 2026/09/15 09:38:12.968, 4, 16, 2520 MHz, 10501 MHz, P0, 61.63 W
0, 2026/09/15 09:38:13.168, 4, 16, 2520 MHz, 10251 MHz, P2, 76.15 W
1, 2026/09/15 09:38:13.168, 4, 16, 2520 MHz, 10501 MHz, P0, 61.63 W
0, 2026/09/15 09:38:13.369, 4, 16, 2520 MHz, 10251 MHz, P2, 69.57 W
1, 2026/09/15 09:38:13.370, 4, 16, 2520 MHz, 10251 MHz, P2, 57.11 W
0, 2026/09/15 09:38:13.571, 4, 16, 2520 MHz, 10251 MHz, P2, 69.57 W
1, 2026/09/15 09:38:13.571, 4, 16, 2520 MHz, 10251 MHz, P2, 57.11 W
0, 2026/09/15 09:38:13.771, 4, 16, 2520 MHz, 10251 MHz, P2, 69.57 W
1, 2026/09/15 09:38:13.771, 4, 16, 2745 MHz, 10251 MHz, P2, 67.47 W
0, 2026/09/15 09:38:13.972, 4, 16, 2835 MHz, 10251 MHz, P2, 67.67 W
1, 2026/09/15 09:38:13.973, 4, 16, 2745 MHz, 10251 MHz, P2, 67.47 W
0, 2026/09/15 09:38:14.191, 4, 16, 2835 MHz, 10251 MHz, P2, 67.67 W
1, 2026/09/15 09:38:14.191, 4, 16, 2745 MHz, 10251 MHz, P2, 67.47 W
0, 2026/09/15 09:38:14.391, 4, 16, 2835 MHz, 10251 MHz, P2, 85.21 W
1, 2026/09/15 09:38:14.392, 4, 16, 2820 MHz, 10251 MHz, P2, 85.41 W
0, 2026/09/15 09:38:14.592, 4, 16, 2835 MHz, 10251 MHz, P2, 85.21 W
1, 2026/09/15 09:38:14.592, 4, 16, 2820 MHz, 10251 MHz, P2, 85.41 W
0, 2026/09/15 09:38:14.792, 4, 16, 2835 MHz, 10251 MHz, P2, 103.32 W
1, 2026/09/15 09:38:14.793, 4, 16, 2820 MHz, 10251 MHz, P2, 100.01 W
0, 2026/09/15 09:38:14.993, 4, 16, 2835 MHz, 10251 MHz, P2, 103.32 W
1, 2026/09/15 09:38:15.030, 4, 16, 2820 MHz, 10251 MHz, P2, 100.01 W
0, 2026/09/15 09:38:15.231, 4, 16, 2835 MHz, 10251 MHz, P2, 103.32 W
1, 2026/09/15 09:38:15.231, 4, 16, 2820 MHz, 10251 MHz, P2, 104.64 W
0, 2026/09/15 09:38:15.431, 4, 16, 2835 MHz, 10251 MHz, P2, 109.58 W
1, 2026/09/15 09:38:15.431, 4, 16, 2820 MHz, 10251 MHz, P2, 104.09 W
0, 2026/09/15 09:38:15.631, 4, 16, 2835 MHz, 10251 MHz, P2, 109.58 W
1, 2026/09/15 09:38:15.632, 4, 16, 2820 MHz, 10251 MHz, P2, 104.09 W
0, 2026/09/15 09:38:15.832, 4, 16, 2835 MHz, 10251 MHz, P2, 110.47 W
1, 2026/09/15 09:38:15.832, 4, 16, 2820 MHz, 10251 MHz, P2, 105.12 W
0, 2026/09/15 09:38:16.032, 4, 16, 2835 MHz, 10251 MHz, P2, 110.47 W
1, 2026/09/15 09:38:16.033, 4, 16, 2820 MHz, 10251 MHz, P2, 105.12 W
0, 2026/09/15 09:38:16.233, 4, 16, 2835 MHz, 10251 MHz, P2, 110.47 W
1, 2026/09/15 09:38:16.233, 4, 16, 2820 MHz, 10251 MHz, P2, 105.68 W
0, 2026/09/15 09:38:16.433, 4, 16, 2835 MHz, 10251 MHz, P2, 110.85 W
1, 2026/09/15 09:38:16.434, 4, 16, 2820 MHz, 10251 MHz, P2, 105.68 W
0, 2026/09/15 09:38:16.634, 4, 16, 2835 MHz, 10251 MHz, P2, 110.85 W
1, 2026/09/15 09:38:16.634, 4, 16, 2820 MHz, 10251 MHz, P2, 105.68 W
0, 2026/09/15 09:38:16.834, 4, 16, 2835 MHz, 10251 MHz, P2, 110.64 W
1, 2026/09/15 09:38:16.835, 4, 16, 2820 MHz, 10251 MHz, P2, 105.38 W
0, 2026/09/15 09:38:17.035, 4, 16, 2835 MHz, 10251 MHz, P2, 110.64 W
1, 2026/09/15 09:38:17.035, 4, 16, 2820 MHz, 10251 MHz, P2, 105.38 W
0, 2026/09/15 09:38:17.235, 4, 16, 2835 MHz, 10251 MHz, P2, 110.64 W
1, 2026/09/15 09:38:17.235, 4, 16, 2820 MHz, 10251 MHz, P2, 106.06 W
0, 2026/09/15 09:38:17.436, 4, 16, 2835 MHz, 10251 MHz, P2, 111.16 W
1, 2026/09/15 09:38:17.436, 4, 16, 2820 MHz, 10251 MHz, P2, 106.06 W
0, 2026/09/15 09:38:17.636, 4, 16, 2835 MHz, 10251 MHz, P2, 111.16 W
1, 2026/09/15 09:38:17.636, 4, 16, 2820 MHz, 10251 MHz, P2, 106.06 W
0, 2026/09/15 09:38:17.836, 4, 16, 2835 MHz, 10251 MHz, P2, 111.06 W
1, 2026/09/15 09:38:17.837, 4, 16, 2820 MHz, 10251 MHz, P2, 105.70 W
0, 2026/09/15 09:38:18.037, 4, 16, 2835 MHz, 10251 MHz, P2, 111.06 W
1, 2026/09/15 09:38:18.037, 4, 16, 2820 MHz, 10251 MHz, P2, 105.70 W
0, 2026/09/15 09:38:18.237, 4, 16, 2835 MHz, 10251 MHz, P2, 111.06 W
1, 2026/09/15 09:38:18.237, 4, 16, 2820 MHz, 10251 MHz, P2, 105.40 W
0, 2026/09/15 09:38:18.438, 4, 16, 2835 MHz, 10251 MHz, P2, 112.32 W
1, 2026/09/15 09:38:18.438, 4, 16, 2820 MHz, 10251 MHz, P2, 105.40 W
0, 2026/09/15 09:38:18.638, 4, 16, 2835 MHz, 10251 MHz, P2, 112.32 W
