# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,utilization.gpu,memory.used --format=csv -lms 200" date=2026-09-15T03:39:18+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixB tag=under_vllm_load_r2
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], utilization.gpu [%], memory.used [MiB]
1, 2026/09/15 03:39:21.368, 4, 16, 2520 MHz, 8 %, 23713 MiB
0, 2026/09/15 03:39:21.568, 4, 16, 2520 MHz, 65 %, 23711 MiB
1, 2026/09/15 03:39:21.568, 4, 16, 2520 MHz, 8 %, 23735 MiB
0, 2026/09/15 03:39:21.769, 4, 16, 2475 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:21.769, 4, 16, 2595 MHz, 100 %, 23753 MiB
0, 2026/09/15 03:39:21.969, 4, 16, 2475 MHz, 100 %, 23723 MiB
1, 2026/09/15 03:39:21.969, 4, 16, 2595 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:22.169, 4, 16, 2475 MHz, 100 %, 23747 MiB
1, 2026/09/15 03:39:22.170, 4, 16, 2490 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:22.370, 4, 16, 2445 MHz, 100 %, 23759 MiB
1, 2026/09/15 03:39:22.370, 4, 16, 2490 MHz, 100 %, 23713 MiB
0, 2026/09/15 03:39:22.570, 4, 16, 2445 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:22.570, 4, 16, 2490 MHz, 100 %, 23735 MiB
0, 2026/09/15 03:39:22.771, 4, 16, 2415 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:22.771, 4, 16, 2475 MHz, 100 %, 23753 MiB
0, 2026/09/15 03:39:22.971, 4, 16, 2415 MHz, 100 %, 23723 MiB
1, 2026/09/15 03:39:22.971, 4, 16, 2475 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:23.172, 4, 16, 2415 MHz, 100 %, 23745 MiB
1, 2026/09/15 03:39:23.172, 4, 16, 2475 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:23.372, 4, 16, 2460 MHz, 100 %, 23759 MiB
1, 2026/09/15 03:39:23.372, 4, 16, 2475 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:23.573, 4, 16, 2460 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:23.573, 4, 16, 2475 MHz, 100 %, 23733 MiB
0, 2026/09/15 03:39:23.773, 4, 16, 2400 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:23.773, 4, 16, 2505 MHz, 100 %, 23753 MiB
0, 2026/09/15 03:39:23.974, 4, 16, 2400 MHz, 100 %, 23721 MiB
1, 2026/09/15 03:39:23.974, 4, 16, 2505 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:24.174, 4, 16, 2400 MHz, 100 %, 23743 MiB
1, 2026/09/15 03:39:24.174, 4, 16, 2475 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:24.374, 4, 16, 2475 MHz, 100 %, 23759 MiB
1, 2026/09/15 03:39:24.375, 4, 16, 2475 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:24.575, 4, 16, 2475 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:24.575, 4, 16, 2475 MHz, 100 %, 23733 MiB
0, 2026/09/15 03:39:24.775, 4, 16, 2820 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:24.775, 4, 16, 2790 MHz, 100 %, 23753 MiB
0, 2026/09/15 03:39:24.976, 4, 16, 2820 MHz, 100 %, 23721 MiB
1, 2026/09/15 03:39:24.976, 4, 16, 2790 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:25.176, 4, 16, 2820 MHz, 100 %, 23743 MiB
1, 2026/09/15 03:39:25.176, 4, 16, 2790 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:25.377, 4, 16, 2820 MHz, 100 %, 23759 MiB
1, 2026/09/15 03:39:25.377, 4, 16, 2790 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:25.577, 4, 16, 2820 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:25.577, 4, 16, 2790 MHz, 100 %, 23731 MiB
0, 2026/09/15 03:39:25.778, 4, 16, 2820 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:25.778, 4, 16, 2790 MHz, 100 %, 23751 MiB
0, 2026/09/15 03:39:25.978, 4, 16, 2820 MHz, 100 %, 23721 MiB
1, 2026/09/15 03:39:25.979, 4, 16, 2790 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:26.179, 4, 16, 2820 MHz, 100 %, 23743 MiB
1, 2026/09/15 03:39:26.179, 4, 16, 2790 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:26.379, 4, 16, 2820 MHz, 100 %, 23759 MiB
1, 2026/09/15 03:39:26.380, 4, 16, 2790 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:26.580, 4, 16, 2820 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:26.580, 4, 16, 2790 MHz, 100 %, 23733 MiB
0, 2026/09/15 03:39:26.780, 4, 16, 2820 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:26.781, 4, 16, 2790 MHz, 100 %, 23755 MiB
0, 2026/09/15 03:39:26.981, 4, 16, 2820 MHz, 100 %, 23725 MiB
1, 2026/09/15 03:39:26.981, 4, 16, 2790 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:27.182, 4, 16, 2820 MHz, 100 %, 23747 MiB
1, 2026/09/15 03:39:27.182, 4, 16, 2490 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:27.382, 4, 16, 2535 MHz, 100 %, 23715 MiB
1, 2026/09/15 03:39:27.383, 4, 16, 2490 MHz, 100 %, 23715 MiB
0, 2026/09/15 03:39:27.583, 4, 16, 2535 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:27.583, 4, 16, 2490 MHz, 100 %, 23737 MiB
0, 2026/09/15 03:39:27.784, 4, 16, 2415 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:27.784, 4, 16, 2490 MHz, 100 %, 23755 MiB
0, 2026/09/15 03:39:27.984, 4, 16, 2415 MHz, 100 %, 23725 MiB
1, 2026/09/15 03:39:27.984, 4, 16, 2490 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:28.185, 4, 16, 2415 MHz, 100 %, 23747 MiB
1, 2026/09/15 03:39:28.185, 4, 16, 2445 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:28.385, 4, 16, 2505 MHz, 100 %, 23733 MiB
1, 2026/09/15 03:39:28.386, 4, 16, 2445 MHz, 100 %, 23715 MiB
0, 2026/09/15 03:39:28.586, 4, 16, 2505 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:28.586, 4, 16, 2445 MHz, 100 %, 23735 MiB
0, 2026/09/15 03:39:28.786, 4, 16, 2370 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:28.787, 4, 16, 2490 MHz, 100 %, 23755 MiB
0, 2026/09/15 03:39:28.987, 4, 16, 2370 MHz, 100 %, 23723 MiB
1, 2026/09/15 03:39:28.987, 4, 16, 2490 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:29.188, 4, 16, 2370 MHz, 100 %, 23747 MiB
1, 2026/09/15 03:39:29.188, 4, 16, 2430 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:29.388, 4, 16, 2490 MHz, 100 %, 23759 MiB
1, 2026/09/15 03:39:29.388, 4, 16, 2430 MHz, 100 %, 23713 MiB
0, 2026/09/15 03:39:29.589, 4, 16, 2490 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:29.589, 4, 16, 2430 MHz, 100 %, 23735 MiB
0, 2026/09/15 03:39:29.789, 4, 16, 2370 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:29.790, 4, 16, 2505 MHz, 100 %, 23753 MiB
0, 2026/09/15 03:39:29.990, 4, 16, 2370 MHz, 100 %, 23723 MiB
1, 2026/09/15 03:39:29.990, 4, 16, 2505 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:30.190, 4, 16, 2370 MHz, 100 %, 23745 MiB
1, 2026/09/15 03:39:30.191, 4, 16, 2445 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:30.391, 4, 16, 2490 MHz, 100 %, 23759 MiB
1, 2026/09/15 03:39:30.391, 4, 16, 2445 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:30.592, 4, 16, 2490 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:30.592, 4, 16, 2445 MHz, 100 %, 23735 MiB
0, 2026/09/15 03:39:30.792, 4, 16, 2805 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:30.793, 4, 16, 2790 MHz, 100 %, 23753 MiB
0, 2026/09/15 03:39:30.993, 4, 16, 2805 MHz, 100 %, 23723 MiB
1, 2026/09/15 03:39:30.993, 4, 16, 2790 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:31.193, 4, 16, 2805 MHz, 100 %, 23745 MiB
1, 2026/09/15 03:39:31.194, 4, 16, 2790 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:31.394, 4, 16, 2805 MHz, 100 %, 23759 MiB
1, 2026/09/15 03:39:31.394, 4, 16, 2790 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:31.595, 4, 16, 2805 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:31.595, 4, 16, 2790 MHz, 100 %, 23733 MiB
0, 2026/09/15 03:39:31.795, 4, 16, 2805 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:31.796, 4, 16, 2790 MHz, 100 %, 23753 MiB
0, 2026/09/15 03:39:31.996, 4, 16, 2805 MHz, 100 %, 23723 MiB
1, 2026/09/15 03:39:31.996, 4, 16, 2790 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:32.196, 4, 16, 2805 MHz, 100 %, 23747 MiB
1, 2026/09/15 03:39:32.197, 4, 16, 2790 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:32.397, 4, 16, 2805 MHz, 100 %, 23717 MiB
1, 2026/09/15 03:39:32.398, 4, 16, 2790 MHz, 100 %, 23715 MiB
0, 2026/09/15 03:39:32.598, 4, 16, 2805 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:32.598, 4, 16, 2790 MHz, 100 %, 23739 MiB
0, 2026/09/15 03:39:32.798, 4, 16, 2775 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:32.799, 4, 16, 2790 MHz, 100 %, 23757 MiB
0, 2026/09/15 03:39:32.999, 4, 16, 2775 MHz, 100 %, 23729 MiB
1, 2026/09/15 03:39:32.999, 4, 16, 2790 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:33.199, 4, 16, 2775 MHz, 100 %, 23751 MiB
1, 2026/09/15 03:39:33.200, 4, 16, 2490 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:33.400, 4, 16, 2430 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:33.400, 4, 16, 2490 MHz, 100 %, 23717 MiB
0, 2026/09/15 03:39:33.600, 4, 16, 2430 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:33.601, 4, 16, 2490 MHz, 100 %, 23739 MiB
0, 2026/09/15 03:39:33.801, 4, 16, 2385 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:33.801, 4, 16, 2445 MHz, 100 %, 23757 MiB
0, 2026/09/15 03:39:34.001, 4, 16, 2385 MHz, 100 %, 23729 MiB
1, 2026/09/15 03:39:34.002, 4, 16, 2445 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:34.202, 4, 16, 2385 MHz, 100 %, 23749 MiB
1, 2026/09/15 03:39:34.202, 4, 16, 2475 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:34.402, 4, 16, 2445 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:34.402, 4, 16, 2475 MHz, 100 %, 23717 MiB
0, 2026/09/15 03:39:34.603, 4, 16, 2445 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:34.603, 4, 16, 2475 MHz, 100 %, 23739 MiB
0, 2026/09/15 03:39:34.803, 4, 16, 2385 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:34.803, 4, 16, 2475 MHz, 100 %, 23755 MiB
0, 2026/09/15 03:39:35.004, 4, 16, 2385 MHz, 100 %, 23727 MiB
1, 2026/09/15 03:39:35.004, 4, 16, 2475 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:35.204, 4, 16, 2385 MHz, 100 %, 23749 MiB
1, 2026/09/15 03:39:35.204, 4, 16, 2460 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:35.404, 4, 16, 2460 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:35.405, 4, 16, 2460 MHz, 100 %, 23717 MiB
0, 2026/09/15 03:39:35.605, 4, 16, 2460 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:35.605, 4, 16, 2460 MHz, 100 %, 23737 MiB
0, 2026/09/15 03:39:35.805, 4, 16, 2385 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:35.806, 4, 16, 2490 MHz, 100 %, 23755 MiB
0, 2026/09/15 03:39:36.006, 4, 16, 2385 MHz, 100 %, 23727 MiB
1, 2026/09/15 03:39:36.006, 4, 16, 2490 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:36.206, 4, 16, 2385 MHz, 100 %, 23749 MiB
1, 2026/09/15 03:39:36.207, 4, 16, 2460 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:36.407, 4, 16, 2460 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:36.407, 4, 16, 2460 MHz, 100 %, 23717 MiB
0, 2026/09/15 03:39:36.607, 4, 16, 2460 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:36.607, 4, 16, 2460 MHz, 100 %, 23739 MiB
0, 2026/09/15 03:39:36.808, 4, 16, 2805 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:36.808, 4, 16, 2790 MHz, 100 %, 23755 MiB
0, 2026/09/15 03:39:37.008, 4, 16, 2805 MHz, 100 %, 23727 MiB
1, 2026/09/15 03:39:37.008, 4, 16, 2790 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:37.209, 4, 16, 2805 MHz, 100 %, 23749 MiB
1, 2026/09/15 03:39:37.209, 4, 16, 2790 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:37.409, 4, 16, 2805 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:37.409, 4, 16, 2790 MHz, 100 %, 23717 MiB
0, 2026/09/15 03:39:37.609, 4, 16, 2805 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:37.610, 4, 16, 2790 MHz, 100 %, 23739 MiB
0, 2026/09/15 03:39:37.810, 4, 16, 2805 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:37.810, 4, 16, 2790 MHz, 100 %, 23755 MiB
0, 2026/09/15 03:39:38.010, 4, 16, 2805 MHz, 100 %, 23727 MiB
1, 2026/09/15 03:39:38.010, 4, 16, 2790 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:38.211, 4, 16, 2805 MHz, 100 %, 23751 MiB
1, 2026/09/15 03:39:38.211, 4, 16, 2790 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:38.411, 4, 16, 2805 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:38.411, 4, 16, 2790 MHz, 100 %, 23719 MiB
0, 2026/09/15 03:39:38.612, 4, 16, 2805 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:38.612, 4, 16, 2790 MHz, 100 %, 23743 MiB
0, 2026/09/15 03:39:38.812, 4, 16, 2535 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:38.813, 4, 16, 2700 MHz, 100 %, 23759 MiB
0, 2026/09/15 03:39:39.013, 4, 16, 2535 MHz, 100 %, 23733 MiB
1, 2026/09/15 03:39:39.013, 4, 16, 2700 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:39.213, 4, 16, 2535 MHz, 100 %, 23753 MiB
1, 2026/09/15 03:39:39.213, 4, 16, 2490 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:39.413, 4, 16, 2535 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:39.414, 4, 16, 2490 MHz, 100 %, 23721 MiB
0, 2026/09/15 03:39:39.614, 4, 16, 2535 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:39.614, 4, 16, 2490 MHz, 100 %, 23743 MiB
0, 2026/09/15 03:39:39.815, 4, 16, 2400 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:39.815, 4, 16, 2445 MHz, 100 %, 23757 MiB
0, 2026/09/15 03:39:40.015, 4, 16, 2400 MHz, 100 %, 23731 MiB
1, 2026/09/15 03:39:40.016, 4, 16, 2445 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:40.216, 4, 16, 2400 MHz, 100 %, 23751 MiB
1, 2026/09/15 03:39:40.216, 4, 16, 2460 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:40.416, 4, 16, 2430 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:40.417, 4, 16, 2460 MHz, 100 %, 23719 MiB
0, 2026/09/15 03:39:40.617, 4, 16, 2430 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:40.617, 4, 16, 2460 MHz, 100 %, 23741 MiB
0, 2026/09/15 03:39:40.818, 4, 16, 2385 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:40.818, 4, 16, 2460 MHz, 100 %, 23757 MiB
0, 2026/09/15 03:39:41.018, 4, 16, 2385 MHz, 100 %, 23729 MiB
1, 2026/09/15 03:39:41.019, 4, 16, 2460 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:41.219, 4, 16, 2385 MHz, 100 %, 23751 MiB
1, 2026/09/15 03:39:41.219, 4, 16, 2460 MHz, 100 %, 23711 MiB
0, 2026/09/15 03:39:41.419, 4, 16, 2445 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:41.420, 4, 16, 2460 MHz, 100 %, 23719 MiB
0, 2026/09/15 03:39:41.620, 4, 16, 2445 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:41.620, 4, 16, 2460 MHz, 100 %, 23741 MiB
0, 2026/09/15 03:39:41.821, 4, 16, 2400 MHz, 100 %, 23711 MiB
1, 2026/09/15 03:39:41.821, 4, 16, 2550 MHz, 100 %, 23757 MiB
0, 2026/09/15 03:39:42.021, 4, 16, 2400 MHz, 100 %, 24047 MiB
1, 2026/09/15 03:39:42.021, 4, 16, 2550 MHz, 100 %, 24047 MiB
0, 2026/09/15 03:39:42.222, 4, 16, 2400 MHz, 100 %, 24047 MiB
1, 2026/09/15 03:39:42.222, 4, 16, 2535 MHz, 100 %, 24069 MiB
0, 2026/09/15 03:39:42.422, 4, 16, 2760 MHz, 100 %, 24047 MiB
1, 2026/09/15 03:39:42.423, 4, 16, 2535 MHz, 100 %, 24087 MiB
0, 2026/09/15 03:39:42.623, 4, 16, 2760 MHz, 100 %, 24047 MiB
1, 2026/09/15 03:39:42.626, 4, 16, 2535 MHz, 100 %, 23747 MiB
0, 2026/09/15 03:39:42.830, 4, 16, 2760 MHz, 100 %, 23620 MiB
1, 2026/09/15 03:39:42.915, 4, 16, 2790 MHz, 100 %, 23620 MiB
0, 2026/09/15 03:39:43.116, 4, 16, 2760 MHz, 100 %, 23620 MiB
1, 2026/09/15 03:39:43.116, 4, 16, 2790 MHz, 100 %, 23620 MiB
0, 2026/09/15 03:39:43.316, 4, 16, 2760 MHz, 100 %, 23620 MiB
1, 2026/09/15 03:39:43.316, 4, 16, 2790 MHz, 100 %, 23620 MiB
