# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:44:35+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=float round=49
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:44:35.402, 4, 16, 2835 MHz, 10501 MHz, P0, 87.63 W
1, 2026/09/15 09:44:35.409, 4, 16, 2820 MHz, 10501 MHz, P0, 81.53 W
0, 2026/09/15 09:44:35.614, 4, 16, 2835 MHz, 10501 MHz, P0, 87.63 W
1, 2026/09/15 09:44:35.614, 4, 16, 2820 MHz, 10501 MHz, P0, 81.53 W
0, 2026/09/15 09:44:35.815, 4, 16, 2835 MHz, 10501 MHz, P0, 87.63 W
1, 2026/09/15 09:44:35.815, 4, 16, 2820 MHz, 10501 MHz, P0, 79.94 W
0, 2026/09/15 09:44:36.015, 2, 16, 2835 MHz, 10501 MHz, P5, 86.91 W
1, 2026/09/15 09:44:36.015, 4, 16, 2820 MHz, 10501 MHz, P0, 79.94 W
0, 2026/09/15 09:44:36.215, 2, 16, 2835 MHz, 10501 MHz, P5, 86.91 W
1, 2026/09/15 09:44:36.217, 4, 16, 2820 MHz, 10501 MHz, P0, 79.94 W
0, 2026/09/15 09:44:36.418, 4, 16, 2520 MHz, 10251 MHz, P2, 70.12 W
1, 2026/09/15 09:44:36.418, 4, 16, 2520 MHz, 10501 MHz, P0, 71.85 W
0, 2026/09/15 09:44:36.618, 4, 16, 2520 MHz, 10251 MHz, P2, 70.12 W
1, 2026/09/15 09:44:36.618, 4, 16, 2520 MHz, 10501 MHz, P0, 71.85 W
0, 2026/09/15 09:44:36.818, 4, 16, 2520 MHz, 10251 MHz, P2, 70.12 W
1, 2026/09/15 09:44:36.819, 4, 16, 2520 MHz, 10251 MHz, P2, 66.29 W
0, 2026/09/15 09:44:37.019, 4, 16, 2520 MHz, 10251 MHz, P2, 64.86 W
1, 2026/09/15 09:44:37.019, 4, 16, 2520 MHz, 10251 MHz, P2, 66.29 W
0, 2026/09/15 09:44:37.219, 4, 16, 2520 MHz, 10251 MHz, P2, 64.86 W
1, 2026/09/15 09:44:37.219, 4, 16, 2520 MHz, 10251 MHz, P2, 66.29 W
0, 2026/09/15 09:44:37.420, 4, 16, 2835 MHz, 10251 MHz, P2, 77.08 W
1, 2026/09/15 09:44:37.420, 4, 16, 2820 MHz, 10251 MHz, P2, 69.12 W
0, 2026/09/15 09:44:37.620, 4, 16, 2835 MHz, 10251 MHz, P2, 77.08 W
