# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm --format=csv -lms 500" date=2026-09-15T02:37:56+00:00 gpu="RTX 4090 x2" driver=610.57.04 tool_sha=717b683182 nccl=libnccl.so.2.28.9 exp=EXP-020 arm=shm0_p2pLOC_protoDEF knobs="NCCL_SHM_DISABLE=0 NCCL_P2P_LEVEL=LOC"
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz]
0, 2026/09/15 02:37:56.519, 2, 16, 2805 MHz
1, 2026/09/15 02:37:56.525, 2, 16, 2790 MHz
0, 2026/09/15 02:37:57.028, 2, 16, 600 MHz
1, 2026/09/15 02:37:57.028, 2, 16, 2790 MHz
0, 2026/09/15 02:37:57.528, 2, 16, 450 MHz
1, 2026/09/15 02:37:57.548, 2, 16, 630 MHz
0, 2026/09/15 02:37:58.048, 4, 16, 2520 MHz
1, 2026/09/15 02:37:58.049, 4, 16, 2520 MHz
0, 2026/09/15 02:37:58.549, 4, 16, 2520 MHz
1, 2026/09/15 02:37:58.549, 4, 16, 2520 MHz
0, 2026/09/15 02:37:59.049, 4, 16, 2805 MHz
1, 2026/09/15 02:37:59.049, 4, 16, 2790 MHz
0, 2026/09/15 02:37:59.549, 4, 16, 2805 MHz
1, 2026/09/15 02:37:59.550, 4, 16, 2790 MHz
0, 2026/09/15 02:38:00.050, 4, 16, 2805 MHz
1, 2026/09/15 02:38:00.050, 4, 16, 2790 MHz
0, 2026/09/15 02:38:00.550, 4, 16, 2805 MHz
1, 2026/09/15 02:38:00.550, 4, 16, 2790 MHz
0, 2026/09/15 02:38:01.050, 4, 16, 2805 MHz
1, 2026/09/15 02:38:01.051, 4, 16, 2790 MHz
0, 2026/09/15 02:38:01.551, 4, 16, 2805 MHz
1, 2026/09/15 02:38:01.551, 4, 16, 2790 MHz
0, 2026/09/15 02:38:02.051, 4, 16, 2805 MHz
1, 2026/09/15 02:38:02.051, 4, 16, 2790 MHz
0, 2026/09/15 02:38:02.552, 4, 16, 2805 MHz
1, 2026/09/15 02:38:02.552, 4, 16, 2790 MHz
0, 2026/09/15 02:38:03.052, 4, 16, 2805 MHz
1, 2026/09/15 02:38:03.052, 4, 16, 2790 MHz
0, 2026/09/15 02:38:03.552, 4, 16, 2805 MHz
1, 2026/09/15 02:38:03.552, 4, 16, 2790 MHz
0, 2026/09/15 02:38:04.053, 4, 16, 2805 MHz
1, 2026/09/15 02:38:04.053, 4, 16, 2790 MHz
0, 2026/09/15 02:38:04.553, 4, 16, 2805 MHz
1, 2026/09/15 02:38:04.553, 4, 16, 2790 MHz
0, 2026/09/15 02:38:05.053, 4, 16, 2805 MHz
1, 2026/09/15 02:38:05.054, 4, 16, 2790 MHz
0, 2026/09/15 02:38:05.554, 4, 16, 2805 MHz
1, 2026/09/15 02:38:05.554, 4, 16, 2790 MHz
0, 2026/09/15 02:38:06.055, 4, 16, 2805 MHz
1, 2026/09/15 02:38:06.055, 4, 16, 2790 MHz
