# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:37:33+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=half round=10
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:37:33.753, 4, 16, 2835 MHz, 10501 MHz, P0, 83.65 W
1, 2026/09/15 09:37:33.760, 4, 16, 2820 MHz, 10501 MHz, P0, 80.61 W
0, 2026/09/15 09:37:33.965, 4, 16, 2520 MHz, 10501 MHz, P0, 83.27 W
1, 2026/09/15 09:37:33.965, 4, 16, 2820 MHz, 10501 MHz, P0, 80.61 W
0, 2026/09/15 09:37:34.166, 4, 16, 2520 MHz, 10501 MHz, P0, 83.27 W
1, 2026/09/15 09:37:34.166, 4, 16, 2820 MHz, 10501 MHz, P0, 80.61 W
0, 2026/09/15 09:37:34.366, 4, 16, 2520 MHz, 10501 MHz, P0, 73.33 W
1, 2026/09/15 09:37:34.375, 2, 16, 2820 MHz, 10501 MHz, P5, 79.13 W
0, 2026/09/15 09:37:34.575, 4, 16, 2520 MHz, 10501 MHz, P0, 73.33 W
1, 2026/09/15 09:37:34.575, 2, 16, 2820 MHz, 10501 MHz, P5, 79.13 W
0, 2026/09/15 09:37:34.775, 4, 16, 2520 MHz, 10251 MHz, P2, 66.24 W
1, 2026/09/15 09:37:34.775, 4, 16, 2520 MHz, 10251 MHz, P2, 56.54 W
0, 2026/09/15 09:37:34.975, 4, 16, 2520 MHz, 10251 MHz, P2, 66.24 W
1, 2026/09/15 09:37:34.976, 4, 16, 2520 MHz, 10251 MHz, P2, 56.54 W
0, 2026/09/15 09:37:35.176, 4, 16, 2520 MHz, 10251 MHz, P2, 66.24 W
1, 2026/09/15 09:37:35.176, 4, 16, 2520 MHz, 10251 MHz, P2, 56.54 W
0, 2026/09/15 09:37:35.376, 4, 16, 2520 MHz, 10251 MHz, P2, 65.66 W
1, 2026/09/15 09:37:35.376, 4, 16, 2520 MHz, 10251 MHz, P2, 54.18 W
0, 2026/09/15 09:37:35.577, 4, 16, 2520 MHz, 10251 MHz, P2, 65.66 W
1, 2026/09/15 09:37:35.577, 4, 16, 2520 MHz, 10251 MHz, P2, 54.18 W
0, 2026/09/15 09:37:35.777, 4, 16, 2835 MHz, 10251 MHz, P2, 65.66 W
1, 2026/09/15 09:37:35.777, 4, 16, 2820 MHz, 10251 MHz, P2, 75.01 W
0, 2026/09/15 09:37:35.977, 4, 16, 2835 MHz, 10251 MHz, P2, 80.57 W
1, 2026/09/15 09:37:35.978, 4, 16, 2820 MHz, 10251 MHz, P2, 75.01 W
0, 2026/09/15 09:37:36.178, 4, 16, 2835 MHz, 10251 MHz, P2, 80.57 W
1, 2026/09/15 09:37:36.178, 4, 16, 2820 MHz, 10251 MHz, P2, 75.01 W
0, 2026/09/15 09:37:36.378, 4, 16, 2835 MHz, 10251 MHz, P2, 101.40 W
1, 2026/09/15 09:37:36.378, 4, 16, 2820 MHz, 10251 MHz, P2, 93.57 W
0, 2026/09/15 09:37:36.579, 4, 16, 2835 MHz, 10251 MHz, P2, 101.40 W
1, 2026/09/15 09:37:36.579, 4, 16, 2820 MHz, 10251 MHz, P2, 93.57 W
