# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:42:07+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=float round=35
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:42:07.566, 4, 16, 2835 MHz, 10501 MHz, P0, 87.79 W
1, 2026/09/15 09:42:07.573, 4, 16, 2820 MHz, 10501 MHz, P0, 80.47 W
0, 2026/09/15 09:42:07.777, 4, 16, 2835 MHz, 10501 MHz, P0, 87.79 W
1, 2026/09/15 09:42:07.777, 4, 16, 2520 MHz, 10501 MHz, P0, 78.89 W
0, 2026/09/15 09:42:07.978, 2, 16, 2520 MHz, 10501 MHz, P5, 87.86 W
1, 2026/09/15 09:42:07.978, 4, 16, 2520 MHz, 10501 MHz, P0, 78.89 W
0, 2026/09/15 09:42:08.178, 2, 16, 2520 MHz, 10501 MHz, P5, 87.86 W
1, 2026/09/15 09:42:08.196, 4, 16, 2520 MHz, 10501 MHz, P0, 78.89 W
0, 2026/09/15 09:42:08.397, 4, 16, 2520 MHz, 10251 MHz, P2, 63.08 W
1, 2026/09/15 09:42:08.397, 2, 16, 810 MHz, 810 MHz, P5, 65.45 W
0, 2026/09/15 09:42:08.597, 4, 16, 2520 MHz, 10251 MHz, P2, 63.08 W
1, 2026/09/15 09:42:08.597, 2, 16, 810 MHz, 810 MHz, P5, 65.45 W
0, 2026/09/15 09:42:08.798, 4, 16, 2520 MHz, 10251 MHz, P2, 63.08 W
1, 2026/09/15 09:42:08.798, 4, 16, 2520 MHz, 10251 MHz, P2, 57.45 W
0, 2026/09/15 09:42:08.998, 4, 16, 2520 MHz, 10251 MHz, P2, 53.27 W
1, 2026/09/15 09:42:08.998, 4, 16, 2520 MHz, 10251 MHz, P2, 57.45 W
0, 2026/09/15 09:42:09.198, 4, 16, 2520 MHz, 10251 MHz, P2, 53.27 W
1, 2026/09/15 09:42:09.199, 4, 16, 2520 MHz, 10251 MHz, P2, 57.45 W
0, 2026/09/15 09:42:09.399, 4, 16, 2835 MHz, 10251 MHz, P2, 68.04 W
1, 2026/09/15 09:42:09.399, 4, 16, 2745 MHz, 10251 MHz, P2, 64.12 W
0, 2026/09/15 09:42:09.599, 4, 16, 2835 MHz, 10251 MHz, P2, 68.04 W
1, 2026/09/15 09:42:09.599, 4, 16, 2745 MHz, 10251 MHz, P2, 64.12 W
