# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:43:13+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=half round=42
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:43:14.019, 4, 16, 2835 MHz, 10501 MHz, P0, 87.90 W
1, 2026/09/15 09:43:14.025, 4, 16, 2820 MHz, 10501 MHz, P0, 80.92 W
0, 2026/09/15 09:43:14.230, 4, 16, 2835 MHz, 10501 MHz, P0, 87.90 W
1, 2026/09/15 09:43:14.230, 4, 16, 2820 MHz, 10501 MHz, P0, 80.92 W
0, 2026/09/15 09:43:14.430, 4, 16, 2835 MHz, 10501 MHz, P0, 87.25 W
1, 2026/09/15 09:43:14.430, 2, 16, 2820 MHz, 10501 MHz, P5, 79.57 W
0, 2026/09/15 09:43:14.631, 4, 16, 2835 MHz, 10501 MHz, P0, 87.25 W
1, 2026/09/15 09:43:14.639, 2, 16, 2820 MHz, 10501 MHz, P5, 79.57 W
0, 2026/09/15 09:43:14.839, 4, 16, 2520 MHz, 10251 MHz, P2, 77.50 W
1, 2026/09/15 09:43:14.839, 4, 16, 2520 MHz, 10501 MHz, P0, 55.99 W
0, 2026/09/15 09:43:15.040, 4, 16, 2520 MHz, 10251 MHz, P2, 77.50 W
1, 2026/09/15 09:43:15.040, 4, 16, 2520 MHz, 10501 MHz, P0, 55.99 W
0, 2026/09/15 09:43:15.240, 4, 16, 2520 MHz, 10251 MHz, P2, 77.50 W
1, 2026/09/15 09:43:15.241, 4, 16, 2520 MHz, 10501 MHz, P0, 55.99 W
0, 2026/09/15 09:43:15.441, 4, 16, 2520 MHz, 10251 MHz, P2, 68.00 W
1, 2026/09/15 09:43:15.441, 4, 16, 2520 MHz, 10251 MHz, P2, 48.50 W
0, 2026/09/15 09:43:15.641, 4, 16, 2520 MHz, 10251 MHz, P2, 68.00 W
1, 2026/09/15 09:43:15.641, 4, 16, 2520 MHz, 10251 MHz, P2, 48.50 W
0, 2026/09/15 09:43:15.842, 4, 16, 2835 MHz, 10251 MHz, P2, 70.53 W
1, 2026/09/15 09:43:15.842, 4, 16, 2820 MHz, 10251 MHz, P2, 64.13 W
0, 2026/09/15 09:43:16.042, 4, 16, 2835 MHz, 10251 MHz, P2, 70.53 W
1, 2026/09/15 09:43:16.042, 4, 16, 2820 MHz, 10251 MHz, P2, 64.13 W
