# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:37:42+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=float round=11
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:38:02.392, 1, 16, 210 MHz, 405 MHz, P8, 16.10 W
1, 2026/09/15 09:38:02.402, 1, 16, 210 MHz, 405 MHz, P8, 15.11 W
0, 2026/09/15 09:38:02.609, 1, 16, 210 MHz, 405 MHz, P8, 16.10 W
1, 2026/09/15 09:38:02.610, 1, 16, 210 MHz, 405 MHz, P8, 15.11 W
0, 2026/09/15 09:38:02.810, 1, 16, 210 MHz, 405 MHz, P8, 16.54 W
1, 2026/09/15 09:38:02.810, 1, 16, 210 MHz, 405 MHz, P8, 15.11 W
0, 2026/09/15 09:38:03.010, 1, 16, 210 MHz, 405 MHz, P8, 16.54 W
1, 2026/09/15 09:38:03.011, 1, 16, 210 MHz, 405 MHz, P8, 15.11 W
0, 2026/09/15 09:38:03.211, 1, 16, 210 MHz, 405 MHz, P8, 16.54 W
1, 2026/09/15 09:38:03.218, 1, 16, 210 MHz, 405 MHz, P8, 15.11 W
0, 2026/09/15 09:38:03.418, 4, 16, 2520 MHz, 10251 MHz, P2, 23.15 W
1, 2026/09/15 09:38:03.418, 4, 16, 2520 MHz, 10501 MHz, P0, 17.28 W
0, 2026/09/15 09:38:03.618, 4, 16, 2520 MHz, 10251 MHz, P2, 23.15 W
1, 2026/09/15 09:38:03.618, 4, 16, 2520 MHz, 10501 MHz, P0, 17.28 W
0, 2026/09/15 09:38:03.819, 4, 16, 2520 MHz, 10251 MHz, P2, 33.51 W
1, 2026/09/15 09:38:03.819, 4, 16, 2520 MHz, 10251 MHz, P2, 29.67 W
0, 2026/09/15 09:38:04.019, 4, 16, 2520 MHz, 10251 MHz, P2, 33.51 W
1, 2026/09/15 09:38:04.019, 4, 16, 2520 MHz, 10251 MHz, P2, 29.67 W
0, 2026/09/15 09:38:04.220, 4, 16, 2520 MHz, 10251 MHz, P2, 33.51 W
1, 2026/09/15 09:38:04.220, 4, 16, 2520 MHz, 10251 MHz, P2, 29.67 W
0, 2026/09/15 09:38:04.420, 4, 16, 2835 MHz, 10251 MHz, P2, 70.30 W
1, 2026/09/15 09:38:04.420, 4, 16, 2820 MHz, 10251 MHz, P2, 67.50 W
0, 2026/09/15 09:38:04.621, 4, 16, 2835 MHz, 10251 MHz, P2, 70.30 W
1, 2026/09/15 09:38:04.621, 4, 16, 2820 MHz, 10251 MHz, P2, 67.50 W
0, 2026/09/15 09:38:04.821, 4, 16, 2835 MHz, 10251 MHz, P2, 89.35 W
1, 2026/09/15 09:38:04.821, 4, 16, 2820 MHz, 10251 MHz, P2, 87.01 W
0, 2026/09/15 09:38:05.021, 4, 16, 2835 MHz, 10251 MHz, P2, 89.35 W
