# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:41:57+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=half round=34
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:41:58.040, 4, 16, 2835 MHz, 10501 MHz, P0, 89.96 W
1, 2026/09/15 09:41:58.046, 4, 16, 2820 MHz, 10501 MHz, P0, 82.11 W
0, 2026/09/15 09:41:58.250, 4, 16, 2835 MHz, 10501 MHz, P0, 89.96 W
1, 2026/09/15 09:41:58.251, 4, 16, 2820 MHz, 10501 MHz, P0, 82.11 W
0, 2026/09/15 09:41:58.451, 4, 16, 2835 MHz, 10501 MHz, P0, 87.64 W
1, 2026/09/15 09:41:58.451, 4, 16, 2820 MHz, 10501 MHz, P0, 78.88 W
0, 2026/09/15 09:41:58.651, 4, 16, 2835 MHz, 10501 MHz, P0, 87.64 W
1, 2026/09/15 09:41:58.651, 4, 16, 2820 MHz, 10501 MHz, P0, 78.88 W
0, 2026/09/15 09:41:58.851, 4, 16, 2520 MHz, 10501 MHz, P0, 85.82 W
1, 2026/09/15 09:41:58.852, 2, 16, 600 MHz, 810 MHz, P5, 74.96 W
0, 2026/09/15 09:41:59.052, 4, 16, 2520 MHz, 10501 MHz, P0, 85.82 W
1, 2026/09/15 09:41:59.052, 2, 16, 600 MHz, 810 MHz, P5, 74.96 W
0, 2026/09/15 09:41:59.252, 4, 16, 2520 MHz, 10501 MHz, P0, 85.82 W
1, 2026/09/15 09:41:59.253, 2, 16, 600 MHz, 810 MHz, P5, 74.96 W
0, 2026/09/15 09:41:59.453, 4, 16, 2520 MHz, 10251 MHz, P2, 77.13 W
1, 2026/09/15 09:41:59.453, 4, 16, 2520 MHz, 10251 MHz, P2, 64.82 W
0, 2026/09/15 09:41:59.653, 4, 16, 2520 MHz, 10251 MHz, P2, 77.13 W
1, 2026/09/15 09:41:59.653, 4, 16, 2520 MHz, 10251 MHz, P2, 64.82 W
0, 2026/09/15 09:41:59.854, 4, 16, 2835 MHz, 10251 MHz, P2, 71.07 W
1, 2026/09/15 09:41:59.854, 4, 16, 2820 MHz, 10251 MHz, P2, 61.98 W
0, 2026/09/15 09:42:00.054, 4, 16, 2835 MHz, 10251 MHz, P2, 71.07 W
1, 2026/09/15 09:42:00.054, 4, 16, 2820 MHz, 10251 MHz, P2, 61.98 W
0, 2026/09/15 09:42:00.255, 4, 16, 2835 MHz, 10251 MHz, P2, 71.07 W
1, 2026/09/15 09:42:00.255, 4, 16, 2820 MHz, 10251 MHz, P2, 61.98 W
0, 2026/09/15 09:42:00.455, 4, 16, 2835 MHz, 10251 MHz, P2, 90.25 W
1, 2026/09/15 09:42:00.455, 4, 16, 2820 MHz, 10251 MHz, P2, 85.29 W
0, 2026/09/15 09:42:00.655, 4, 16, 2835 MHz, 10251 MHz, P2, 90.25 W
1, 2026/09/15 09:42:00.655, 4, 16, 2820 MHz, 10251 MHz, P2, 85.29 W
0, 2026/09/15 09:42:00.856, 4, 16, 2835 MHz, 10251 MHz, P2, 110.06 W
1, 2026/09/15 09:42:00.856, 4, 16, 2820 MHz, 10251 MHz, P2, 102.39 W
0, 2026/09/15 09:42:01.056, 4, 16, 2835 MHz, 10251 MHz, P2, 110.06 W
1, 2026/09/15 09:42:01.056, 4, 16, 2820 MHz, 10251 MHz, P2, 102.39 W
0, 2026/09/15 09:42:01.256, 4, 16, 2835 MHz, 10251 MHz, P2, 110.06 W
1, 2026/09/15 09:42:01.257, 4, 16, 2820 MHz, 10251 MHz, P2, 102.39 W
0, 2026/09/15 09:42:01.457, 4, 16, 2835 MHz, 10251 MHz, P2, 114.75 W
1, 2026/09/15 09:42:01.457, 4, 16, 2820 MHz, 10251 MHz, P2, 106.65 W
0, 2026/09/15 09:42:01.657, 4, 16, 2835 MHz, 10251 MHz, P2, 114.75 W
1, 2026/09/15 09:42:01.657, 4, 16, 2820 MHz, 10251 MHz, P2, 106.65 W
0, 2026/09/15 09:42:01.858, 4, 16, 2835 MHz, 10251 MHz, P2, 116.40 W
