# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:41:27+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=float round=31
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:41:27.128, 4, 16, 2835 MHz, 10501 MHz, P0, 91.10 W
1, 2026/09/15 09:41:27.133, 4, 16, 2820 MHz, 10501 MHz, P0, 86.69 W
0, 2026/09/15 09:41:27.336, 4, 16, 2835 MHz, 10501 MHz, P0, 87.32 W
1, 2026/09/15 09:41:27.336, 4, 16, 2820 MHz, 10501 MHz, P0, 78.65 W
0, 2026/09/15 09:41:27.537, 4, 16, 2835 MHz, 10501 MHz, P0, 87.32 W
1, 2026/09/15 09:41:27.537, 4, 16, 2820 MHz, 10501 MHz, P0, 78.65 W
0, 2026/09/15 09:41:27.737, 4, 16, 2835 MHz, 10501 MHz, P0, 87.32 W
1, 2026/09/15 09:41:27.766, 2, 16, 690 MHz, 810 MHz, P5, 77.84 W
0, 2026/09/15 09:41:27.967, 4, 16, 2520 MHz, 10501 MHz, P0, 85.00 W
1, 2026/09/15 09:41:27.967, 2, 16, 690 MHz, 810 MHz, P5, 77.84 W
0, 2026/09/15 09:41:28.168, 4, 16, 2520 MHz, 10501 MHz, P0, 85.00 W
1, 2026/09/15 09:41:28.168, 2, 16, 690 MHz, 810 MHz, P5, 77.84 W
0, 2026/09/15 09:41:28.368, 4, 16, 2520 MHz, 10251 MHz, P2, 75.62 W
1, 2026/09/15 09:41:28.368, 4, 16, 2520 MHz, 10251 MHz, P2, 64.53 W
0, 2026/09/15 09:41:28.569, 4, 16, 2520 MHz, 10251 MHz, P2, 75.62 W
1, 2026/09/15 09:41:28.569, 4, 16, 2520 MHz, 10251 MHz, P2, 64.53 W
0, 2026/09/15 09:41:28.769, 4, 16, 2520 MHz, 10251 MHz, P2, 75.62 W
1, 2026/09/15 09:41:28.770, 4, 16, 2520 MHz, 10251 MHz, P2, 63.38 W
0, 2026/09/15 09:41:28.970, 4, 16, 2520 MHz, 10251 MHz, P2, 66.89 W
1, 2026/09/15 09:41:28.970, 4, 16, 2520 MHz, 10251 MHz, P2, 63.38 W
0, 2026/09/15 09:41:29.170, 4, 16, 2520 MHz, 10251 MHz, P2, 66.89 W
1, 2026/09/15 09:41:29.170, 4, 16, 2520 MHz, 10251 MHz, P2, 63.38 W
