# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:44:58+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=float round=51
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:44:58.439, 4, 16, 2835 MHz, 10501 MHz, P0, 88.34 W
1, 2026/09/15 09:44:58.445, 4, 16, 2820 MHz, 10501 MHz, P0, 81.02 W
0, 2026/09/15 09:44:58.650, 4, 16, 2835 MHz, 10501 MHz, P0, 88.34 W
1, 2026/09/15 09:44:58.651, 4, 16, 2820 MHz, 10501 MHz, P0, 81.02 W
0, 2026/09/15 09:44:58.851, 2, 16, 2835 MHz, 10501 MHz, P5, 87.55 W
1, 2026/09/15 09:44:58.851, 4, 16, 2820 MHz, 10501 MHz, P0, 79.58 W
0, 2026/09/15 09:44:59.051, 2, 16, 2835 MHz, 10501 MHz, P5, 87.55 W
1, 2026/09/15 09:44:59.078, 4, 16, 2820 MHz, 10501 MHz, P0, 79.58 W
0, 2026/09/15 09:44:59.278, 2, 16, 2835 MHz, 10501 MHz, P5, 87.55 W
1, 2026/09/15 09:44:59.278, 4, 16, 2820 MHz, 10501 MHz, P0, 79.58 W
0, 2026/09/15 09:44:59.479, 4, 16, 2520 MHz, 10251 MHz, P2, 65.52 W
1, 2026/09/15 09:44:59.479, 4, 16, 2520 MHz, 10501 MHz, P0, 68.50 W
0, 2026/09/15 09:44:59.679, 4, 16, 2520 MHz, 10251 MHz, P2, 65.52 W
1, 2026/09/15 09:44:59.679, 4, 16, 2520 MHz, 10501 MHz, P0, 68.50 W
0, 2026/09/15 09:44:59.879, 4, 16, 2520 MHz, 10251 MHz, P2, 60.99 W
1, 2026/09/15 09:44:59.880, 4, 16, 2520 MHz, 10251 MHz, P2, 63.12 W
0, 2026/09/15 09:45:00.080, 4, 16, 2520 MHz, 10251 MHz, P2, 60.99 W
1, 2026/09/15 09:45:00.080, 4, 16, 2520 MHz, 10251 MHz, P2, 63.12 W
0, 2026/09/15 09:45:00.280, 4, 16, 2520 MHz, 10251 MHz, P2, 60.99 W
1, 2026/09/15 09:45:00.280, 4, 16, 2820 MHz, 10251 MHz, P2, 68.52 W
0, 2026/09/15 09:45:00.480, 4, 16, 2835 MHz, 10251 MHz, P2, 77.04 W
