# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:39:04+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=float round=17
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
1, 2026/09/15 09:39:13.878, 4, 16, 2820 MHz, 10251 MHz, P2, 107.01 W
0, 2026/09/15 09:39:14.078, 4, 16, 2835 MHz, 10251 MHz, P2, 113.67 W
1, 2026/09/15 09:39:14.078, 4, 16, 2820 MHz, 10251 MHz, P2, 107.01 W
0, 2026/09/15 09:39:14.279, 4, 16, 2835 MHz, 10251 MHz, P2, 113.67 W
1, 2026/09/15 09:39:14.279, 4, 16, 2820 MHz, 10251 MHz, P2, 100.75 W
0, 2026/09/15 09:39:14.479, 4, 16, 2835 MHz, 10251 MHz, P2, 106.77 W
1, 2026/09/15 09:39:14.479, 4, 16, 2820 MHz, 10251 MHz, P2, 100.75 W
0, 2026/09/15 09:39:14.679, 4, 16, 2835 MHz, 10251 MHz, P2, 106.77 W
1, 2026/09/15 09:39:14.680, 4, 16, 2820 MHz, 10251 MHz, P2, 100.75 W
0, 2026/09/15 09:39:14.880, 4, 16, 2835 MHz, 10501 MHz, P0, 93.88 W
1, 2026/09/15 09:39:14.880, 4, 16, 2820 MHz, 10501 MHz, P0, 89.47 W
0, 2026/09/15 09:39:15.080, 4, 16, 2835 MHz, 10501 MHz, P0, 93.88 W
1, 2026/09/15 09:39:15.080, 4, 16, 2820 MHz, 10501 MHz, P0, 89.47 W
