# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:39:56+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=half round=22
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:39:56.343, 4, 16, 2835 MHz, 10501 MHz, P0, 84.03 W
1, 2026/09/15 09:39:56.349, 4, 16, 2820 MHz, 10501 MHz, P0, 80.41 W
0, 2026/09/15 09:39:56.554, 4, 16, 2835 MHz, 10501 MHz, P0, 84.03 W
1, 2026/09/15 09:39:56.554, 4, 16, 2820 MHz, 10501 MHz, P0, 80.41 W
0, 2026/09/15 09:39:56.755, 4, 16, 2835 MHz, 10501 MHz, P0, 84.03 W
1, 2026/09/15 09:39:56.755, 4, 16, 2820 MHz, 10501 MHz, P0, 78.86 W
0, 2026/09/15 09:39:56.955, 2, 16, 2835 MHz, 10501 MHz, P5, 83.82 W
1, 2026/09/15 09:39:56.977, 4, 16, 2820 MHz, 10501 MHz, P0, 78.86 W
0, 2026/09/15 09:39:57.177, 2, 16, 2835 MHz, 10501 MHz, P5, 83.82 W
1, 2026/09/15 09:39:57.178, 4, 16, 2820 MHz, 10501 MHz, P0, 78.86 W
0, 2026/09/15 09:39:57.378, 4, 16, 2520 MHz, 10251 MHz, P2, 67.59 W
1, 2026/09/15 09:39:57.378, 4, 16, 2520 MHz, 10251 MHz, P2, 72.78 W
0, 2026/09/15 09:39:57.578, 4, 16, 2520 MHz, 10251 MHz, P2, 67.59 W
1, 2026/09/15 09:39:57.578, 4, 16, 2520 MHz, 10251 MHz, P2, 72.78 W
0, 2026/09/15 09:39:57.779, 4, 16, 2520 MHz, 10251 MHz, P2, 67.59 W
1, 2026/09/15 09:39:57.779, 4, 16, 2520 MHz, 10251 MHz, P2, 68.30 W
0, 2026/09/15 09:39:57.979, 4, 16, 2520 MHz, 10251 MHz, P2, 64.67 W
1, 2026/09/15 09:39:57.979, 4, 16, 2520 MHz, 10251 MHz, P2, 68.30 W
0, 2026/09/15 09:39:58.180, 4, 16, 2520 MHz, 10251 MHz, P2, 64.67 W
1, 2026/09/15 09:39:58.180, 4, 16, 2520 MHz, 10251 MHz, P2, 68.30 W
0, 2026/09/15 09:39:58.380, 4, 16, 2835 MHz, 10251 MHz, P2, 75.74 W
1, 2026/09/15 09:39:58.380, 4, 16, 2820 MHz, 10251 MHz, P2, 74.20 W
0, 2026/09/15 09:39:58.580, 4, 16, 2835 MHz, 10251 MHz, P2, 75.74 W
1, 2026/09/15 09:39:58.581, 4, 16, 2820 MHz, 10251 MHz, P2, 74.20 W
0, 2026/09/15 09:39:58.781, 4, 16, 2835 MHz, 10251 MHz, P2, 75.74 W
1, 2026/09/15 09:39:58.781, 4, 16, 2820 MHz, 10251 MHz, P2, 89.88 W
0, 2026/09/15 09:39:58.981, 4, 16, 2835 MHz, 10251 MHz, P2, 94.55 W
1, 2026/09/15 09:39:58.982, 4, 16, 2820 MHz, 10251 MHz, P2, 89.88 W
0, 2026/09/15 09:39:59.182, 4, 16, 2835 MHz, 10251 MHz, P2, 94.55 W
1, 2026/09/15 09:39:59.182, 4, 16, 2820 MHz, 10251 MHz, P2, 89.88 W
0, 2026/09/15 09:39:59.382, 4, 16, 2835 MHz, 10251 MHz, P2, 108.23 W
1, 2026/09/15 09:39:59.383, 4, 16, 2820 MHz, 10251 MHz, P2, 101.82 W
0, 2026/09/15 09:39:59.583, 4, 16, 2835 MHz, 10251 MHz, P2, 108.23 W
1, 2026/09/15 09:39:59.583, 4, 16, 2820 MHz, 10251 MHz, P2, 101.82 W
0, 2026/09/15 09:39:59.783, 4, 16, 2835 MHz, 10251 MHz, P2, 108.23 W
1, 2026/09/15 09:39:59.783, 4, 16, 2820 MHz, 10251 MHz, P2, 105.58 W
0, 2026/09/15 09:39:59.984, 4, 16, 2835 MHz, 10251 MHz, P2, 111.65 W
1, 2026/09/15 09:39:59.984, 4, 16, 2820 MHz, 10251 MHz, P2, 105.58 W
0, 2026/09/15 09:40:00.184, 4, 16, 2835 MHz, 10251 MHz, P2, 111.65 W
1, 2026/09/15 09:40:00.184, 4, 16, 2820 MHz, 10251 MHz, P2, 105.58 W
0, 2026/09/15 09:40:00.385, 4, 16, 2835 MHz, 10251 MHz, P2, 112.65 W
1, 2026/09/15 09:40:00.385, 4, 16, 2820 MHz, 10251 MHz, P2, 107.08 W
0, 2026/09/15 09:40:00.585, 4, 16, 2835 MHz, 10251 MHz, P2, 112.65 W
1, 2026/09/15 09:40:00.585, 4, 16, 2820 MHz, 10251 MHz, P2, 107.08 W
0, 2026/09/15 09:40:00.785, 4, 16, 2835 MHz, 10251 MHz, P2, 112.65 W
1, 2026/09/15 09:40:00.786, 4, 16, 2820 MHz, 10251 MHz, P2, 107.06 W
0, 2026/09/15 09:40:00.986, 4, 16, 2835 MHz, 10251 MHz, P2, 113.85 W
1, 2026/09/15 09:40:00.986, 4, 16, 2820 MHz, 10251 MHz, P2, 107.06 W
0, 2026/09/15 09:40:01.186, 4, 16, 2835 MHz, 10251 MHz, P2, 113.85 W
1, 2026/09/15 09:40:01.186, 4, 16, 2820 MHz, 10251 MHz, P2, 107.06 W
0, 2026/09/15 09:40:01.387, 4, 16, 2835 MHz, 10251 MHz, P2, 114.36 W
1, 2026/09/15 09:40:01.387, 4, 16, 2820 MHz, 10251 MHz, P2, 107.65 W
0, 2026/09/15 09:40:01.587, 4, 16, 2835 MHz, 10251 MHz, P2, 114.36 W
1, 2026/09/15 09:40:01.587, 4, 16, 2820 MHz, 10251 MHz, P2, 107.65 W
0, 2026/09/15 09:40:01.788, 4, 16, 2835 MHz, 10251 MHz, P2, 114.36 W
1, 2026/09/15 09:40:01.788, 4, 16, 2820 MHz, 10251 MHz, P2, 108.71 W
0, 2026/09/15 09:40:01.988, 4, 16, 2835 MHz, 10251 MHz, P2, 116.23 W
1, 2026/09/15 09:40:01.988, 4, 16, 2820 MHz, 10251 MHz, P2, 108.71 W
0, 2026/09/15 09:40:02.188, 4, 16, 2835 MHz, 10251 MHz, P2, 116.23 W
1, 2026/09/15 09:40:02.189, 4, 16, 2820 MHz, 10251 MHz, P2, 108.71 W
0, 2026/09/15 09:40:02.389, 4, 16, 2835 MHz, 10251 MHz, P2, 116.42 W
1, 2026/09/15 09:40:02.389, 4, 16, 2820 MHz, 10251 MHz, P2, 108.16 W
0, 2026/09/15 09:40:02.589, 4, 16, 2835 MHz, 10251 MHz, P2, 116.42 W
1, 2026/09/15 09:40:02.590, 4, 16, 2820 MHz, 10251 MHz, P2, 108.16 W
0, 2026/09/15 09:40:02.790, 4, 16, 2835 MHz, 10251 MHz, P2, 116.42 W
1, 2026/09/15 09:40:02.790, 4, 16, 2820 MHz, 10251 MHz, P2, 108.29 W
0, 2026/09/15 09:40:02.990, 4, 16, 2835 MHz, 10251 MHz, P2, 116.01 W
1, 2026/09/15 09:40:02.990, 4, 16, 2820 MHz, 10251 MHz, P2, 108.29 W
0, 2026/09/15 09:40:03.191, 4, 16, 2835 MHz, 10251 MHz, P2, 116.01 W
1, 2026/09/15 09:40:03.191, 4, 16, 2820 MHz, 10251 MHz, P2, 108.29 W
0, 2026/09/15 09:40:03.391, 4, 16, 2835 MHz, 10251 MHz, P2, 117.52 W
1, 2026/09/15 09:40:03.391, 4, 16, 2820 MHz, 10251 MHz, P2, 107.88 W
0, 2026/09/15 09:40:03.591, 4, 16, 2835 MHz, 10251 MHz, P2, 117.52 W
1, 2026/09/15 09:40:03.592, 4, 16, 2820 MHz, 10251 MHz, P2, 107.88 W
0, 2026/09/15 09:40:03.792, 4, 16, 2835 MHz, 10251 MHz, P2, 117.52 W
1, 2026/09/15 09:40:03.792, 4, 16, 2820 MHz, 10251 MHz, P2, 108.93 W
0, 2026/09/15 09:40:03.992, 4, 16, 2835 MHz, 10251 MHz, P2, 117.29 W
1, 2026/09/15 09:40:03.992, 4, 16, 2820 MHz, 10251 MHz, P2, 108.93 W
