# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:35:02+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=half round=2
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:35:02.716, 1, 16, 210 MHz, 405 MHz, P8, 17.09 W
1, 2026/09/15 09:35:02.725, 1, 16, 210 MHz, 405 MHz, P8, 16.34 W
0, 2026/09/15 09:35:02.932, 1, 16, 210 MHz, 405 MHz, P8, 17.25 W
1, 2026/09/15 09:35:02.932, 1, 16, 210 MHz, 405 MHz, P8, 16.34 W
0, 2026/09/15 09:35:03.132, 1, 16, 210 MHz, 405 MHz, P8, 17.25 W
1, 2026/09/15 09:35:03.132, 1, 16, 210 MHz, 405 MHz, P8, 16.34 W
0, 2026/09/15 09:35:03.333, 1, 16, 210 MHz, 405 MHz, P8, 17.25 W
1, 2026/09/15 09:35:03.333, 1, 16, 210 MHz, 405 MHz, P8, 16.34 W
0, 2026/09/15 09:35:03.533, 1, 16, 210 MHz, 405 MHz, P8, 17.25 W
1, 2026/09/15 09:35:03.533, 1, 16, 210 MHz, 405 MHz, P8, 16.34 W
0, 2026/09/15 09:35:03.733, 1, 16, 210 MHz, 405 MHz, P8, 17.25 W
1, 2026/09/15 09:35:03.734, 4, 16, 2520 MHz, 10251 MHz, P2, 20.80 W
0, 2026/09/15 09:35:03.934, 4, 16, 2520 MHz, 10251 MHz, P2, 30.24 W
1, 2026/09/15 09:35:03.934, 4, 16, 2520 MHz, 10251 MHz, P2, 20.80 W
0, 2026/09/15 09:35:04.134, 4, 16, 2520 MHz, 10251 MHz, P2, 30.24 W
1, 2026/09/15 09:35:04.135, 4, 16, 2520 MHz, 10251 MHz, P2, 20.80 W
0, 2026/09/15 09:35:04.335, 4, 16, 2520 MHz, 10251 MHz, P2, 43.00 W
1, 2026/09/15 09:35:04.335, 4, 16, 2520 MHz, 10251 MHz, P2, 34.60 W
0, 2026/09/15 09:35:04.535, 4, 16, 2520 MHz, 10251 MHz, P2, 43.00 W
1, 2026/09/15 09:35:04.536, 4, 16, 2520 MHz, 10251 MHz, P2, 34.60 W
0, 2026/09/15 09:35:04.736, 4, 16, 2520 MHz, 10251 MHz, P2, 43.00 W
1, 2026/09/15 09:35:04.736, 4, 16, 2820 MHz, 10251 MHz, P2, 71.12 W
0, 2026/09/15 09:35:04.936, 4, 16, 2805 MHz, 10251 MHz, P2, 71.11 W
1, 2026/09/15 09:35:04.936, 4, 16, 2820 MHz, 10251 MHz, P2, 71.12 W
0, 2026/09/15 09:35:05.136, 4, 16, 2805 MHz, 10251 MHz, P2, 71.11 W
1, 2026/09/15 09:35:05.137, 4, 16, 2820 MHz, 10251 MHz, P2, 71.12 W
0, 2026/09/15 09:35:05.337, 4, 16, 2805 MHz, 10251 MHz, P2, 88.77 W
1, 2026/09/15 09:35:05.337, 4, 16, 2820 MHz, 10251 MHz, P2, 87.53 W
0, 2026/09/15 09:35:05.538, 4, 16, 2805 MHz, 10251 MHz, P2, 88.77 W
1, 2026/09/15 09:35:05.538, 4, 16, 2820 MHz, 10251 MHz, P2, 87.53 W
0, 2026/09/15 09:35:05.738, 4, 16, 2805 MHz, 10251 MHz, P2, 88.77 W
1, 2026/09/15 09:35:05.738, 4, 16, 2820 MHz, 10251 MHz, P2, 99.32 W
