# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:35:13+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=float round=3
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:35:13.850, 4, 16, 2835 MHz, 10501 MHz, P0, 83.31 W
1, 2026/09/15 09:35:13.857, 4, 16, 2820 MHz, 10501 MHz, P0, 78.96 W
0, 2026/09/15 09:35:14.062, 4, 16, 2835 MHz, 10501 MHz, P0, 83.31 W
1, 2026/09/15 09:35:14.062, 4, 16, 2820 MHz, 10501 MHz, P0, 78.96 W
0, 2026/09/15 09:35:14.262, 4, 16, 2835 MHz, 10501 MHz, P0, 82.75 W
1, 2026/09/15 09:35:14.262, 2, 16, 2820 MHz, 10501 MHz, P5, 77.61 W
0, 2026/09/15 09:35:14.463, 4, 16, 2835 MHz, 10501 MHz, P0, 82.75 W
1, 2026/09/15 09:35:14.464, 2, 16, 2820 MHz, 10501 MHz, P5, 77.61 W
0, 2026/09/15 09:35:14.665, 4, 16, 2835 MHz, 10501 MHz, P0, 82.75 W
1, 2026/09/15 09:35:14.665, 2, 16, 2820 MHz, 10501 MHz, P5, 77.61 W
0, 2026/09/15 09:35:14.865, 4, 16, 2520 MHz, 10251 MHz, P2, 74.35 W
1, 2026/09/15 09:35:14.865, 4, 16, 2520 MHz, 10251 MHz, P2, 57.88 W
0, 2026/09/15 09:35:15.065, 4, 16, 2520 MHz, 10251 MHz, P2, 74.35 W
1, 2026/09/15 09:35:15.066, 4, 16, 2520 MHz, 10251 MHz, P2, 57.88 W
0, 2026/09/15 09:35:15.266, 4, 16, 2520 MHz, 10251 MHz, P2, 67.68 W
1, 2026/09/15 09:35:15.266, 4, 16, 2520 MHz, 10251 MHz, P2, 53.49 W
0, 2026/09/15 09:35:15.466, 4, 16, 2520 MHz, 10251 MHz, P2, 67.68 W
1, 2026/09/15 09:35:15.466, 4, 16, 2520 MHz, 10251 MHz, P2, 53.49 W
0, 2026/09/15 09:35:15.667, 4, 16, 2520 MHz, 10251 MHz, P2, 67.68 W
1, 2026/09/15 09:35:15.667, 4, 16, 2520 MHz, 10251 MHz, P2, 53.49 W
0, 2026/09/15 09:35:15.867, 4, 16, 2835 MHz, 10251 MHz, P2, 74.56 W
1, 2026/09/15 09:35:15.867, 4, 16, 2820 MHz, 10251 MHz, P2, 72.64 W
0, 2026/09/15 09:35:16.067, 4, 16, 2835 MHz, 10251 MHz, P2, 74.56 W
1, 2026/09/15 09:35:16.067, 4, 16, 2820 MHz, 10251 MHz, P2, 72.64 W
0, 2026/09/15 09:35:16.268, 4, 16, 2835 MHz, 10251 MHz, P2, 94.54 W
1, 2026/09/15 09:35:16.268, 4, 16, 2820 MHz, 10251 MHz, P2, 89.64 W
0, 2026/09/15 09:35:16.468, 4, 16, 2835 MHz, 10251 MHz, P2, 94.54 W
1, 2026/09/15 09:35:16.468, 4, 16, 2820 MHz, 10251 MHz, P2, 89.64 W
0, 2026/09/15 09:35:16.668, 4, 16, 2835 MHz, 10251 MHz, P2, 94.54 W
1, 2026/09/15 09:35:16.669, 4, 16, 2820 MHz, 10251 MHz, P2, 89.64 W
0, 2026/09/15 09:35:16.869, 4, 16, 2835 MHz, 10251 MHz, P2, 108.31 W
1, 2026/09/15 09:35:16.869, 4, 16, 2820 MHz, 10251 MHz, P2, 101.29 W
0, 2026/09/15 09:35:17.069, 4, 16, 2835 MHz, 10251 MHz, P2, 108.31 W
1, 2026/09/15 09:35:17.069, 4, 16, 2820 MHz, 10251 MHz, P2, 101.29 W
0, 2026/09/15 09:35:17.269, 4, 16, 2835 MHz, 10251 MHz, P2, 110.94 W
1, 2026/09/15 09:35:17.270, 4, 16, 2820 MHz, 10251 MHz, P2, 103.74 W
0, 2026/09/15 09:35:17.470, 4, 16, 2835 MHz, 10251 MHz, P2, 110.94 W
1, 2026/09/15 09:35:17.470, 4, 16, 2820 MHz, 10251 MHz, P2, 103.74 W
0, 2026/09/15 09:35:17.670, 4, 16, 2835 MHz, 10251 MHz, P2, 110.94 W
1, 2026/09/15 09:35:17.670, 4, 16, 2820 MHz, 10251 MHz, P2, 103.74 W
0, 2026/09/15 09:35:17.871, 4, 16, 2835 MHz, 10251 MHz, P2, 111.93 W
1, 2026/09/15 09:35:17.871, 4, 16, 2820 MHz, 10251 MHz, P2, 104.75 W
0, 2026/09/15 09:35:18.071, 4, 16, 2835 MHz, 10251 MHz, P2, 111.93 W
1, 2026/09/15 09:35:18.071, 4, 16, 2820 MHz, 10251 MHz, P2, 104.75 W
0, 2026/09/15 09:35:18.271, 4, 16, 2835 MHz, 10251 MHz, P2, 112.40 W
1, 2026/09/15 09:35:18.272, 4, 16, 2820 MHz, 10251 MHz, P2, 105.11 W
0, 2026/09/15 09:35:18.472, 4, 16, 2835 MHz, 10251 MHz, P2, 112.40 W
1, 2026/09/15 09:35:18.472, 4, 16, 2820 MHz, 10251 MHz, P2, 105.11 W
0, 2026/09/15 09:35:18.673, 4, 16, 2835 MHz, 10251 MHz, P2, 112.40 W
1, 2026/09/15 09:35:18.673, 4, 16, 2820 MHz, 10251 MHz, P2, 105.11 W
0, 2026/09/15 09:35:18.873, 4, 16, 2835 MHz, 10251 MHz, P2, 112.11 W
1, 2026/09/15 09:35:18.873, 4, 16, 2820 MHz, 10251 MHz, P2, 104.58 W
0, 2026/09/15 09:35:19.073, 4, 16, 2835 MHz, 10251 MHz, P2, 112.11 W
1, 2026/09/15 09:35:19.074, 4, 16, 2820 MHz, 10251 MHz, P2, 104.58 W
0, 2026/09/15 09:35:19.274, 4, 16, 2835 MHz, 10251 MHz, P2, 112.66 W
1, 2026/09/15 09:35:19.274, 4, 16, 2820 MHz, 10251 MHz, P2, 105.27 W
0, 2026/09/15 09:35:19.474, 4, 16, 2835 MHz, 10251 MHz, P2, 112.66 W
1, 2026/09/15 09:35:19.474, 4, 16, 2820 MHz, 10251 MHz, P2, 105.27 W
0, 2026/09/15 09:35:19.675, 4, 16, 2835 MHz, 10251 MHz, P2, 112.66 W
1, 2026/09/15 09:35:19.675, 4, 16, 2820 MHz, 10251 MHz, P2, 105.27 W
0, 2026/09/15 09:35:19.875, 4, 16, 2835 MHz, 10251 MHz, P2, 113.19 W
1, 2026/09/15 09:35:19.875, 4, 16, 2820 MHz, 10251 MHz, P2, 105.43 W
0, 2026/09/15 09:35:20.076, 4, 16, 2835 MHz, 10251 MHz, P2, 113.19 W
1, 2026/09/15 09:35:20.076, 4, 16, 2820 MHz, 10251 MHz, P2, 105.43 W
0, 2026/09/15 09:35:20.276, 4, 16, 2835 MHz, 10251 MHz, P2, 112.71 W
1, 2026/09/15 09:35:20.276, 4, 16, 2820 MHz, 10251 MHz, P2, 104.97 W
0, 2026/09/15 09:35:20.477, 4, 16, 2835 MHz, 10251 MHz, P2, 112.71 W
1, 2026/09/15 09:35:20.477, 4, 16, 2820 MHz, 10251 MHz, P2, 104.97 W
0, 2026/09/15 09:35:20.677, 4, 16, 2835 MHz, 10251 MHz, P2, 112.71 W
1, 2026/09/15 09:35:20.677, 4, 16, 2820 MHz, 10251 MHz, P2, 104.97 W
0, 2026/09/15 09:35:20.878, 4, 16, 2835 MHz, 10251 MHz, P2, 114.01 W
1, 2026/09/15 09:35:20.878, 4, 16, 2820 MHz, 10251 MHz, P2, 106.43 W
0, 2026/09/15 09:35:21.078, 4, 16, 2835 MHz, 10251 MHz, P2, 114.01 W
1, 2026/09/15 09:35:21.078, 4, 16, 2820 MHz, 10251 MHz, P2, 106.43 W
0, 2026/09/15 09:35:21.279, 4, 16, 2835 MHz, 10251 MHz, P2, 114.13 W
