# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:40:46+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=float round=27
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:40:46.737, 4, 16, 2835 MHz, 10501 MHz, P0, 87.24 W
1, 2026/09/15 09:40:46.743, 4, 16, 2820 MHz, 10501 MHz, P0, 80.74 W
0, 2026/09/15 09:40:46.948, 4, 16, 2835 MHz, 10501 MHz, P0, 86.81 W
1, 2026/09/15 09:40:46.948, 4, 16, 2820 MHz, 10501 MHz, P0, 80.74 W
0, 2026/09/15 09:40:47.149, 4, 16, 2835 MHz, 10501 MHz, P0, 86.81 W
1, 2026/09/15 09:40:47.149, 4, 16, 2820 MHz, 10501 MHz, P0, 80.74 W
0, 2026/09/15 09:40:47.349, 4, 16, 2520 MHz, 10501 MHz, P0, 78.31 W
1, 2026/09/15 09:40:47.362, 2, 16, 2820 MHz, 10501 MHz, P5, 79.24 W
0, 2026/09/15 09:40:47.562, 4, 16, 2520 MHz, 10501 MHz, P0, 78.31 W
1, 2026/09/15 09:40:47.563, 2, 16, 2820 MHz, 10501 MHz, P5, 79.24 W
0, 2026/09/15 09:40:47.763, 4, 16, 2520 MHz, 10501 MHz, P0, 78.31 W
1, 2026/09/15 09:40:47.763, 4, 16, 2520 MHz, 10251 MHz, P2, 55.39 W
0, 2026/09/15 09:40:47.964, 4, 16, 2520 MHz, 10251 MHz, P2, 69.03 W
1, 2026/09/15 09:40:47.964, 4, 16, 2520 MHz, 10251 MHz, P2, 55.39 W
0, 2026/09/15 09:40:48.164, 4, 16, 2520 MHz, 10251 MHz, P2, 69.03 W
1, 2026/09/15 09:40:48.164, 4, 16, 2520 MHz, 10251 MHz, P2, 55.39 W
0, 2026/09/15 09:40:48.365, 4, 16, 2520 MHz, 10251 MHz, P2, 66.30 W
1, 2026/09/15 09:40:48.365, 4, 16, 2520 MHz, 10251 MHz, P2, 53.45 W
0, 2026/09/15 09:40:48.565, 4, 16, 2520 MHz, 10251 MHz, P2, 66.30 W
1, 2026/09/15 09:40:48.565, 4, 16, 2520 MHz, 10251 MHz, P2, 53.45 W
0, 2026/09/15 09:40:48.765, 4, 16, 2520 MHz, 10251 MHz, P2, 66.30 W
1, 2026/09/15 09:40:48.766, 4, 16, 2820 MHz, 10251 MHz, P2, 74.13 W
0, 2026/09/15 09:40:48.966, 4, 16, 2835 MHz, 10251 MHz, P2, 77.68 W
1, 2026/09/15 09:40:48.966, 4, 16, 2820 MHz, 10251 MHz, P2, 74.13 W
0, 2026/09/15 09:40:49.166, 4, 16, 2835 MHz, 10251 MHz, P2, 77.68 W
1, 2026/09/15 09:40:49.166, 4, 16, 2820 MHz, 10251 MHz, P2, 74.13 W
0, 2026/09/15 09:40:49.367, 4, 16, 2835 MHz, 10251 MHz, P2, 96.86 W
1, 2026/09/15 09:40:49.367, 4, 16, 2820 MHz, 10251 MHz, P2, 90.46 W
0, 2026/09/15 09:40:49.567, 4, 16, 2835 MHz, 10251 MHz, P2, 96.86 W
1, 2026/09/15 09:40:49.567, 4, 16, 2820 MHz, 10251 MHz, P2, 90.46 W
0, 2026/09/15 09:40:49.767, 4, 16, 2835 MHz, 10251 MHz, P2, 96.86 W
1, 2026/09/15 09:40:49.767, 4, 16, 2820 MHz, 10251 MHz, P2, 101.54 W
0, 2026/09/15 09:40:49.968, 4, 16, 2835 MHz, 10251 MHz, P2, 109.73 W
1, 2026/09/15 09:40:49.968, 4, 16, 2820 MHz, 10251 MHz, P2, 101.54 W
0, 2026/09/15 09:40:50.168, 4, 16, 2835 MHz, 10251 MHz, P2, 109.73 W
1, 2026/09/15 09:40:50.168, 4, 16, 2820 MHz, 10251 MHz, P2, 101.54 W
0, 2026/09/15 09:40:50.368, 4, 16, 2835 MHz, 10251 MHz, P2, 112.29 W
1, 2026/09/15 09:40:50.369, 4, 16, 2820 MHz, 10251 MHz, P2, 104.33 W
0, 2026/09/15 09:40:50.569, 4, 16, 2835 MHz, 10251 MHz, P2, 112.29 W
1, 2026/09/15 09:40:50.569, 4, 16, 2820 MHz, 10251 MHz, P2, 104.33 W
0, 2026/09/15 09:40:50.769, 4, 16, 2835 MHz, 10251 MHz, P2, 112.29 W
1, 2026/09/15 09:40:50.770, 4, 16, 2820 MHz, 10251 MHz, P2, 105.36 W
0, 2026/09/15 09:40:50.970, 4, 16, 2835 MHz, 10251 MHz, P2, 112.75 W
1, 2026/09/15 09:40:50.970, 4, 16, 2820 MHz, 10251 MHz, P2, 105.36 W
0, 2026/09/15 09:40:51.170, 4, 16, 2835 MHz, 10251 MHz, P2, 112.75 W
1, 2026/09/15 09:40:51.170, 4, 16, 2820 MHz, 10251 MHz, P2, 105.36 W
0, 2026/09/15 09:40:51.371, 4, 16, 2835 MHz, 10251 MHz, P2, 113.53 W
