# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T02:52:31+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixA dtype=float round=1
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 02:52:31.510, 1, 16, 210 MHz, 405 MHz, P8, 17.71 W
1, 2026/09/15 02:52:31.520, 1, 16, 210 MHz, 405 MHz, P8, 15.86 W
0, 2026/09/15 02:52:31.728, 1, 16, 210 MHz, 405 MHz, P8, 17.71 W
1, 2026/09/15 02:52:31.728, 1, 16, 210 MHz, 405 MHz, P8, 15.86 W
0, 2026/09/15 02:52:31.928, 1, 16, 210 MHz, 405 MHz, P8, 17.71 W
1, 2026/09/15 02:52:31.928, 1, 16, 210 MHz, 405 MHz, P8, 15.86 W
0, 2026/09/15 02:52:32.128, 1, 16, 210 MHz, 405 MHz, P8, 17.83 W
1, 2026/09/15 02:52:32.129, 1, 16, 210 MHz, 405 MHz, P8, 16.01 W
0, 2026/09/15 02:52:32.329, 1, 16, 210 MHz, 405 MHz, P8, 17.83 W
1, 2026/09/15 02:52:32.329, 1, 16, 210 MHz, 405 MHz, P8, 16.01 W
0, 2026/09/15 02:52:32.530, 1, 16, 210 MHz, 405 MHz, P8, 17.83 W
1, 2026/09/15 02:52:32.530, 4, 16, 2520 MHz, 10501 MHz, P2, 19.03 W
0, 2026/09/15 02:52:32.730, 4, 16, 2520 MHz, 10251 MHz, P2, 26.73 W
1, 2026/09/15 02:52:32.730, 4, 16, 2520 MHz, 10501 MHz, P2, 19.03 W
0, 2026/09/15 02:52:32.930, 4, 16, 2520 MHz, 10251 MHz, P2, 26.73 W
1, 2026/09/15 02:52:32.930, 4, 16, 2520 MHz, 10501 MHz, P2, 19.03 W
0, 2026/09/15 02:52:33.131, 4, 16, 2520 MHz, 10251 MHz, P2, 50.40 W
1, 2026/09/15 02:52:33.131, 4, 16, 2520 MHz, 10251 MHz, P2, 29.84 W
0, 2026/09/15 02:52:33.331, 4, 16, 2520 MHz, 10251 MHz, P2, 50.40 W
1, 2026/09/15 02:52:33.331, 4, 16, 2520 MHz, 10251 MHz, P2, 29.84 W
0, 2026/09/15 02:52:33.532, 4, 16, 2520 MHz, 10251 MHz, P2, 50.40 W
1, 2026/09/15 02:52:33.532, 4, 16, 2820 MHz, 10251 MHz, P2, 69.97 W
0, 2026/09/15 02:52:33.732, 4, 16, 2835 MHz, 10251 MHz, P2, 76.87 W
1, 2026/09/15 02:52:33.732, 4, 16, 2820 MHz, 10251 MHz, P2, 69.97 W
0, 2026/09/15 02:52:33.932, 4, 16, 2835 MHz, 10251 MHz, P2, 76.87 W
1, 2026/09/15 02:52:33.932, 4, 16, 2820 MHz, 10251 MHz, P2, 69.97 W
0, 2026/09/15 02:52:34.132, 4, 16, 2835 MHz, 10251 MHz, P2, 97.15 W
1, 2026/09/15 02:52:34.133, 4, 16, 2820 MHz, 10251 MHz, P2, 88.07 W
0, 2026/09/15 02:52:34.333, 4, 16, 2835 MHz, 10251 MHz, P2, 97.15 W
1, 2026/09/15 02:52:34.333, 4, 16, 2820 MHz, 10251 MHz, P2, 88.07 W
0, 2026/09/15 02:52:34.533, 4, 16, 2835 MHz, 10251 MHz, P2, 97.15 W
1, 2026/09/15 02:52:34.533, 4, 16, 2820 MHz, 10251 MHz, P2, 101.83 W
0, 2026/09/15 02:52:34.734, 4, 16, 2835 MHz, 10251 MHz, P2, 110.62 W
1, 2026/09/15 02:52:34.734, 4, 16, 2820 MHz, 10251 MHz, P2, 101.83 W
0, 2026/09/15 02:52:34.934, 4, 16, 2835 MHz, 10251 MHz, P2, 110.62 W
1, 2026/09/15 02:52:34.934, 4, 16, 2820 MHz, 10251 MHz, P2, 101.83 W
0, 2026/09/15 02:52:35.134, 4, 16, 2835 MHz, 10251 MHz, P2, 112.16 W
1, 2026/09/15 02:52:35.135, 4, 16, 2820 MHz, 10251 MHz, P2, 103.99 W
0, 2026/09/15 02:52:35.335, 4, 16, 2835 MHz, 10251 MHz, P2, 112.16 W
1, 2026/09/15 02:52:35.335, 4, 16, 2820 MHz, 10251 MHz, P2, 103.99 W
0, 2026/09/15 02:52:35.535, 4, 16, 2835 MHz, 10251 MHz, P2, 112.16 W
1, 2026/09/15 02:52:35.535, 4, 16, 2820 MHz, 10251 MHz, P2, 105.08 W
0, 2026/09/15 02:52:35.736, 4, 16, 2835 MHz, 10251 MHz, P2, 112.84 W
1, 2026/09/15 02:52:35.736, 4, 16, 2820 MHz, 10251 MHz, P2, 105.08 W
0, 2026/09/15 02:52:35.936, 4, 16, 2835 MHz, 10251 MHz, P2, 112.84 W
1, 2026/09/15 02:52:35.936, 4, 16, 2820 MHz, 10251 MHz, P2, 105.08 W
0, 2026/09/15 02:52:36.136, 4, 16, 2835 MHz, 10251 MHz, P2, 113.25 W
1, 2026/09/15 02:52:36.137, 4, 16, 2820 MHz, 10251 MHz, P2, 105.44 W
0, 2026/09/15 02:52:36.337, 4, 16, 2835 MHz, 10251 MHz, P2, 113.25 W
1, 2026/09/15 02:52:36.337, 4, 16, 2820 MHz, 10251 MHz, P2, 105.44 W
0, 2026/09/15 02:52:36.537, 4, 16, 2835 MHz, 10251 MHz, P2, 113.25 W
1, 2026/09/15 02:52:36.538, 4, 16, 2820 MHz, 10251 MHz, P2, 105.87 W
0, 2026/09/15 02:52:36.738, 4, 16, 2835 MHz, 10251 MHz, P2, 113.95 W
1, 2026/09/15 02:52:36.738, 4, 16, 2820 MHz, 10251 MHz, P2, 105.87 W
0, 2026/09/15 02:52:36.938, 4, 16, 2835 MHz, 10251 MHz, P2, 113.95 W
1, 2026/09/15 02:52:36.938, 4, 16, 2820 MHz, 10251 MHz, P2, 105.87 W
0, 2026/09/15 02:52:37.139, 4, 16, 2835 MHz, 10251 MHz, P2, 114.23 W
1, 2026/09/15 02:52:37.139, 4, 16, 2820 MHz, 10251 MHz, P2, 105.95 W
0, 2026/09/15 02:52:37.339, 4, 16, 2835 MHz, 10251 MHz, P2, 114.23 W
1, 2026/09/15 02:52:37.339, 4, 16, 2820 MHz, 10251 MHz, P2, 105.95 W
0, 2026/09/15 02:52:37.540, 4, 16, 2835 MHz, 10251 MHz, P2, 114.23 W
1, 2026/09/15 02:52:37.540, 4, 16, 2820 MHz, 10251 MHz, P2, 106.65 W
0, 2026/09/15 02:52:37.740, 4, 16, 2835 MHz, 10251 MHz, P2, 114.31 W
1, 2026/09/15 02:52:37.740, 4, 16, 2820 MHz, 10251 MHz, P2, 106.65 W
0, 2026/09/15 02:52:37.940, 4, 16, 2835 MHz, 10251 MHz, P2, 114.31 W
1, 2026/09/15 02:52:37.941, 4, 16, 2820 MHz, 10251 MHz, P2, 106.65 W
0, 2026/09/15 02:52:38.141, 4, 16, 2835 MHz, 10251 MHz, P2, 115.47 W
1, 2026/09/15 02:52:38.141, 4, 16, 2820 MHz, 10251 MHz, P2, 107.19 W
0, 2026/09/15 02:52:38.341, 4, 16, 2835 MHz, 10251 MHz, P2, 115.47 W
1, 2026/09/15 02:52:38.341, 4, 16, 2820 MHz, 10251 MHz, P2, 107.19 W
0, 2026/09/15 02:52:38.542, 4, 16, 2835 MHz, 10251 MHz, P2, 115.47 W
1, 2026/09/15 02:52:38.542, 4, 16, 2820 MHz, 10251 MHz, P2, 107.16 W
0, 2026/09/15 02:52:38.742, 4, 16, 2835 MHz, 10251 MHz, P2, 115.63 W
1, 2026/09/15 02:52:38.742, 4, 16, 2820 MHz, 10251 MHz, P2, 107.16 W
0, 2026/09/15 02:52:38.943, 4, 16, 2835 MHz, 10251 MHz, P2, 115.63 W
1, 2026/09/15 02:52:38.943, 4, 16, 2820 MHz, 10251 MHz, P2, 107.16 W
0, 2026/09/15 02:52:39.143, 4, 16, 2835 MHz, 10251 MHz, P2, 115.23 W
1, 2026/09/15 02:52:39.143, 4, 16, 2820 MHz, 10251 MHz, P2, 106.03 W
0, 2026/09/15 02:52:39.343, 4, 16, 2835 MHz, 10251 MHz, P2, 115.23 W
1, 2026/09/15 02:52:39.344, 4, 16, 2820 MHz, 10251 MHz, P2, 106.03 W
0, 2026/09/15 02:52:39.544, 4, 16, 2835 MHz, 10251 MHz, P2, 115.23 W
1, 2026/09/15 02:52:39.548, 4, 16, 2820 MHz, 10251 MHz, P0, 98.17 W
0, 2026/09/15 02:52:39.749, 4, 16, 2835 MHz, 10251 MHz, P2, 102.68 W
1, 2026/09/15 02:52:39.749, 4, 16, 2820 MHz, 10251 MHz, P0, 98.17 W
0, 2026/09/15 02:52:39.949, 4, 16, 2835 MHz, 10251 MHz, P2, 102.68 W
1, 2026/09/15 02:52:39.949, 4, 16, 2820 MHz, 10251 MHz, P0, 98.17 W
0, 2026/09/15 02:52:40.149, 4, 16, 2835 MHz, 10501 MHz, P0, 89.22 W
1, 2026/09/15 02:52:40.150, 4, 16, 2820 MHz, 10501 MHz, P0, 86.31 W
