# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:39:25+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=float round=19
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:39:25.633, 4, 16, 2835 MHz, 10501 MHz, P0, 84.40 W
1, 2026/09/15 09:39:25.639, 4, 16, 2820 MHz, 10501 MHz, P0, 80.06 W
0, 2026/09/15 09:39:25.844, 2, 16, 2835 MHz, 10501 MHz, P5, 83.75 W
1, 2026/09/15 09:39:25.844, 4, 16, 2820 MHz, 10501 MHz, P0, 78.73 W
0, 2026/09/15 09:39:26.044, 2, 16, 2835 MHz, 10501 MHz, P5, 83.75 W
1, 2026/09/15 09:39:26.044, 4, 16, 2820 MHz, 10501 MHz, P0, 78.73 W
0, 2026/09/15 09:39:26.244, 2, 16, 2835 MHz, 10501 MHz, P5, 83.75 W
1, 2026/09/15 09:39:26.273, 2, 16, 780 MHz, 810 MHz, P5, 67.81 W
0, 2026/09/15 09:39:26.474, 4, 16, 2520 MHz, 10501 MHz, P0, 59.89 W
1, 2026/09/15 09:39:26.474, 2, 16, 780 MHz, 810 MHz, P5, 67.81 W
0, 2026/09/15 09:39:26.674, 4, 16, 2520 MHz, 10501 MHz, P0, 59.89 W
1, 2026/09/15 09:39:26.674, 2, 16, 780 MHz, 810 MHz, P5, 67.81 W
0, 2026/09/15 09:39:26.874, 4, 16, 2520 MHz, 10251 MHz, P2, 51.22 W
1, 2026/09/15 09:39:26.875, 4, 16, 2520 MHz, 10251 MHz, P2, 55.21 W
0, 2026/09/15 09:39:27.075, 4, 16, 2520 MHz, 10251 MHz, P2, 51.22 W
1, 2026/09/15 09:39:27.075, 4, 16, 2520 MHz, 10251 MHz, P2, 55.21 W
0, 2026/09/15 09:39:27.275, 4, 16, 2520 MHz, 10251 MHz, P2, 51.22 W
1, 2026/09/15 09:39:27.275, 4, 16, 2520 MHz, 10251 MHz, P2, 58.57 W
0, 2026/09/15 09:39:27.476, 4, 16, 2520 MHz, 10251 MHz, P2, 63.92 W
1, 2026/09/15 09:39:27.476, 4, 16, 2520 MHz, 10251 MHz, P2, 58.57 W
0, 2026/09/15 09:39:27.676, 4, 16, 2520 MHz, 10251 MHz, P2, 63.92 W
1, 2026/09/15 09:39:27.676, 4, 16, 2520 MHz, 10251 MHz, P2, 58.57 W
0, 2026/09/15 09:39:27.877, 4, 16, 2835 MHz, 10251 MHz, P2, 80.23 W
1, 2026/09/15 09:39:27.877, 4, 16, 2820 MHz, 10251 MHz, P2, 77.10 W
0, 2026/09/15 09:39:28.077, 4, 16, 2835 MHz, 10251 MHz, P2, 80.23 W
1, 2026/09/15 09:39:28.077, 4, 16, 2820 MHz, 10251 MHz, P2, 77.10 W
0, 2026/09/15 09:39:28.277, 4, 16, 2835 MHz, 10251 MHz, P2, 80.23 W
1, 2026/09/15 09:39:28.277, 4, 16, 2820 MHz, 10251 MHz, P2, 94.67 W
0, 2026/09/15 09:39:28.478, 4, 16, 2835 MHz, 10251 MHz, P2, 99.38 W
1, 2026/09/15 09:39:28.478, 4, 16, 2820 MHz, 10251 MHz, P2, 94.67 W
0, 2026/09/15 09:39:28.678, 4, 16, 2835 MHz, 10251 MHz, P2, 99.38 W
1, 2026/09/15 09:39:28.678, 4, 16, 2820 MHz, 10251 MHz, P2, 94.67 W
0, 2026/09/15 09:39:28.879, 4, 16, 2835 MHz, 10251 MHz, P2, 108.79 W
1, 2026/09/15 09:39:28.879, 4, 16, 2820 MHz, 10251 MHz, P2, 103.77 W
0, 2026/09/15 09:39:29.079, 4, 16, 2835 MHz, 10251 MHz, P2, 108.79 W
1, 2026/09/15 09:39:29.079, 4, 16, 2820 MHz, 10251 MHz, P2, 103.77 W
0, 2026/09/15 09:39:29.279, 4, 16, 2835 MHz, 10251 MHz, P2, 108.79 W
1, 2026/09/15 09:39:29.279, 4, 16, 2820 MHz, 10251 MHz, P2, 105.93 W
0, 2026/09/15 09:39:29.480, 4, 16, 2835 MHz, 10251 MHz, P2, 111.36 W
1, 2026/09/15 09:39:29.480, 4, 16, 2820 MHz, 10251 MHz, P2, 105.93 W
0, 2026/09/15 09:39:29.680, 4, 16, 2835 MHz, 10251 MHz, P2, 111.36 W
1, 2026/09/15 09:39:29.680, 4, 16, 2820 MHz, 10251 MHz, P2, 105.93 W
0, 2026/09/15 09:39:29.880, 4, 16, 2835 MHz, 10251 MHz, P2, 112.49 W
1, 2026/09/15 09:39:29.881, 4, 16, 2820 MHz, 10251 MHz, P2, 106.57 W
0, 2026/09/15 09:39:30.081, 4, 16, 2835 MHz, 10251 MHz, P2, 112.49 W
1, 2026/09/15 09:39:30.081, 4, 16, 2820 MHz, 10251 MHz, P2, 106.57 W
0, 2026/09/15 09:39:30.281, 4, 16, 2835 MHz, 10251 MHz, P2, 112.49 W
1, 2026/09/15 09:39:30.281, 4, 16, 2820 MHz, 10251 MHz, P2, 106.95 W
0, 2026/09/15 09:39:30.482, 4, 16, 2835 MHz, 10251 MHz, P2, 113.37 W
1, 2026/09/15 09:39:30.482, 4, 16, 2820 MHz, 10251 MHz, P2, 106.95 W
0, 2026/09/15 09:39:30.682, 4, 16, 2835 MHz, 10251 MHz, P2, 113.37 W
1, 2026/09/15 09:39:30.682, 4, 16, 2820 MHz, 10251 MHz, P2, 106.95 W
0, 2026/09/15 09:39:30.882, 4, 16, 2835 MHz, 10251 MHz, P2, 113.82 W
1, 2026/09/15 09:39:30.883, 4, 16, 2820 MHz, 10251 MHz, P2, 106.87 W
0, 2026/09/15 09:39:31.083, 4, 16, 2835 MHz, 10251 MHz, P2, 113.82 W
1, 2026/09/15 09:39:31.083, 4, 16, 2820 MHz, 10251 MHz, P2, 106.87 W
0, 2026/09/15 09:39:31.283, 4, 16, 2835 MHz, 10251 MHz, P2, 113.82 W
1, 2026/09/15 09:39:31.283, 4, 16, 2820 MHz, 10251 MHz, P2, 107.57 W
0, 2026/09/15 09:39:31.484, 4, 16, 2835 MHz, 10251 MHz, P2, 114.31 W
1, 2026/09/15 09:39:31.484, 4, 16, 2820 MHz, 10251 MHz, P2, 107.57 W
0, 2026/09/15 09:39:31.684, 4, 16, 2835 MHz, 10251 MHz, P2, 114.31 W
1, 2026/09/15 09:39:31.684, 4, 16, 2820 MHz, 10251 MHz, P2, 107.57 W
0, 2026/09/15 09:39:31.884, 4, 16, 2835 MHz, 10251 MHz, P2, 114.63 W
1, 2026/09/15 09:39:31.885, 4, 16, 2820 MHz, 10251 MHz, P2, 107.52 W
0, 2026/09/15 09:39:32.085, 4, 16, 2835 MHz, 10251 MHz, P2, 114.63 W
1, 2026/09/15 09:39:32.085, 4, 16, 2820 MHz, 10251 MHz, P2, 107.52 W
0, 2026/09/15 09:39:32.285, 4, 16, 2835 MHz, 10251 MHz, P2, 114.63 W
1, 2026/09/15 09:39:32.285, 4, 16, 2820 MHz, 10251 MHz, P2, 107.17 W
0, 2026/09/15 09:39:32.485, 4, 16, 2835 MHz, 10251 MHz, P2, 114.58 W
1, 2026/09/15 09:39:32.486, 4, 16, 2820 MHz, 10251 MHz, P2, 107.17 W
0, 2026/09/15 09:39:32.686, 4, 16, 2835 MHz, 10251 MHz, P2, 114.58 W
1, 2026/09/15 09:39:32.686, 4, 16, 2820 MHz, 10251 MHz, P2, 107.17 W
0, 2026/09/15 09:39:32.886, 4, 16, 2835 MHz, 10251 MHz, P2, 115.52 W
1, 2026/09/15 09:39:32.886, 4, 16, 2820 MHz, 10251 MHz, P2, 108.18 W
0, 2026/09/15 09:39:33.087, 4, 16, 2835 MHz, 10251 MHz, P2, 115.52 W
1, 2026/09/15 09:39:33.087, 4, 16, 2820 MHz, 10251 MHz, P2, 108.18 W
0, 2026/09/15 09:39:33.287, 4, 16, 2835 MHz, 10251 MHz, P2, 115.52 W
1, 2026/09/15 09:39:33.287, 4, 16, 2820 MHz, 10251 MHz, P2, 108.14 W
0, 2026/09/15 09:39:33.487, 4, 16, 2835 MHz, 10251 MHz, P2, 115.23 W
1, 2026/09/15 09:39:33.487, 4, 16, 2820 MHz, 10251 MHz, P2, 108.14 W
0, 2026/09/15 09:39:33.688, 4, 16, 2835 MHz, 10251 MHz, P2, 115.23 W
1, 2026/09/15 09:39:33.688, 4, 16, 2820 MHz, 10251 MHz, P2, 108.14 W
0, 2026/09/15 09:39:33.888, 4, 16, 2835 MHz, 10251 MHz, P2, 114.17 W
1, 2026/09/15 09:39:33.888, 4, 16, 2820 MHz, 10251 MHz, P2, 107.13 W
0, 2026/09/15 09:39:34.089, 4, 16, 2835 MHz, 10251 MHz, P2, 114.17 W
1, 2026/09/15 09:39:34.089, 4, 16, 2820 MHz, 10251 MHz, P2, 107.13 W
0, 2026/09/15 09:39:34.290, 4, 16, 2835 MHz, 10251 MHz, P2, 105.22 W
1, 2026/09/15 09:39:34.313, 4, 16, 2820 MHz, 10501 MHz, P0, 99.87 W
0, 2026/09/15 09:39:34.513, 4, 16, 2835 MHz, 10251 MHz, P2, 105.22 W
1, 2026/09/15 09:39:34.513, 4, 16, 2820 MHz, 10501 MHz, P0, 99.87 W
0, 2026/09/15 09:39:34.713, 4, 16, 2835 MHz, 10251 MHz, P2, 105.22 W
1, 2026/09/15 09:39:34.714, 4, 16, 2820 MHz, 10501 MHz, P0, 99.87 W
