# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:42:35+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=half round=38
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:42:35.419, 4, 16, 2835 MHz, 10501 MHz, P0, 88.74 W
1, 2026/09/15 09:42:35.425, 4, 16, 2820 MHz, 10501 MHz, P0, 80.32 W
0, 2026/09/15 09:42:35.630, 4, 16, 2835 MHz, 10501 MHz, P0, 88.74 W
1, 2026/09/15 09:42:35.630, 4, 16, 2820 MHz, 10501 MHz, P0, 80.32 W
0, 2026/09/15 09:42:35.830, 4, 16, 2835 MHz, 10501 MHz, P0, 88.14 W
1, 2026/09/15 09:42:35.830, 4, 16, 2820 MHz, 10501 MHz, P0, 78.89 W
0, 2026/09/15 09:42:36.031, 4, 16, 2835 MHz, 10501 MHz, P0, 88.14 W
1, 2026/09/15 09:42:36.031, 4, 16, 2820 MHz, 10501 MHz, P0, 78.89 W
0, 2026/09/15 09:42:36.231, 4, 16, 2835 MHz, 10501 MHz, P0, 88.14 W
1, 2026/09/15 09:42:36.232, 4, 16, 2820 MHz, 10501 MHz, P0, 78.89 W
0, 2026/09/15 09:42:36.433, 4, 16, 2520 MHz, 10251 MHz, P2, 74.34 W
1, 2026/09/15 09:42:36.433, 4, 16, 2520 MHz, 10501 MHz, P0, 72.32 W
0, 2026/09/15 09:42:36.633, 4, 16, 2520 MHz, 10251 MHz, P2, 74.34 W
1, 2026/09/15 09:42:36.634, 4, 16, 2520 MHz, 10501 MHz, P0, 72.32 W
0, 2026/09/15 09:42:36.834, 4, 16, 2520 MHz, 10251 MHz, P2, 66.53 W
1, 2026/09/15 09:42:36.834, 4, 16, 2520 MHz, 10251 MHz, P2, 66.92 W
0, 2026/09/15 09:42:37.034, 4, 16, 2520 MHz, 10251 MHz, P2, 66.53 W
1, 2026/09/15 09:42:37.035, 4, 16, 2520 MHz, 10251 MHz, P2, 66.92 W
0, 2026/09/15 09:42:37.235, 4, 16, 2520 MHz, 10251 MHz, P2, 66.53 W
1, 2026/09/15 09:42:37.235, 4, 16, 2520 MHz, 10251 MHz, P2, 66.92 W
0, 2026/09/15 09:42:37.435, 4, 16, 2835 MHz, 10251 MHz, P2, 74.20 W
1, 2026/09/15 09:42:37.435, 4, 16, 2820 MHz, 10251 MHz, P2, 71.44 W
0, 2026/09/15 09:42:37.636, 4, 16, 2835 MHz, 10251 MHz, P2, 74.20 W
1, 2026/09/15 09:42:37.636, 4, 16, 2820 MHz, 10251 MHz, P2, 71.44 W
0, 2026/09/15 09:42:37.836, 4, 16, 2835 MHz, 10251 MHz, P2, 94.67 W
1, 2026/09/15 09:42:37.836, 4, 16, 2820 MHz, 10251 MHz, P2, 89.21 W
0, 2026/09/15 09:42:38.036, 4, 16, 2835 MHz, 10251 MHz, P2, 94.67 W
1, 2026/09/15 09:42:38.036, 4, 16, 2820 MHz, 10251 MHz, P2, 89.21 W
0, 2026/09/15 09:42:38.237, 4, 16, 2835 MHz, 10251 MHz, P2, 94.67 W
1, 2026/09/15 09:42:38.237, 4, 16, 2820 MHz, 10251 MHz, P2, 89.21 W
0, 2026/09/15 09:42:38.437, 4, 16, 2835 MHz, 10251 MHz, P2, 112.17 W
1, 2026/09/15 09:42:38.437, 4, 16, 2820 MHz, 10251 MHz, P2, 104.09 W
0, 2026/09/15 09:42:38.638, 4, 16, 2835 MHz, 10251 MHz, P2, 112.17 W
1, 2026/09/15 09:42:38.638, 4, 16, 2820 MHz, 10251 MHz, P2, 104.09 W
0, 2026/09/15 09:42:38.838, 4, 16, 2835 MHz, 10251 MHz, P2, 115.33 W
1, 2026/09/15 09:42:38.838, 4, 16, 2820 MHz, 10251 MHz, P2, 106.86 W
0, 2026/09/15 09:42:39.038, 4, 16, 2835 MHz, 10251 MHz, P2, 115.33 W
1, 2026/09/15 09:42:39.039, 4, 16, 2820 MHz, 10251 MHz, P2, 106.86 W
0, 2026/09/15 09:42:39.239, 4, 16, 2835 MHz, 10251 MHz, P2, 115.33 W
1, 2026/09/15 09:42:39.239, 4, 16, 2820 MHz, 10251 MHz, P2, 106.86 W
0, 2026/09/15 09:42:39.439, 4, 16, 2835 MHz, 10251 MHz, P2, 116.46 W
1, 2026/09/15 09:42:39.440, 4, 16, 2820 MHz, 10251 MHz, P2, 107.69 W
0, 2026/09/15 09:42:39.640, 4, 16, 2835 MHz, 10251 MHz, P2, 116.46 W
1, 2026/09/15 09:42:39.640, 4, 16, 2820 MHz, 10251 MHz, P2, 107.69 W
