# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:41:37+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=half round=32
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:41:37.840, 4, 16, 2835 MHz, 10501 MHz, P0, 87.48 W
1, 2026/09/15 09:41:37.847, 4, 16, 2820 MHz, 10501 MHz, P0, 79.63 W
0, 2026/09/15 09:41:38.052, 4, 16, 2835 MHz, 10501 MHz, P0, 87.48 W
1, 2026/09/15 09:41:38.052, 4, 16, 2820 MHz, 10501 MHz, P0, 79.63 W
0, 2026/09/15 09:41:38.252, 4, 16, 2835 MHz, 10501 MHz, P0, 87.48 W
1, 2026/09/15 09:41:38.252, 4, 16, 2820 MHz, 10501 MHz, P0, 79.63 W
0, 2026/09/15 09:41:38.453, 4, 16, 2835 MHz, 10501 MHz, P0, 87.48 W
1, 2026/09/15 09:41:38.470, 2, 16, 2820 MHz, 10501 MHz, P5, 79.08 W
0, 2026/09/15 09:41:38.670, 4, 16, 2835 MHz, 10501 MHz, P0, 87.48 W
1, 2026/09/15 09:41:38.671, 2, 16, 2820 MHz, 10501 MHz, P5, 79.08 W
0, 2026/09/15 09:41:38.871, 4, 16, 2520 MHz, 10251 MHz, P2, 69.25 W
1, 2026/09/15 09:41:38.871, 4, 16, 2520 MHz, 10251 MHz, P2, 49.95 W
0, 2026/09/15 09:41:39.071, 4, 16, 2520 MHz, 10251 MHz, P2, 69.25 W
1, 2026/09/15 09:41:39.072, 4, 16, 2520 MHz, 10251 MHz, P2, 49.95 W
0, 2026/09/15 09:41:39.272, 4, 16, 2520 MHz, 10251 MHz, P2, 69.25 W
1, 2026/09/15 09:41:39.272, 4, 16, 2520 MHz, 10251 MHz, P2, 50.62 W
0, 2026/09/15 09:41:39.472, 4, 16, 2520 MHz, 10251 MHz, P2, 67.06 W
1, 2026/09/15 09:41:39.472, 4, 16, 2520 MHz, 10251 MHz, P2, 50.62 W
0, 2026/09/15 09:41:39.673, 4, 16, 2520 MHz, 10251 MHz, P2, 67.06 W
1, 2026/09/15 09:41:39.688, 4, 16, 2520 MHz, 10251 MHz, P2, 50.62 W
0, 2026/09/15 09:41:39.889, 4, 16, 2835 MHz, 10251 MHz, P2, 76.58 W
1, 2026/09/15 09:41:39.889, 4, 16, 2820 MHz, 10251 MHz, P2, 73.00 W
0, 2026/09/15 09:41:40.089, 4, 16, 2835 MHz, 10251 MHz, P2, 76.58 W
1, 2026/09/15 09:41:40.089, 4, 16, 2820 MHz, 10251 MHz, P2, 73.00 W
