# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T02:53:36+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixA dtype=float round=4
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 02:53:36.855, 4, 16, 2835 MHz, 10501 MHz, P0, 87.18 W
1, 2026/09/15 02:53:36.865, 4, 16, 2820 MHz, 10501 MHz, P0, 84.42 W
0, 2026/09/15 02:53:37.071, 4, 16, 2835 MHz, 10501 MHz, P0, 87.18 W
1, 2026/09/15 02:53:37.072, 4, 16, 2820 MHz, 10501 MHz, P0, 78.98 W
0, 2026/09/15 02:53:37.272, 4, 16, 2835 MHz, 10501 MHz, P0, 86.13 W
1, 2026/09/15 02:53:37.272, 4, 16, 2820 MHz, 10501 MHz, P0, 78.98 W
0, 2026/09/15 02:53:37.472, 4, 16, 2835 MHz, 10501 MHz, P0, 86.13 W
1, 2026/09/15 02:53:37.484, 4, 16, 2820 MHz, 10501 MHz, P0, 78.98 W
0, 2026/09/15 02:53:37.684, 4, 16, 2520 MHz, 10501 MHz, P0, 70.28 W
1, 2026/09/15 02:53:37.684, 2, 16, 705 MHz, 810 MHz, P5, 66.79 W
0, 2026/09/15 02:53:37.894, 4, 16, 2520 MHz, 10501 MHz, P0, 70.28 W
1, 2026/09/15 02:53:37.894, 2, 16, 705 MHz, 810 MHz, P5, 66.79 W
0, 2026/09/15 02:53:38.094, 4, 16, 2520 MHz, 10501 MHz, P0, 70.28 W
1, 2026/09/15 02:53:38.095, 4, 16, 2520 MHz, 10251 MHz, P2, 54.72 W
0, 2026/09/15 02:53:38.295, 4, 16, 2520 MHz, 10251 MHz, P2, 60.73 W
1, 2026/09/15 02:53:38.295, 4, 16, 2520 MHz, 10251 MHz, P2, 54.72 W
