# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm --format=csv -lms 500" date=2026-09-15T02:38:06+00:00 gpu="RTX 4090 x2" driver=610.57.04 tool_sha=717b683182 nccl=libnccl.so.2.28.9 exp=EXP-020 arm=shm0_p2pPIX_protoDEF knobs="NCCL_SHM_DISABLE=0 NCCL_P2P_LEVEL=PIX"
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz]
0, 2026/09/15 02:38:06.717, 4, 16, 2805 MHz
1, 2026/09/15 02:38:06.722, 2, 16, 2790 MHz
0, 2026/09/15 02:38:07.225, 2, 16, 2805 MHz
1, 2026/09/15 02:38:07.225, 2, 16, 2790 MHz
0, 2026/09/15 02:38:07.725, 2, 16, 720 MHz
1, 2026/09/15 02:38:07.726, 2, 16, 615 MHz
0, 2026/09/15 02:38:08.249, 4, 16, 2520 MHz
1, 2026/09/15 02:38:08.249, 2, 16, 420 MHz
0, 2026/09/15 02:38:08.749, 4, 16, 2520 MHz
1, 2026/09/15 02:38:08.750, 4, 16, 2520 MHz
0, 2026/09/15 02:38:09.250, 4, 16, 2805 MHz
1, 2026/09/15 02:38:09.250, 4, 16, 2790 MHz
0, 2026/09/15 02:38:09.750, 4, 16, 2805 MHz
1, 2026/09/15 02:38:09.750, 4, 16, 2790 MHz
0, 2026/09/15 02:38:10.250, 4, 16, 2805 MHz
1, 2026/09/15 02:38:10.251, 4, 16, 2790 MHz
0, 2026/09/15 02:38:10.751, 4, 16, 2805 MHz
1, 2026/09/15 02:38:10.751, 4, 16, 2790 MHz
0, 2026/09/15 02:38:11.251, 4, 16, 2805 MHz
1, 2026/09/15 02:38:11.252, 4, 16, 2790 MHz
0, 2026/09/15 02:38:11.752, 4, 16, 2805 MHz
1, 2026/09/15 02:38:11.752, 4, 16, 2790 MHz
0, 2026/09/15 02:38:12.252, 4, 16, 2805 MHz
1, 2026/09/15 02:38:12.252, 4, 16, 2790 MHz
0, 2026/09/15 02:38:12.753, 4, 16, 2805 MHz
1, 2026/09/15 02:38:12.753, 4, 16, 2790 MHz
0, 2026/09/15 02:38:13.253, 4, 16, 2805 MHz
1, 2026/09/15 02:38:13.254, 4, 16, 2790 MHz
0, 2026/09/15 02:38:13.754, 4, 16, 2805 MHz
1, 2026/09/15 02:38:13.754, 4, 16, 2790 MHz
0, 2026/09/15 02:38:14.254, 4, 16, 2805 MHz
1, 2026/09/15 02:38:14.254, 4, 16, 2790 MHz
0, 2026/09/15 02:38:14.754, 4, 16, 2805 MHz
1, 2026/09/15 02:38:14.755, 4, 16, 2790 MHz
0, 2026/09/15 02:38:15.255, 4, 16, 2805 MHz
1, 2026/09/15 02:38:15.255, 4, 16, 2790 MHz
0, 2026/09/15 02:38:15.755, 4, 16, 2805 MHz
1, 2026/09/15 02:38:15.756, 4, 16, 2790 MHz
0, 2026/09/15 02:38:16.256, 4, 16, 2805 MHz
1, 2026/09/15 02:38:16.256, 4, 16, 2790 MHz
