# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:36:31+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=half round=4
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:36:31.558, 4, 16, 2835 MHz, 10501 MHz, P0, 82.97 W
1, 2026/09/15 09:36:31.565, 4, 16, 2820 MHz, 10501 MHz, P0, 79.88 W
0, 2026/09/15 09:36:31.771, 4, 16, 2835 MHz, 10501 MHz, P0, 82.36 W
1, 2026/09/15 09:36:31.771, 4, 16, 2820 MHz, 10501 MHz, P0, 78.69 W
0, 2026/09/15 09:36:31.971, 4, 16, 2835 MHz, 10501 MHz, P0, 82.36 W
1, 2026/09/15 09:36:31.971, 4, 16, 2820 MHz, 10501 MHz, P0, 78.69 W
0, 2026/09/15 09:36:32.171, 4, 16, 2835 MHz, 10501 MHz, P0, 82.36 W
1, 2026/09/15 09:36:32.177, 4, 16, 2820 MHz, 10501 MHz, P0, 78.69 W
0, 2026/09/15 09:36:32.377, 4, 16, 2520 MHz, 10501 MHz, P0, 61.91 W
1, 2026/09/15 09:36:32.377, 2, 16, 825 MHz, 810 MHz, P5, 70.57 W
0, 2026/09/15 09:36:32.577, 4, 16, 2520 MHz, 10501 MHz, P0, 61.91 W
1, 2026/09/15 09:36:32.577, 2, 16, 825 MHz, 810 MHz, P5, 70.57 W
0, 2026/09/15 09:36:32.778, 4, 16, 2520 MHz, 10251 MHz, P2, 53.90 W
1, 2026/09/15 09:36:32.778, 4, 16, 2520 MHz, 10251 MHz, P2, 59.22 W
0, 2026/09/15 09:36:32.978, 4, 16, 2520 MHz, 10251 MHz, P2, 53.90 W
1, 2026/09/15 09:36:32.978, 4, 16, 2520 MHz, 10251 MHz, P2, 59.22 W
0, 2026/09/15 09:36:33.178, 4, 16, 2520 MHz, 10251 MHz, P2, 53.90 W
1, 2026/09/15 09:36:33.179, 4, 16, 2520 MHz, 10251 MHz, P2, 59.22 W
0, 2026/09/15 09:36:33.379, 4, 16, 2835 MHz, 10251 MHz, P2, 69.18 W
1, 2026/09/15 09:36:33.379, 4, 16, 2820 MHz, 10251 MHz, P2, 59.11 W
0, 2026/09/15 09:36:33.579, 4, 16, 2835 MHz, 10251 MHz, P2, 69.18 W
1, 2026/09/15 09:36:33.579, 4, 16, 2820 MHz, 10251 MHz, P2, 59.11 W
0, 2026/09/15 09:36:33.780, 4, 16, 2835 MHz, 10251 MHz, P2, 87.78 W
1, 2026/09/15 09:36:33.780, 4, 16, 2820 MHz, 10251 MHz, P2, 80.72 W
