# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:40:26+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=float round=25
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:40:26.658, 4, 16, 2835 MHz, 10501 MHz, P0, 86.23 W
1, 2026/09/15 09:40:26.664, 4, 16, 2820 MHz, 10501 MHz, P0, 80.31 W
0, 2026/09/15 09:40:26.869, 2, 16, 2520 MHz, 10501 MHz, P5, 86.16 W
1, 2026/09/15 09:40:26.869, 4, 16, 2520 MHz, 10501 MHz, P0, 78.94 W
0, 2026/09/15 09:40:27.069, 2, 16, 2520 MHz, 10501 MHz, P5, 86.16 W
1, 2026/09/15 09:40:27.070, 4, 16, 2520 MHz, 10501 MHz, P0, 78.94 W
0, 2026/09/15 09:40:27.270, 2, 16, 2520 MHz, 10501 MHz, P5, 86.16 W
1, 2026/09/15 09:40:27.301, 2, 16, 780 MHz, 810 MHz, P5, 66.74 W
0, 2026/09/15 09:40:27.502, 4, 16, 2520 MHz, 10501 MHz, P0, 57.87 W
1, 2026/09/15 09:40:27.502, 2, 16, 780 MHz, 810 MHz, P5, 66.74 W
0, 2026/09/15 09:40:27.703, 4, 16, 2520 MHz, 10501 MHz, P0, 57.87 W
1, 2026/09/15 09:40:27.703, 2, 16, 780 MHz, 810 MHz, P5, 66.74 W
0, 2026/09/15 09:40:27.903, 4, 16, 2520 MHz, 10251 MHz, P2, 49.28 W
1, 2026/09/15 09:40:27.903, 4, 16, 2520 MHz, 10251 MHz, P2, 54.50 W
0, 2026/09/15 09:40:28.103, 4, 16, 2520 MHz, 10251 MHz, P2, 49.28 W
1, 2026/09/15 09:40:28.104, 4, 16, 2520 MHz, 10251 MHz, P2, 54.50 W
0, 2026/09/15 09:40:28.304, 4, 16, 2520 MHz, 10251 MHz, P2, 49.28 W
1, 2026/09/15 09:40:28.304, 4, 16, 2520 MHz, 10251 MHz, P2, 56.74 W
0, 2026/09/15 09:40:28.504, 4, 16, 2520 MHz, 10251 MHz, P2, 64.97 W
