# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm --format=csv -lms 500" date=2026-09-15T02:38:28+00:00 gpu="RTX 4090 x2" driver=610.57.04 tool_sha=717b683182 nccl=libnccl.so.2.28.9 exp=EXP-020 arm=shm0_p2pSYS_protoDEF knobs="NCCL_SHM_DISABLE=0 NCCL_P2P_LEVEL=SYS"
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz]
0, 2026/09/15 02:38:28.628, 2, 16, 2805 MHz
1, 2026/09/15 02:38:28.634, 2, 16, 2790 MHz
0, 2026/09/15 02:38:29.137, 2, 16, 555 MHz
1, 2026/09/15 02:38:29.137, 2, 16, 2790 MHz
0, 2026/09/15 02:38:29.637, 2, 16, 555 MHz
1, 2026/09/15 02:38:29.642, 2, 16, 600 MHz
0, 2026/09/15 02:38:30.166, 4, 16, 2520 MHz
1, 2026/09/15 02:38:30.166, 4, 16, 2520 MHz
0, 2026/09/15 02:38:30.666, 4, 16, 2520 MHz
1, 2026/09/15 02:38:30.667, 4, 16, 2520 MHz
0, 2026/09/15 02:38:31.167, 4, 16, 2805 MHz
1, 2026/09/15 02:38:31.167, 4, 16, 2790 MHz
0, 2026/09/15 02:38:31.667, 4, 16, 2805 MHz
1, 2026/09/15 02:38:31.667, 4, 16, 2790 MHz
0, 2026/09/15 02:38:32.167, 4, 16, 2805 MHz
1, 2026/09/15 02:38:32.168, 4, 16, 2790 MHz
0, 2026/09/15 02:38:32.668, 4, 16, 2805 MHz
1, 2026/09/15 02:38:32.668, 4, 16, 2790 MHz
0, 2026/09/15 02:38:33.168, 4, 16, 2835 MHz
1, 2026/09/15 02:38:33.168, 4, 16, 2790 MHz
0, 2026/09/15 02:38:33.669, 4, 16, 2835 MHz
1, 2026/09/15 02:38:33.669, 4, 16, 2790 MHz
0, 2026/09/15 02:38:34.169, 4, 16, 2835 MHz
1, 2026/09/15 02:38:34.169, 4, 16, 2790 MHz
0, 2026/09/15 02:38:34.669, 4, 16, 2835 MHz
1, 2026/09/15 02:38:34.670, 4, 16, 2790 MHz
0, 2026/09/15 02:38:35.170, 4, 16, 2835 MHz
1, 2026/09/15 02:38:35.170, 4, 16, 2790 MHz
0, 2026/09/15 02:38:35.670, 4, 16, 2835 MHz
1, 2026/09/15 02:38:35.670, 4, 16, 2790 MHz
0, 2026/09/15 02:38:36.171, 4, 16, 2835 MHz
1, 2026/09/15 02:38:36.171, 4, 16, 2790 MHz
0, 2026/09/15 02:38:36.671, 4, 16, 2835 MHz
1, 2026/09/15 02:38:36.671, 4, 16, 2790 MHz
0, 2026/09/15 02:38:37.172, 4, 16, 2835 MHz
1, 2026/09/15 02:38:37.172, 4, 16, 2790 MHz
0, 2026/09/15 02:38:37.672, 4, 16, 2835 MHz
1, 2026/09/15 02:38:37.672, 4, 16, 2790 MHz
0, 2026/09/15 02:38:38.172, 4, 16, 2835 MHz
1, 2026/09/15 02:38:38.173, 4, 16, 2790 MHz
0, 2026/09/15 02:38:38.673, 4, 16, 2835 MHz
1, 2026/09/15 02:38:38.673, 4, 16, 2790 MHz
0, 2026/09/15 02:38:39.173, 4, 16, 2835 MHz
1, 2026/09/15 02:38:39.221, 4, 16, 2790 MHz
0, 2026/09/15 02:38:39.724, 4, 16, 2835 MHz
1, 2026/09/15 02:38:39.724, 4, 16, 2790 MHz
0, 2026/09/15 02:38:40.224, 4, 16, 2835 MHz
1, 2026/09/15 02:38:40.224, 4, 16, 2790 MHz
