# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:42:54+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=half round=40
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:42:55.019, 4, 16, 2835 MHz, 10501 MHz, P0, 88.29 W
1, 2026/09/15 09:42:55.025, 4, 16, 2820 MHz, 10501 MHz, P0, 80.97 W
0, 2026/09/15 09:42:55.230, 4, 16, 2835 MHz, 10501 MHz, P0, 88.29 W
1, 2026/09/15 09:42:55.230, 4, 16, 2820 MHz, 10501 MHz, P0, 80.97 W
0, 2026/09/15 09:42:55.430, 4, 16, 2520 MHz, 10501 MHz, P0, 88.00 W
1, 2026/09/15 09:42:55.431, 2, 16, 2520 MHz, 10501 MHz, P5, 79.35 W
0, 2026/09/15 09:42:55.631, 4, 16, 2520 MHz, 10501 MHz, P0, 88.00 W
1, 2026/09/15 09:42:55.657, 2, 16, 2520 MHz, 10501 MHz, P5, 79.35 W
0, 2026/09/15 09:42:55.857, 4, 16, 2520 MHz, 10251 MHz, P2, 73.53 W
1, 2026/09/15 09:42:55.857, 4, 16, 690 MHz, 810 MHz, P0, 48.20 W
0, 2026/09/15 09:42:56.057, 4, 16, 2520 MHz, 10251 MHz, P2, 73.53 W
1, 2026/09/15 09:42:56.058, 4, 16, 690 MHz, 810 MHz, P0, 48.20 W
0, 2026/09/15 09:42:56.258, 4, 16, 2520 MHz, 10251 MHz, P2, 73.53 W
1, 2026/09/15 09:42:56.258, 4, 16, 690 MHz, 810 MHz, P0, 48.20 W
0, 2026/09/15 09:42:56.459, 4, 16, 2520 MHz, 10251 MHz, P2, 65.76 W
1, 2026/09/15 09:42:56.460, 4, 16, 2520 MHz, 10251 MHz, P2, 43.99 W
0, 2026/09/15 09:42:56.660, 4, 16, 2520 MHz, 10251 MHz, P2, 65.76 W
1, 2026/09/15 09:42:56.660, 4, 16, 2520 MHz, 10251 MHz, P2, 43.99 W
0, 2026/09/15 09:42:56.861, 4, 16, 2835 MHz, 10251 MHz, P2, 70.72 W
1, 2026/09/15 09:42:56.861, 4, 16, 2820 MHz, 10251 MHz, P2, 64.38 W
0, 2026/09/15 09:42:57.061, 4, 16, 2835 MHz, 10251 MHz, P2, 70.72 W
1, 2026/09/15 09:42:57.061, 4, 16, 2820 MHz, 10251 MHz, P2, 64.38 W
