# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:39:46+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=float round=21
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:39:46.253, 4, 16, 2835 MHz, 10501 MHz, P0, 87.75 W
1, 2026/09/15 09:39:46.259, 4, 16, 2820 MHz, 10501 MHz, P0, 79.04 W
0, 2026/09/15 09:39:46.464, 4, 16, 2835 MHz, 10501 MHz, P0, 84.32 W
1, 2026/09/15 09:39:46.464, 4, 16, 2820 MHz, 10501 MHz, P0, 79.04 W
0, 2026/09/15 09:39:46.664, 4, 16, 2835 MHz, 10501 MHz, P0, 84.32 W
1, 2026/09/15 09:39:46.664, 4, 16, 2820 MHz, 10501 MHz, P0, 79.04 W
0, 2026/09/15 09:39:46.865, 2, 16, 735 MHz, 810 MHz, P5, 78.91 W
1, 2026/09/15 09:39:46.874, 2, 16, 2820 MHz, 10501 MHz, P5, 78.70 W
0, 2026/09/15 09:39:47.074, 2, 16, 735 MHz, 810 MHz, P5, 78.91 W
1, 2026/09/15 09:39:47.074, 2, 16, 2820 MHz, 10501 MHz, P5, 78.70 W
0, 2026/09/15 09:39:47.275, 2, 16, 735 MHz, 810 MHz, P5, 78.91 W
1, 2026/09/15 09:39:47.276, 4, 16, 2520 MHz, 10251 MHz, P2, 53.25 W
0, 2026/09/15 09:39:47.476, 4, 16, 2520 MHz, 10251 MHz, P2, 69.33 W
1, 2026/09/15 09:39:47.476, 4, 16, 2520 MHz, 10251 MHz, P2, 53.25 W
0, 2026/09/15 09:39:47.677, 4, 16, 2520 MHz, 10251 MHz, P2, 69.33 W
1, 2026/09/15 09:39:47.677, 4, 16, 2520 MHz, 10251 MHz, P2, 53.25 W
0, 2026/09/15 09:39:47.877, 4, 16, 2520 MHz, 10251 MHz, P2, 67.33 W
1, 2026/09/15 09:39:47.877, 4, 16, 2520 MHz, 10251 MHz, P2, 53.87 W
0, 2026/09/15 09:39:48.078, 4, 16, 2520 MHz, 10251 MHz, P2, 67.33 W
1, 2026/09/15 09:39:48.078, 4, 16, 2520 MHz, 10251 MHz, P2, 53.87 W
0, 2026/09/15 09:39:48.278, 4, 16, 2520 MHz, 10251 MHz, P2, 67.33 W
1, 2026/09/15 09:39:48.278, 4, 16, 2820 MHz, 10251 MHz, P2, 74.51 W
