# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:40:36+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=half round=26
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:40:36.205, 4, 16, 2835 MHz, 10501 MHz, P0, 92.85 W
1, 2026/09/15 09:40:36.212, 4, 16, 2820 MHz, 10501 MHz, P0, 88.17 W
0, 2026/09/15 09:40:36.417, 4, 16, 2835 MHz, 10501 MHz, P0, 87.16 W
1, 2026/09/15 09:40:36.417, 4, 16, 2820 MHz, 10501 MHz, P0, 80.17 W
0, 2026/09/15 09:40:36.617, 4, 16, 2835 MHz, 10501 MHz, P0, 87.16 W
1, 2026/09/15 09:40:36.617, 4, 16, 2820 MHz, 10501 MHz, P0, 80.17 W
0, 2026/09/15 09:40:36.817, 4, 16, 690 MHz, 810 MHz, P0, 84.31 W
1, 2026/09/15 09:40:36.833, 4, 16, 2820 MHz, 10501 MHz, P0, 79.17 W
0, 2026/09/15 09:40:37.033, 4, 16, 690 MHz, 810 MHz, P0, 84.31 W
1, 2026/09/15 09:40:37.034, 4, 16, 2820 MHz, 10501 MHz, P0, 79.17 W
0, 2026/09/15 09:40:37.234, 4, 16, 690 MHz, 810 MHz, P0, 84.31 W
1, 2026/09/15 09:40:37.234, 4, 16, 2820 MHz, 10501 MHz, P0, 79.17 W
0, 2026/09/15 09:40:37.434, 4, 16, 2520 MHz, 10251 MHz, P2, 74.78 W
1, 2026/09/15 09:40:37.434, 4, 16, 2520 MHz, 10251 MHz, P2, 72.71 W
0, 2026/09/15 09:40:37.635, 4, 16, 2520 MHz, 10251 MHz, P2, 74.78 W
1, 2026/09/15 09:40:37.635, 4, 16, 2520 MHz, 10251 MHz, P2, 72.71 W
0, 2026/09/15 09:40:37.835, 4, 16, 2520 MHz, 10251 MHz, P2, 65.42 W
1, 2026/09/15 09:40:37.835, 4, 16, 2520 MHz, 10251 MHz, P2, 68.95 W
0, 2026/09/15 09:40:38.035, 4, 16, 2520 MHz, 10251 MHz, P2, 65.42 W
1, 2026/09/15 09:40:38.036, 4, 16, 2520 MHz, 10251 MHz, P2, 68.95 W
0, 2026/09/15 09:40:38.236, 4, 16, 2520 MHz, 10251 MHz, P2, 65.42 W
1, 2026/09/15 09:40:38.236, 4, 16, 2520 MHz, 10251 MHz, P2, 68.95 W
0, 2026/09/15 09:40:38.436, 4, 16, 2835 MHz, 10251 MHz, P2, 80.61 W
1, 2026/09/15 09:40:38.436, 4, 16, 2820 MHz, 10251 MHz, P2, 73.98 W
0, 2026/09/15 09:40:38.637, 4, 16, 2835 MHz, 10251 MHz, P2, 80.61 W
1, 2026/09/15 09:40:38.637, 4, 16, 2820 MHz, 10251 MHz, P2, 73.98 W
0, 2026/09/15 09:40:38.837, 4, 16, 2835 MHz, 10251 MHz, P2, 100.63 W
