# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:46:03+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=float round=57
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
1, 2026/09/15 09:46:07.447, 4, 16, 2820 MHz, 10251 MHz, P2, 105.80 W
0, 2026/09/15 09:46:07.648, 4, 16, 2835 MHz, 10251 MHz, P2, 116.15 W
1, 2026/09/15 09:46:07.648, 4, 16, 2820 MHz, 10251 MHz, P2, 105.80 W
0, 2026/09/15 09:46:07.848, 4, 16, 2835 MHz, 10251 MHz, P2, 116.88 W
1, 2026/09/15 09:46:07.848, 4, 16, 2820 MHz, 10251 MHz, P2, 106.32 W
0, 2026/09/15 09:46:08.048, 4, 16, 2835 MHz, 10251 MHz, P2, 116.88 W
1, 2026/09/15 09:46:08.048, 4, 16, 2820 MHz, 10251 MHz, P2, 106.32 W
0, 2026/09/15 09:46:08.249, 4, 16, 2835 MHz, 10251 MHz, P2, 116.88 W
1, 2026/09/15 09:46:08.249, 4, 16, 2820 MHz, 10251 MHz, P2, 106.32 W
0, 2026/09/15 09:46:08.449, 4, 16, 2835 MHz, 10251 MHz, P2, 116.93 W
1, 2026/09/15 09:46:08.449, 4, 16, 2820 MHz, 10251 MHz, P2, 106.17 W
0, 2026/09/15 09:46:08.649, 4, 16, 2835 MHz, 10251 MHz, P2, 116.93 W
1, 2026/09/15 09:46:08.649, 4, 16, 2820 MHz, 10251 MHz, P2, 106.17 W
0, 2026/09/15 09:46:08.850, 4, 16, 2835 MHz, 10251 MHz, P2, 118.01 W
1, 2026/09/15 09:46:08.850, 4, 16, 2820 MHz, 10251 MHz, P2, 106.96 W
0, 2026/09/15 09:46:09.050, 4, 16, 2835 MHz, 10251 MHz, P2, 118.01 W
1, 2026/09/15 09:46:09.050, 4, 16, 2820 MHz, 10251 MHz, P2, 106.96 W
0, 2026/09/15 09:46:09.250, 4, 16, 2835 MHz, 10251 MHz, P2, 118.01 W
1, 2026/09/15 09:46:09.251, 4, 16, 2820 MHz, 10251 MHz, P2, 106.96 W
0, 2026/09/15 09:46:09.451, 4, 16, 2835 MHz, 10251 MHz, P2, 118.31 W
1, 2026/09/15 09:46:09.451, 4, 16, 2820 MHz, 10251 MHz, P2, 107.20 W
0, 2026/09/15 09:46:09.651, 4, 16, 2835 MHz, 10251 MHz, P2, 118.31 W
1, 2026/09/15 09:46:09.651, 4, 16, 2820 MHz, 10251 MHz, P2, 107.20 W
0, 2026/09/15 09:46:09.851, 4, 16, 2835 MHz, 10251 MHz, P2, 117.40 W
1, 2026/09/15 09:46:09.852, 4, 16, 2820 MHz, 10251 MHz, P2, 106.42 W
0, 2026/09/15 09:46:10.052, 4, 16, 2835 MHz, 10251 MHz, P2, 117.40 W
1, 2026/09/15 09:46:10.052, 4, 16, 2820 MHz, 10251 MHz, P2, 106.42 W
0, 2026/09/15 09:46:10.252, 4, 16, 2835 MHz, 10251 MHz, P2, 117.40 W
1, 2026/09/15 09:46:10.252, 4, 16, 2820 MHz, 10251 MHz, P2, 106.42 W
0, 2026/09/15 09:46:10.453, 4, 16, 2835 MHz, 10251 MHz, P2, 118.57 W
1, 2026/09/15 09:46:10.453, 4, 16, 2820 MHz, 10251 MHz, P2, 107.55 W
0, 2026/09/15 09:46:10.653, 4, 16, 2835 MHz, 10251 MHz, P2, 118.57 W
1, 2026/09/15 09:46:10.653, 4, 16, 2820 MHz, 10251 MHz, P2, 107.55 W
0, 2026/09/15 09:46:10.853, 4, 16, 2835 MHz, 10251 MHz, P2, 118.71 W
1, 2026/09/15 09:46:10.854, 4, 16, 2820 MHz, 10251 MHz, P2, 107.63 W
0, 2026/09/15 09:46:11.054, 4, 16, 2835 MHz, 10251 MHz, P2, 118.71 W
1, 2026/09/15 09:46:11.054, 4, 16, 2820 MHz, 10251 MHz, P2, 107.63 W
0, 2026/09/15 09:46:11.254, 4, 16, 2835 MHz, 10251 MHz, P2, 118.71 W
1, 2026/09/15 09:46:11.254, 4, 16, 2820 MHz, 10251 MHz, P2, 107.63 W
0, 2026/09/15 09:46:11.455, 4, 16, 2835 MHz, 10251 MHz, P2, 117.69 W
1, 2026/09/15 09:46:11.455, 4, 16, 2820 MHz, 10251 MHz, P2, 106.30 W
0, 2026/09/15 09:46:11.655, 4, 16, 2835 MHz, 10251 MHz, P2, 117.69 W
1, 2026/09/15 09:46:11.655, 4, 16, 2820 MHz, 10251 MHz, P2, 106.30 W
0, 2026/09/15 09:46:11.855, 4, 16, 2835 MHz, 10251 MHz, P2, 114.95 W
1, 2026/09/15 09:46:11.855, 4, 16, 2820 MHz, 10251 MHz, P2, 103.95 W
0, 2026/09/15 09:46:12.056, 4, 16, 2835 MHz, 10251 MHz, P2, 114.95 W
1, 2026/09/15 09:46:12.056, 4, 16, 2820 MHz, 10251 MHz, P2, 103.95 W
0, 2026/09/15 09:46:12.256, 4, 16, 2835 MHz, 10251 MHz, P2, 114.95 W
1, 2026/09/15 09:46:12.256, 4, 16, 2820 MHz, 10251 MHz, P2, 103.95 W
0, 2026/09/15 09:46:12.456, 4, 16, 2835 MHz, 10251 MHz, P0, 101.44 W
1, 2026/09/15 09:46:12.456, 4, 16, 2820 MHz, 10501 MHz, P0, 93.15 W
0, 2026/09/15 09:46:12.657, 4, 16, 2835 MHz, 10251 MHz, P0, 101.44 W
1, 2026/09/15 09:46:12.657, 4, 16, 2820 MHz, 10501 MHz, P0, 93.15 W
