# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm --format=csv -lms 500" date=2026-09-15T02:40:25+00:00 gpu="RTX 4090 x2" driver=610.57.04 tool_sha=717b683182 nccl=libnccl.so.2.28.9 exp=EXP-020 arm=shm1_p2pPHB_protoDEF knobs="NCCL_SHM_DISABLE=1 NCCL_P2P_LEVEL=PHB"
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz]
1, 2026/09/15 02:40:47.707, 4, 16, 2820 MHz
0, 2026/09/15 02:40:48.207, 4, 16, 2835 MHz
1, 2026/09/15 02:40:48.207, 4, 16, 2820 MHz
0, 2026/09/15 02:40:48.707, 4, 16, 2835 MHz
1, 2026/09/15 02:40:48.707, 4, 16, 2820 MHz
0, 2026/09/15 02:40:49.208, 4, 16, 2835 MHz
1, 2026/09/15 02:40:49.208, 4, 16, 2820 MHz
0, 2026/09/15 02:40:49.708, 4, 16, 2835 MHz
1, 2026/09/15 02:40:49.708, 4, 16, 2820 MHz
0, 2026/09/15 02:40:50.208, 4, 16, 2835 MHz
1, 2026/09/15 02:40:50.208, 4, 16, 2820 MHz
0, 2026/09/15 02:40:50.708, 4, 16, 2835 MHz
1, 2026/09/15 02:40:50.709, 4, 16, 2820 MHz
0, 2026/09/15 02:40:51.209, 4, 16, 2835 MHz
1, 2026/09/15 02:40:51.209, 4, 16, 2820 MHz
0, 2026/09/15 02:40:51.709, 4, 16, 2835 MHz
1, 2026/09/15 02:40:51.709, 4, 16, 2820 MHz
0, 2026/09/15 02:40:52.210, 4, 16, 2835 MHz
1, 2026/09/15 02:40:52.210, 4, 16, 2820 MHz
0, 2026/09/15 02:40:52.710, 4, 16, 2835 MHz
1, 2026/09/15 02:40:52.710, 4, 16, 2820 MHz
0, 2026/09/15 02:40:53.211, 4, 16, 2835 MHz
1, 2026/09/15 02:40:53.211, 4, 16, 2820 MHz
0, 2026/09/15 02:40:53.711, 4, 16, 2835 MHz
1, 2026/09/15 02:40:53.711, 4, 16, 2820 MHz
0, 2026/09/15 02:40:54.212, 4, 16, 2835 MHz
1, 2026/09/15 02:40:54.212, 4, 16, 2820 MHz
0, 2026/09/15 02:40:54.712, 4, 16, 2835 MHz
1, 2026/09/15 02:40:54.712, 4, 16, 2820 MHz
0, 2026/09/15 02:40:55.213, 4, 16, 2835 MHz
1, 2026/09/15 02:40:55.213, 4, 16, 2820 MHz
0, 2026/09/15 02:40:55.713, 4, 16, 2835 MHz
1, 2026/09/15 02:40:55.713, 4, 16, 2820 MHz
0, 2026/09/15 02:40:56.213, 4, 16, 2835 MHz
1, 2026/09/15 02:40:56.213, 4, 16, 2820 MHz
0, 2026/09/15 02:40:56.714, 4, 16, 2835 MHz
1, 2026/09/15 02:40:56.714, 4, 16, 2820 MHz
0, 2026/09/15 02:40:57.214, 4, 16, 2835 MHz
1, 2026/09/15 02:40:57.214, 4, 16, 2820 MHz
0, 2026/09/15 02:40:57.715, 4, 16, 2835 MHz
1, 2026/09/15 02:40:57.715, 4, 16, 2820 MHz
0, 2026/09/15 02:40:58.215, 4, 16, 2835 MHz
1, 2026/09/15 02:40:58.216, 4, 16, 2820 MHz
0, 2026/09/15 02:40:58.716, 4, 16, 2835 MHz
1, 2026/09/15 02:40:58.716, 4, 16, 2820 MHz
