# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T02:53:04+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixA dtype=half round=2
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 02:53:04.194, 4, 16, 2835 MHz, 10501 MHz, P0, 85.55 W
1, 2026/09/15 02:53:04.203, 4, 16, 2820 MHz, 10501 MHz, P0, 79.96 W
0, 2026/09/15 02:53:04.409, 4, 16, 2835 MHz, 10501 MHz, P0, 85.55 W
1, 2026/09/15 02:53:04.409, 4, 16, 2820 MHz, 10501 MHz, P0, 79.96 W
0, 2026/09/15 02:53:04.609, 4, 16, 2835 MHz, 10501 MHz, P0, 84.77 W
1, 2026/09/15 02:53:04.609, 4, 16, 2820 MHz, 10501 MHz, P0, 78.56 W
0, 2026/09/15 02:53:04.809, 4, 16, 2835 MHz, 10501 MHz, P0, 84.77 W
1, 2026/09/15 02:53:04.826, 4, 16, 2820 MHz, 10501 MHz, P0, 78.56 W
0, 2026/09/15 02:53:05.027, 4, 16, 2835 MHz, 10501 MHz, P0, 84.77 W
1, 2026/09/15 02:53:05.027, 2, 16, 630 MHz, 810 MHz, P5, 64.02 W
0, 2026/09/15 02:53:05.228, 4, 16, 2520 MHz, 10251 MHz, P2, 77.63 W
1, 2026/09/15 02:53:05.228, 2, 16, 630 MHz, 810 MHz, P5, 64.02 W
0, 2026/09/15 02:53:05.428, 4, 16, 2520 MHz, 10251 MHz, P2, 77.63 W
1, 2026/09/15 02:53:05.428, 2, 16, 630 MHz, 810 MHz, P5, 64.02 W
0, 2026/09/15 02:53:05.629, 4, 16, 2520 MHz, 10251 MHz, P2, 71.09 W
1, 2026/09/15 02:53:05.629, 4, 16, 2520 MHz, 10251 MHz, P2, 56.63 W
0, 2026/09/15 02:53:05.829, 4, 16, 2520 MHz, 10251 MHz, P2, 71.09 W
1, 2026/09/15 02:53:05.829, 4, 16, 2520 MHz, 10251 MHz, P2, 56.63 W
