# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:45:43+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=float round=55
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:45:43.804, 4, 16, 2835 MHz, 10501 MHz, P0, 94.56 W
1, 2026/09/15 09:45:43.810, 4, 16, 2820 MHz, 10501 MHz, P0, 79.06 W
0, 2026/09/15 09:45:44.015, 4, 16, 2835 MHz, 10501 MHz, P0, 88.99 W
1, 2026/09/15 09:45:44.035, 4, 16, 2820 MHz, 10501 MHz, P0, 79.06 W
0, 2026/09/15 09:45:44.235, 4, 16, 2835 MHz, 10501 MHz, P0, 88.99 W
1, 2026/09/15 09:45:44.235, 4, 16, 2820 MHz, 10501 MHz, P0, 79.06 W
0, 2026/09/15 09:45:44.436, 4, 16, 2520 MHz, 10501 MHz, P0, 85.28 W
1, 2026/09/15 09:45:44.445, 2, 16, 2820 MHz, 10501 MHz, P5, 79.06 W
0, 2026/09/15 09:45:44.645, 4, 16, 2520 MHz, 10501 MHz, P0, 85.28 W
1, 2026/09/15 09:45:44.645, 2, 16, 2820 MHz, 10501 MHz, P5, 79.06 W
0, 2026/09/15 09:45:44.846, 4, 16, 2520 MHz, 10251 MHz, P2, 75.98 W
1, 2026/09/15 09:45:44.846, 4, 16, 2520 MHz, 10251 MHz, P2, 58.34 W
0, 2026/09/15 09:45:45.046, 4, 16, 2520 MHz, 10251 MHz, P2, 75.98 W
1, 2026/09/15 09:45:45.046, 4, 16, 2520 MHz, 10251 MHz, P2, 58.34 W
0, 2026/09/15 09:45:45.246, 4, 16, 2520 MHz, 10251 MHz, P2, 75.98 W
1, 2026/09/15 09:45:45.246, 4, 16, 2520 MHz, 10251 MHz, P2, 58.34 W
0, 2026/09/15 09:45:45.447, 4, 16, 2520 MHz, 10251 MHz, P2, 71.92 W
1, 2026/09/15 09:45:45.447, 4, 16, 2520 MHz, 10251 MHz, P2, 58.89 W
0, 2026/09/15 09:45:45.647, 4, 16, 2520 MHz, 10251 MHz, P2, 71.92 W
1, 2026/09/15 09:45:45.647, 4, 16, 2520 MHz, 10251 MHz, P2, 58.89 W
0, 2026/09/15 09:45:45.847, 4, 16, 2835 MHz, 10251 MHz, P2, 75.51 W
1, 2026/09/15 09:45:45.848, 4, 16, 2820 MHz, 10251 MHz, P2, 76.65 W
0, 2026/09/15 09:45:46.048, 4, 16, 2835 MHz, 10251 MHz, P2, 75.51 W
1, 2026/09/15 09:45:46.048, 4, 16, 2820 MHz, 10251 MHz, P2, 76.65 W
0, 2026/09/15 09:45:46.248, 4, 16, 2835 MHz, 10251 MHz, P2, 75.51 W
1, 2026/09/15 09:45:46.248, 4, 16, 2820 MHz, 10251 MHz, P2, 76.65 W
0, 2026/09/15 09:45:46.449, 4, 16, 2835 MHz, 10251 MHz, P2, 96.88 W
1, 2026/09/15 09:45:46.449, 4, 16, 2820 MHz, 10251 MHz, P2, 94.60 W
0, 2026/09/15 09:45:46.649, 4, 16, 2835 MHz, 10251 MHz, P2, 96.88 W
1, 2026/09/15 09:45:46.649, 4, 16, 2820 MHz, 10251 MHz, P2, 94.60 W
0, 2026/09/15 09:45:46.849, 4, 16, 2835 MHz, 10251 MHz, P2, 113.35 W
1, 2026/09/15 09:45:46.850, 4, 16, 2820 MHz, 10251 MHz, P2, 103.82 W
0, 2026/09/15 09:45:47.050, 4, 16, 2835 MHz, 10251 MHz, P2, 113.35 W
1, 2026/09/15 09:45:47.050, 4, 16, 2820 MHz, 10251 MHz, P2, 103.82 W
0, 2026/09/15 09:45:47.250, 4, 16, 2835 MHz, 10251 MHz, P2, 113.35 W
1, 2026/09/15 09:45:47.250, 4, 16, 2820 MHz, 10251 MHz, P2, 103.82 W
0, 2026/09/15 09:45:47.451, 4, 16, 2835 MHz, 10251 MHz, P2, 115.92 W
1, 2026/09/15 09:45:47.451, 4, 16, 2820 MHz, 10251 MHz, P2, 105.84 W
0, 2026/09/15 09:45:47.651, 4, 16, 2835 MHz, 10251 MHz, P2, 115.92 W
1, 2026/09/15 09:45:47.651, 4, 16, 2820 MHz, 10251 MHz, P2, 105.84 W
0, 2026/09/15 09:45:47.851, 4, 16, 2835 MHz, 10251 MHz, P2, 117.06 W
1, 2026/09/15 09:45:47.851, 4, 16, 2820 MHz, 10251 MHz, P2, 106.69 W
0, 2026/09/15 09:45:48.052, 4, 16, 2835 MHz, 10251 MHz, P2, 117.06 W
1, 2026/09/15 09:45:48.052, 4, 16, 2820 MHz, 10251 MHz, P2, 106.69 W
0, 2026/09/15 09:45:48.252, 4, 16, 2835 MHz, 10251 MHz, P2, 117.06 W
1, 2026/09/15 09:45:48.252, 4, 16, 2820 MHz, 10251 MHz, P2, 106.69 W
0, 2026/09/15 09:45:48.452, 4, 16, 2835 MHz, 10251 MHz, P2, 118.25 W
1, 2026/09/15 09:45:48.453, 4, 16, 2820 MHz, 10251 MHz, P2, 107.52 W
0, 2026/09/15 09:45:48.653, 4, 16, 2835 MHz, 10251 MHz, P2, 118.25 W
1, 2026/09/15 09:45:48.653, 4, 16, 2820 MHz, 10251 MHz, P2, 107.52 W
0, 2026/09/15 09:45:48.853, 4, 16, 2835 MHz, 10251 MHz, P2, 118.09 W
1, 2026/09/15 09:45:48.853, 4, 16, 2820 MHz, 10251 MHz, P2, 107.23 W
0, 2026/09/15 09:45:49.053, 4, 16, 2835 MHz, 10251 MHz, P2, 118.09 W
1, 2026/09/15 09:45:49.054, 4, 16, 2820 MHz, 10251 MHz, P2, 107.23 W
0, 2026/09/15 09:45:49.254, 4, 16, 2835 MHz, 10251 MHz, P2, 118.09 W
1, 2026/09/15 09:45:49.254, 4, 16, 2820 MHz, 10251 MHz, P2, 107.23 W
0, 2026/09/15 09:45:49.454, 4, 16, 2835 MHz, 10251 MHz, P2, 118.89 W
1, 2026/09/15 09:45:49.454, 4, 16, 2820 MHz, 10251 MHz, P2, 107.60 W
0, 2026/09/15 09:45:49.655, 4, 16, 2835 MHz, 10251 MHz, P2, 118.89 W
1, 2026/09/15 09:45:49.655, 4, 16, 2820 MHz, 10251 MHz, P2, 107.60 W
0, 2026/09/15 09:45:49.855, 4, 16, 2835 MHz, 10251 MHz, P2, 119.24 W
1, 2026/09/15 09:45:49.855, 4, 16, 2820 MHz, 10251 MHz, P2, 107.77 W
0, 2026/09/15 09:45:50.055, 4, 16, 2835 MHz, 10251 MHz, P2, 119.24 W
1, 2026/09/15 09:45:50.055, 4, 16, 2820 MHz, 10251 MHz, P2, 107.77 W
0, 2026/09/15 09:45:50.256, 4, 16, 2835 MHz, 10251 MHz, P2, 119.24 W
1, 2026/09/15 09:45:50.256, 4, 16, 2820 MHz, 10251 MHz, P2, 107.77 W
