# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:43:23+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=float round=43
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:43:24.100, 4, 16, 2835 MHz, 10501 MHz, P0, 88.37 W
1, 2026/09/15 09:43:24.107, 4, 16, 2820 MHz, 10501 MHz, P0, 80.56 W
0, 2026/09/15 09:43:24.311, 4, 16, 2835 MHz, 10501 MHz, P0, 88.37 W
1, 2026/09/15 09:43:24.311, 2, 16, 2820 MHz, 10501 MHz, P5, 79.22 W
0, 2026/09/15 09:43:24.512, 4, 16, 2835 MHz, 10501 MHz, P0, 87.87 W
1, 2026/09/15 09:43:24.512, 2, 16, 2820 MHz, 10501 MHz, P5, 79.22 W
0, 2026/09/15 09:43:24.712, 4, 16, 2835 MHz, 10501 MHz, P0, 87.87 W
1, 2026/09/15 09:43:24.733, 2, 16, 2820 MHz, 10501 MHz, P5, 79.22 W
0, 2026/09/15 09:43:24.933, 4, 16, 2520 MHz, 10501 MHz, P0, 76.86 W
1, 2026/09/15 09:43:24.934, 2, 16, 735 MHz, 810 MHz, P5, 55.93 W
0, 2026/09/15 09:43:25.134, 4, 16, 2520 MHz, 10501 MHz, P0, 76.86 W
1, 2026/09/15 09:43:25.134, 2, 16, 735 MHz, 810 MHz, P5, 55.93 W
0, 2026/09/15 09:43:25.335, 4, 16, 2520 MHz, 10251 MHz, P2, 67.62 W
1, 2026/09/15 09:43:25.335, 4, 16, 2520 MHz, 10251 MHz, P2, 44.37 W
0, 2026/09/15 09:43:25.535, 4, 16, 2520 MHz, 10251 MHz, P2, 67.62 W
1, 2026/09/15 09:43:25.535, 4, 16, 2520 MHz, 10251 MHz, P2, 44.37 W
0, 2026/09/15 09:43:25.736, 4, 16, 2520 MHz, 10251 MHz, P2, 67.62 W
1, 2026/09/15 09:43:25.736, 4, 16, 2520 MHz, 10251 MHz, P2, 44.37 W
0, 2026/09/15 09:43:25.936, 4, 16, 2520 MHz, 10251 MHz, P2, 67.23 W
1, 2026/09/15 09:43:25.936, 4, 16, 2520 MHz, 10251 MHz, P2, 58.32 W
0, 2026/09/15 09:43:26.136, 4, 16, 2520 MHz, 10251 MHz, P2, 67.23 W
1, 2026/09/15 09:43:26.137, 4, 16, 2520 MHz, 10251 MHz, P2, 58.32 W
0, 2026/09/15 09:43:26.337, 4, 16, 2835 MHz, 10251 MHz, P2, 82.75 W
1, 2026/09/15 09:43:26.337, 4, 16, 2820 MHz, 10251 MHz, P2, 78.19 W
0, 2026/09/15 09:43:26.537, 4, 16, 2835 MHz, 10251 MHz, P2, 82.75 W
1, 2026/09/15 09:43:26.537, 4, 16, 2820 MHz, 10251 MHz, P2, 78.19 W
0, 2026/09/15 09:43:26.737, 4, 16, 2835 MHz, 10251 MHz, P2, 82.75 W
1, 2026/09/15 09:43:26.738, 4, 16, 2820 MHz, 10251 MHz, P2, 78.19 W
0, 2026/09/15 09:43:26.938, 4, 16, 2835 MHz, 10251 MHz, P2, 102.20 W
1, 2026/09/15 09:43:26.938, 4, 16, 2820 MHz, 10251 MHz, P2, 94.23 W
0, 2026/09/15 09:43:27.138, 4, 16, 2835 MHz, 10251 MHz, P2, 102.20 W
1, 2026/09/15 09:43:27.138, 4, 16, 2820 MHz, 10251 MHz, P2, 94.23 W
0, 2026/09/15 09:43:27.339, 4, 16, 2835 MHz, 10251 MHz, P2, 109.89 W
1, 2026/09/15 09:43:27.339, 4, 16, 2820 MHz, 10251 MHz, P2, 100.48 W
0, 2026/09/15 09:43:27.539, 4, 16, 2835 MHz, 10251 MHz, P2, 109.89 W
1, 2026/09/15 09:43:27.539, 4, 16, 2820 MHz, 10251 MHz, P2, 100.48 W
0, 2026/09/15 09:43:27.739, 4, 16, 2835 MHz, 10251 MHz, P2, 109.89 W
1, 2026/09/15 09:43:27.739, 4, 16, 2820 MHz, 10251 MHz, P2, 100.48 W
0, 2026/09/15 09:43:27.940, 4, 16, 2835 MHz, 10251 MHz, P2, 111.32 W
1, 2026/09/15 09:43:27.940, 4, 16, 2820 MHz, 10251 MHz, P2, 101.69 W
0, 2026/09/15 09:43:28.140, 4, 16, 2835 MHz, 10251 MHz, P2, 111.32 W
1, 2026/09/15 09:43:28.140, 4, 16, 2820 MHz, 10251 MHz, P2, 101.69 W
0, 2026/09/15 09:43:28.340, 4, 16, 2835 MHz, 10251 MHz, P2, 111.84 W
1, 2026/09/15 09:43:28.341, 4, 16, 2820 MHz, 10251 MHz, P2, 101.99 W
