# provenance: env=sys sha=717b683182 cmd="nvidia-smi --query-gpu=index,timestamp,pcie.link.gen.current,pcie.link.width.current,clocks.sm,clocks.mem,pstate,power.draw --format=csv -lms 200" date=2026-09-15T09:38:54+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-020-appendixC dtype=half round=16
index, timestamp, pcie.link.gen.current, pcie.link.width.current, clocks.current.sm [MHz], clocks.current.memory [MHz], pstate, power.draw [W]
0, 2026/09/15 09:38:54.957, 4, 16, 2835 MHz, 10501 MHz, P0, 83.79 W
1, 2026/09/15 09:38:54.962, 4, 16, 2820 MHz, 10501 MHz, P0, 80.20 W
0, 2026/09/15 09:38:55.167, 4, 16, 2835 MHz, 10501 MHz, P0, 83.79 W
1, 2026/09/15 09:38:55.167, 4, 16, 2820 MHz, 10501 MHz, P0, 80.20 W
0, 2026/09/15 09:38:55.367, 4, 16, 2835 MHz, 10501 MHz, P0, 83.14 W
1, 2026/09/15 09:38:55.368, 4, 16, 2820 MHz, 10501 MHz, P0, 78.99 W
0, 2026/09/15 09:38:55.568, 4, 16, 2835 MHz, 10501 MHz, P0, 83.14 W
1, 2026/09/15 09:38:55.597, 4, 16, 2820 MHz, 10501 MHz, P0, 78.99 W
0, 2026/09/15 09:38:55.797, 4, 16, 2520 MHz, 10251 MHz, P2, 76.39 W
1, 2026/09/15 09:38:55.797, 4, 16, 2520 MHz, 10501 MHz, P0, 60.34 W
0, 2026/09/15 09:38:55.997, 4, 16, 2520 MHz, 10251 MHz, P2, 76.39 W
1, 2026/09/15 09:38:55.998, 4, 16, 2520 MHz, 10501 MHz, P0, 60.34 W
0, 2026/09/15 09:38:56.198, 4, 16, 2520 MHz, 10251 MHz, P2, 76.39 W
1, 2026/09/15 09:38:56.198, 4, 16, 2520 MHz, 10501 MHz, P0, 60.34 W
0, 2026/09/15 09:38:56.398, 4, 16, 2520 MHz, 10251 MHz, P2, 68.61 W
1, 2026/09/15 09:38:56.398, 4, 16, 2520 MHz, 10251 MHz, P2, 54.15 W
0, 2026/09/15 09:38:56.599, 4, 16, 2520 MHz, 10251 MHz, P2, 68.61 W
1, 2026/09/15 09:38:56.599, 4, 16, 2520 MHz, 10251 MHz, P2, 54.15 W
0, 2026/09/15 09:38:56.799, 4, 16, 2835 MHz, 10251 MHz, P2, 68.24 W
