# provenance: env=sys sha=n/a cmd="CUDA_VISIBLE_DEVICES=0/1 python3 scripts/nixl_desc_granularity_bench.py --role P/D --workdir pd_disagg/hw/exp026_tls_20260915T1219/bench/all --region 134217728 --volume 67108864" date=2026-09-15T12:24:32+00:00 gpu="RTX 4090 x2" driver=610.57.04 exp=EXP-026 ucx_tls=all path=prep_xfer_dlist+make_prepped_xfer/READ/VRAM/UCX iters=3 xfer_timeout=20.0
phase,layout,gran_bytes,total_bytes,n_desc,iters,skip_desc_merge,wall_median_s,bw_GBps,bw_per_desc_GBps,us_per_desc,tel_total_bytes,tel_xfer_s,tel_desc_count
A_granularity,contiguous,16384,67108864,4096,3,0,0.176421,0.3804,9.3e-05,43.07,67108864,176408,1
A_granularity,contiguous,65536,67108864,1024,3,0,0.17048,0.3936,0.000384,166.48,67108864,170468,1
A_granularity,contiguous,262144,67108864,256,3,0,0.173172,0.3875,0.001514,676.45,67108864,173158,1
A_granularity,contiguous,1048576,67108864,64,3,0,0.172359,0.3894,0.006084,2693.11,67108864,172293,1
A_granularity,contiguous,4194304,67108864,16,3,0,0.169433,0.3961,0.024755,10589.58,67108864,169422,1
A_granularity,contiguous,16777216,67108864,4,3,0,0.172872,0.3882,0.09705,43218.09,67108864,172858,1
A_granularity,scattered,16384,67108864,4096,3,0,0.259398,0.2587,6.3e-05,63.33,67108864,259391,4096
A_granularity,scattered,65536,67108864,1024,3,0,0.192892,0.3479,0.00034,188.37,67108864,192886,1024
A_granularity,scattered,262144,67108864,256,3,0,0.178842,0.3752,0.001466,698.6,67108864,178838,256
A_granularity,scattered,1048576,67108864,64,3,0,0.174203,0.3852,0.006019,2721.92,67108864,174200,64
A_granularity,scattered,4194304,67108864,16,3,0,0.174782,0.384,0.023997,10923.9,67108864,174779,16
A_granularity,scattered,16777216,67108864,4,3,0,0.176434,0.3804,0.095091,44108.4,67108864,176424,4
C_merge_switch,contiguous,16384,67108864,4096,3,0,0.205307,0.3269,8e-05,50.12,67108864,205297,1
C_merge_switch,contiguous,16384,67108864,4096,3,1,0.248781,0.2698,6.6e-05,60.74,67108864,248775,4096
C_merge_switch,scattered,16384,67108864,4096,3,0,0.246889,0.2718,6.6e-05,60.28,67108864,246881,4096
C_merge_switch,scattered,16384,67108864,4096,3,1,0.244951,0.274,6.7e-05,59.8,67108864,244943,4096
C_merge_switch,contiguous,1048576,67108864,64,3,0,0.168742,0.3977,0.006214,2636.6,67108864,168732,1
C_merge_switch,contiguous,1048576,67108864,64,3,1,0.168855,0.3974,0.00621,2638.35,67108864,168843,64
C_merge_switch,scattered,1048576,67108864,64,3,0,0.169317,0.3964,0.006193,2645.57,67108864,169306,64
C_merge_switch,scattered,1048576,67108864,64,3,1,0.170225,0.3942,0.00616,2659.76,67108864,170220,64
D_size_sweep,contiguous,16384,8388608,512,3,0,0.0214,0.392,0.000766,41.8,8388608,21391,1
D_size_sweep,contiguous,16384,33554432,2048,3,0,0.085495,0.3925,0.000192,41.75,33554432,85490,1
D_size_sweep,contiguous,16384,134217728,8192,3,0,0.356168,0.3768,4.6e-05,43.48,134217728,356162,1
